"Codigo";"UF";"Municipio";"Total";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"Classe";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros"
2207900;"PI";"Pedro II";9779;7,31;6573;15,26;70,55;1,57;12,63;"De 20 a 50 mil";2288;10,84;48,34;3,15;24,48;13,2;203;19,7;43,84;2,46;15,76;18,23
5106422;"MT";"Peixoto de Azevedo";8695;13,26;5556;21,35;64,56;2,34;11,75;"De 20 a 50 mil";1737;16,12;50,32;2,53;20,21;10,82;249;11,65;36,55;4,02;14,46;33,33
2108306;"MA";"Penalva";7883;6,22;4330;14,9;70,07;2,47;12,56;"De 20 a 50 mil";2738;12,86;46,24;3,65;22,86;14,39;325;15,08;43,38;3,38;18,15;20
4212502;"SC";"Penha";8046;12,33;5652;28,91;58,97;1,36;10,76;"De 20 a 50 mil";1274;15,54;47,25;3,22;22,45;11,54;128;7,81;29,69;3,91;10,16;48,44
2310704;"CE";"Pentecoste";9858;9,93;6574;16,79;66,11;2,6;14,5;"De 20 a 50 mil";2047;11,43;45,09;3,66;26,58;13,24;258;14,73;40,7;3,49;16,28;24,81
3149903;"MG";"Perdões";6338;12,31;4519;20,71;65,15;2,06;12,08;"De 20 a 50 mil";979;10,62;44,94;5,11;21,86;17,47;60;11,67;21,67;10;13,33;43,33
3537404;"SP";"Pereira Barreto";8048;13,49;5382;25,05;57,77;2,55;14,64;"De 20 a 50 mil";1486;15,55;41,92;4,37;23,69;14,47;94;10,64;20,21;4,26;13,83;51,06
2108454;"MA";"Peritoró";5591;9,78;3527;19,08;63,85;2,24;14,83;"De 20 a 50 mil";1430;14,06;42,8;3,15;26,01;13,99;87;9,2;42,53;4,6;18,39;25,29
2611002;"PE";"Petrolândia";8572;8,81;5695;15,05;67,5;1,97;15,49;"De 20 a 50 mil";1918;9,44;45,78;3,23;29,41;12,15;204;10,29;39,71;1,47;20,59;27,94
2924405;"BA";"Pilão Arcado";8204;7,23;5507;15,47;73,11;1,83;9,59;"De 20 a 50 mil";1967;14,18;50,18;2,69;18,96;13,98;137;18,98;41,61;1,46;14,6;23,36
2706901;"AL";"Pilar";8821;8,77;5489;16,4;67,37;2,02;14,21;"De 20 a 50 mil";2449;10,33;42,96;3,92;29,2;13,6;109;10,09;40,37;2,75;17,43;29,36
3537909;"SP";"Pilar do Sul";7798;9,45;5686;23,95;65,2;1,6;9,25;"De 20 a 50 mil";1296;13,66;49,54;3,55;18,36;14,89;79;20,25;25,32;1,27;21,52;31,65
1100189;"RO";"Pimenta Bueno";10037;9,85;6847;21,43;63,01;2,45;13,12;"De 20 a 50 mil";1963;15,33;47,02;3,31;22,11;12,23;238;14,29;28,15;4,2;10,92;42,44
2108504;"MA";"Pindaré-Mirim";7754;7,97;4305;16,1;66,83;2,23;14,84;"De 20 a 50 mil";2567;12,27;43,67;2,8;27,89;13,36;264;13,64;41,29;1,52;16,67;26,89
2924603;"BA";"Pindobaçu";6062;16,51;3838;18,39;65,27;2,87;13,47;"De 20 a 50 mil";1124;14,06;41,46;3,11;23,49;17,88;99;9,09;42,42;2,02;15,15;31,31
4119301;"PR";"Pinhão";8559;10,08;6117;17,21;68,45;2,17;12,16;"De 20 a 50 mil";1479;11,76;50,91;2,7;21,7;12,91;100;13;39;5;15;28
3303955;"RJ";"Pinheiral";7105;14,31;4619;21,07;59,93;2,51;16,5;"De 20 a 50 mil";1368;10,31;42,91;2,63;29,61;14,55;101;13,86;36,63;NA;15,84;33,66
3204104;"ES";"Pinheiros";7437;13,46;4785;21,67;60,5;2,82;15,01;"De 20 a 50 mil";1518;14,03;41,57;3,69;26,28;14,43;133;9,77;27,07;6,02;15,04;42,11
2108702;"MA";"Pio XII";5395;6,64;3278;15,95;70,07;1,62;12,36;"De 20 a 50 mil";1638;13,98;47,07;2,93;24,11;11,9;121;13,22;56,2;0,83;12,4;17,36
3538600;"SP";"Piracaia";7826;12,85;5391;21,94;61,73;2,47;13,86;"De 20 a 50 mil";1304;12,27;43,25;4,06;24;16,41;125;12,8;26,4;4,8;21,6;34,4
5217104;"GO";"Piracanjuba";8461;17,43;5527;29,04;54,88;2,44;13,64;"De 20 a 50 mil";1297;21,13;36,16;3,47;22,74;16,5;162;27,16;24,69;1,23;8,02;38,89
2208304;"PI";"Piracuruca";7728;9,54;5201;18,67;66,68;1,73;12,92;"De 20 a 50 mil";1594;11,17;44,48;3,2;24,97;16,19;196;14,29;36,73;3,06;22,45;23,47
3304003;"RJ";"Piraí";7948;12,61;5149;21,01;61,29;2,58;15,11;"De 20 a 50 mil";1626;11,81;46,37;3,08;24,78;13,96;171;12,87;33,33;2,92;12,28;38,6
4119400;"PR";"Piraí do Sul";7220;12,78;4990;21,02;65,29;2,24;11,44;"De 20 a 50 mil";1224;10,05;46,08;3,92;23,69;16,26;83;8,43;27,71;6,02;21,69;36,14
3538808;"SP";"Piraju";9290;14,92;6280;24,32;57,52;2,55;15,62;"De 20 a 50 mil";1515;11,68;42,64;4,62;25,94;15,12;109;12,84;25,69;5,5;19,27;36,7
3538907;"SP";"Pirajuí";6542;15,67;4340;24,56;57,14;2,17;16,13;"De 20 a 50 mil";1072;13,34;42,54;4,48;24,25;15,39;105;11,43;21,9;4,76;14,29;47,62
2707107;"AL";"Piranhas";5750;7,62;4248;14,15;69,84;1,2;14,81;"De 20 a 50 mil";962;12,58;47,82;1,98;24,95;12,68;102;5,88;46,08;1,96;18,63;27,45
3539202;"SP";"Pirapozinho";7740;11,15;5522;21,66;63,53;1,74;13,07;"De 20 a 50 mil";1233;12,17;47,61;3,73;22,79;13,71;122;10,66;22,95;19,67;9,84;36,89
5217302;"GO";"Pirenópolis";7265;15,98;4709;22,74;60,46;2,87;13,93;"De 20 a 50 mil";1223;11,37;40,07;4,17;27,96;16,43;172;13,95;15,12;4,07;16,28;50,58
5217401;"GO";"Pires do Rio";9367;13,75;6204;25,29;58,32;2;14,39;"De 20 a 50 mil";1715;12,65;40,29;3,21;24,49;19,36;160;18,75;29,38;3,75;13,75;34,38
2924801;"BA";"Piritiba";6671;16,4;4070;19,14;62,16;3,32;15,38;"De 20 a 50 mil";1409;14,12;39,96;3,41;22,5;20,01;98;13,27;35,71;6,12;18,37;26,53
4119608;"PR";"Pitanga";10048;9,8;7304;21,55;64,84;2,11;11,5;"De 20 a 50 mil";1607;12,2;45,61;3,98;22,65;15,56;152;9,87;23,03;5,26;14,47;47,37
3539509;"SP";"Pitangueiras";10616;10,88;7422;19,23;66,11;2,13;12,53;"De 20 a 50 mil";1864;13,25;48,28;4,35;21,03;13,09;175;10,86;28,57;4,57;17,14;38,86
3151404;"MG";"Pitangui";7619;13,02;5200;17,81;62,63;2,6;16,96;"De 20 a 50 mil";1311;7,86;39,97;5,11;27,84;19,22;116;7,76;26,72;3,45;15,52;46,55
3151503;"MG";"Piumhi";10646;16,02;7218;23,39;58,52;2,44;15,66;"De 20 a 50 mil";1520;11,32;38,42;4,41;25,66;20,2;203;13,79;24,14;1,48;11,82;48,77
1505650;"PA";"Placas";5564;5,55;3946;14,77;77,75;1,72;5,75;"De 20 a 50 mil";1096;14,69;60,95;3,92;10,58;9,85;213;16,43;44,6;1,41;6,1;31,46
2925006;"BA";"Planalto";6891;10,03;4651;17,7;66,05;1,83;14,43;"De 20 a 50 mil";1450;12,28;42,48;3,66;27,31;14,28;99;17,17;29,29;NA;20,2;33,33
2805406;"SE";"Poço Redondo";7807;7,74;5718;14,24;71,63;2,24;11,89;"De 20 a 50 mil";1347;11,73;50,63;3,41;20,86;13,36;138;13,77;39,86;7,25;18,84;20,29
2805505;"SE";"Poço Verde";6561;14,6;4415;17,55;63,35;2,6;16,49;"De 20 a 50 mil";1115;9,78;37,58;2,78;28,61;21,26;73;8,22;52,05;5,48;12,33;21,92
2925105;"BA";"Poções";12887;11,53;8254;18;62,05;2,69;17,25;"De 20 a 50 mil";2947;11,84;38,41;3,6;29,35;16,8;200;15;34;1,5;17;32,5
5106505;"MT";"Poconé";8885;13,02;5576;21,74;64,8;2,37;11,1;"De 20 a 50 mil";1976;12,8;48,94;4,3;21,76;12,2;176;13,64;36,36;3,41;12,5;34,09
2925204;"BA";"Pojuca";9605;10,85;6205;17,78;61,79;2,87;17,57;"De 20 a 50 mil";2123;7,54;39,38;3,3;34,43;15,36;235;8,09;34,47;2,55;15,32;39,57
2512101;"PB";"Pombal";9278;8,98;6060;19,77;64,24;2,19;13,8;"De 20 a 50 mil";2167;10,66;41,95;3,74;25,47;18,18;218;12,39;33,03;8,26;14,22;32,11
2611309;"PE";"Pombos";7213;11,01;5014;19,86;64,3;1,54;14,3;"De 20 a 50 mil";1335;12,81;41,65;3,45;27,12;14,98;70;15,71;40;2,86;18,57;22,86
4213203;"SC";"Pomerode";8560;8,8;5818;27,57;61,31;1,89;9,23;"De 20 a 50 mil";1770;12,26;62,54;2,82;14,63;7,74;219;8,68;20,09;9,13;18,26;43,84
3152006;"MG";"Pompéu";8508;12,83;5465;16,65;61,43;3,06;18,87;"De 20 a 50 mil";1797;7,79;42,18;4,79;28,21;17,03;154;8,44;22,08;6,49;15,58;47,4
1505700;"PA";"Ponta de Pedras";5828;6,95;3431;14,19;74,03;2,77;9,01;"De 20 a 50 mil";1779;10,57;56,55;5,23;17,93;9,72;213;9,86;48,36;7,98;15,96;17,84
3540200;"SP";"Pontal";11682;10,13;7786;17,93;69,01;2,03;11,03;"De 20 a 50 mil";2244;10,61;49,91;3,7;18,32;17,47;469;8,96;16,63;1,71;5,12;67,59
4119954;"PR";"Pontal do Paraná";7077;16,74;4650;32,06;52,77;2,32;12,84;"De 20 a 50 mil";1072;16,98;46,46;2,15;23,41;11,01;170;15,29;22,35;2,35;15,29;44,71
5106752;"MT";"Pontes e Lacerda";12776;11,91;8661;23,05;63,12;2,04;11,79;"De 20 a 50 mil";2234;16,29;45,7;2,82;20,99;14,19;360;12,5;27,5;3,61;16,11;40,28
5218003;"GO";"Porangatu";13452;13,65;8844;23,45;60,84;2,04;13,67;"De 20 a 50 mil";2520;16,71;37,66;3,61;23,41;18,61;252;11,9;27,78;2,78;14,68;42,86
4314803;"RS";"Portão";10127;12,78;7168;24,71;61,45;1,74;12,1;"De 20 a 50 mil";1429;13,09;50,73;3,22;20,92;12,04;236;6,78;16,53;19,92;15,25;41,53
3152204;"MG";"Porteirinha";10996;11,04;7835;17,73;66,76;1,91;13,59;"De 20 a 50 mil";1784;9,87;44,23;3,92;25,17;16,82;163;6,13;45,4;3,07;13,5;31,9
2707305;"AL";"Porto Calvo";6466;8,91;4014;15,37;68,83;2,04;13,75;"De 20 a 50 mil";1779;9,16;46,54;3,65;27,37;13,27;97;18,56;34,02;2,06;30,93;14,43
2805604;"SE";"Porto da Folha";7393;9,44;5527;16,03;71,54;1,61;10,82;"De 20 a 50 mil";1055;13,65;43,03;3,51;22,37;17,44;113;8,85;42,48;0,88;16,81;30,97
1505908;"PA";"Porto de Moz";6060;3,63;3868;7,52;84,36;2,09;6,02;"De 20 a 50 mil";1628;7;66,83;3,62;15,17;7,37;344;8,43;64,83;3,49;7,85;15,41
3540606;"SP";"Porto Feliz";14562;9,53;10161;22,42;64,79;2,08;10,72;"De 20 a 50 mil";2790;11,68;49,53;3,33;22,01;13,44;223;9,42;28,7;3,14;13,45;45,29
2109007;"MA";"Porto Franco";5645;7,37;3587;16,67;69,19;1,9;12,24;"De 20 a 50 mil";1405;13,1;48,11;2,85;24,91;11,03;237;13,5;47,68;3,38;15,19;20,25
1718204;"TO";"Porto Nacional";13748;11,46;8440;17,55;64,3;2,95;15,2;"De 20 a 50 mil";3203;10,65;40,4;4,4;27,47;17,08;529;10,96;31,57;3,02;15,69;38,75
4213609;"SC";"Porto União";10442;12;7160;22,56;60,92;2,18;14,34;"De 20 a 50 mil";1884;12,74;45,17;3,98;23,2;14,92;145;8,28;22,76;5,52;19,31;44,14
5218300;"GO";"Posse";8988;11,14;6078;18,69;66,67;1,97;12,67;"De 20 a 50 mil";1706;12,31;45,19;3,99;23,86;14,65;203;15,76;24,14;1,97;16,75;41,38
2925501;"BA";"Prado";7559;12,04;4619;19,83;63,76;2,66;13,75;"De 20 a 50 mil";1676;12,83;45,94;3,58;25,24;12,41;354;7,91;23,73;23,45;19,21;25,71
1506005;"PA";"Prainha";6150;5,69;3815;11,95;79,29;2,41;6,34;"De 20 a 50 mil";1775;11,89;60,56;4,34;14,37;8,85;210;16,67;55,71;1,43;10,48;15,71
3152808;"MG";"Prata";8218;14,6;5330;26,42;59,91;2,5;11,18;"De 20 a 50 mil";1500;15,53;44,73;3,87;19,53;16,33;188;10,11;23,4;5,85;7,98;52,66
2109106;"MA";"Presidente Dutra";11914;7,73;7700;17,49;68,52;1,42;12,57;"De 20 a 50 mil";2936;13,01;44,11;3,1;26,94;12,84;357;14,01;43,7;2,24;16,25;23,81
3541307;"SP";"Presidente Epitácio";13202;13,01;8716;23,89;58,99;2,32;14,8;"De 20 a 50 mil";2552;14,58;39,77;3,84;27,35;14,46;216;11,57;24,54;4,17;20,37;39,35
1303536;"AM";"Presidente Figueiredo";7226;13,95;4342;18,61;69,21;2,58;9,6;"De 20 a 50 mil";1574;16,14;50,95;3,43;16,07;13,41;302;9,93;35,76;4,64;10,93;38,74
1100254;"RO";"Presidente Médici";6842;9,91;4837;24,17;62,25;2,42;11,16;"De 20 a 50 mil";1208;16,39;44,62;3,15;21,69;14,16;119;12,61;27,73;5,04;18,49;36,13
2925758;"BA";"Presidente Tancredo Neves";6509;10,8;4289;15,53;67,66;3,38;13,43;"De 20 a 50 mil";1327;12,21;47,55;3,39;22,83;14,02;190;22,11;29,47;1,58;16,84;30
3541505;"SP";"Presidente Venceslau";12402;13,84;8537;26,61;56,12;2,12;15,15;"De 20 a 50 mil";2005;16,06;36,36;2,69;28,53;16,36;143;10,49;27,27;3,5;16,78;41,96
2512309;"PB";"Princesa Isabel";6016;10,44;4254;19,04;66,64;1,41;12,91;"De 20 a 50 mil";1067;11,72;41,14;3,47;23,43;20,24;67;16,42;44,78;1,49;8,96;28,36
3541604;"SP";"Promissão";10978;10,83;7562;23,37;61,78;2,25;12,6;"De 20 a 50 mil";2045;13,06;47,09;3,18;23,77;12,91;182;9,89;30,22;3,3;15,38;41,21
2805703;"SE";"Propriá";8064;11,67;5094;17,08;64,29;2,36;16,27;"De 20 a 50 mil";1858;9,85;40,42;4,09;30,19;15,45;171;9,36;35,67;1,75;14,62;38,6
4120606;"PR";"Prudentópolis";14645;12,55;10428;17,69;68,49;2,18;11,64;"De 20 a 50 mil";2134;10,87;47,38;3,7;18,79;19,26;245;9,39;37,55;2,04;9,39;41,63
4315305;"RS";"Quaraí";7570;16,99;4558;25,71;57,04;2,33;14,92;"De 20 a 50 mil";1501;14,39;40,37;3,8;24,25;17,19;225;11,11;22,67;5,33;15,56;45,33
4120903;"PR";"Quedas do Iguaçu";9145;9,89;6627;21,79;65,97;1,57;10,67;"De 20 a 50 mil";1492;15,08;47,92;3,08;20,84;13,07;122;13,11;25,41;4,1;14,75;42,62
2512507;"PB";"Queimadas";11998;9,3;8660;19,75;64,56;1,63;14,06;"De 20 a 50 mil";2106;14,1;39,79;2,94;25,21;17,95;116;12,07;37,93;2,59;12,93;34,48
2925808;"BA";"Queimadas";7008;12,41;4583;19,92;63,36;2,47;14,25;"De 20 a 50 mil";1447;14,37;43,54;3,18;24,12;14,79;108;8,33;47,22;0,93;12,96;30,56
2925907;"BA";"Quijingue";7232;10,43;4764;15,97;68,72;2,85;12,45;"De 20 a 50 mil";1627;13,03;50,34;3,75;21,88;11;87;13,79;37,93;8,05;12,64;27,59
2611507;"PE";"Quipapá";6264;9,96;4214;16,02;68,34;1,73;13,91;"De 20 a 50 mil";1334;11,69;44,45;3,97;25,56;14,32;92;6,52;34,78;2,17;25;31,52
5218508;"GO";"Quirinópolis";14177;13,72;9343;26,77;58,33;2,01;12,89;"De 20 a 50 mil";2531;15,25;39,63;3;24,26;17,86;358;12,85;16,76;2,51;7,82;60,06
3304151;"RJ";"Quissamã";6228;13,18;4071;20,44;61,24;2,87;15,45;"De 20 a 50 mil";1215;12,43;41,56;4,86;25,43;15,72;121;17,36;23,14;2,48;19,83;37,19
2925956;"BA";"Rafael Jambeiro";6265;12,56;4034;17,08;64,06;1,98;16,88;"De 20 a 50 mil";1350;12,15;40,22;2,37;26,74;18,52;94;12,77;30,85;5,32;12,77;38,3
3542206;"SP";"Rancharia";9414;13,97;6375;23,5;59,44;2,49;14,57;"De 20 a 50 mil";1580;14,24;42,09;3,29;24,62;15,76;144;13,19;34,72;2,78;12,5;36,81
2109452;"MA";"Raposa";6552;7,83;4057;15,28;69,85;2,27;12,6;"De 20 a 50 mil";1745;10,49;51,63;4,13;23,72;10,03;237;13,5;43,46;3,8;18,99;20,25
3154002;"MG";"Raul Soares";7715;14,02;5307;25,42;59,71;1,94;12,93;"De 20 a 50 mil";1206;12,44;39,64;3,07;24,38;20,48;120;18,33;35,83;2,5;15;28,33
2311603;"CE";"Redenção";7392;10,31;4902;17,89;65,38;2,06;14,67;"De 20 a 50 mil";1600;11,31;44,69;3,88;26,69;13,44;128;14,84;39,84;3,13;17,97;24,22
2926004;"BA";"Remanso";10585;8,86;6880;18,15;68,31;1,9;11,63;"De 20 a 50 mil";2537;14,03;44,86;3,04;24,91;13,17;230;12,61;33,91;2,17;16,96;34,35
4121703;"PR";"Reserva";7549;10,85;5521;21,92;66,26;2,1;9,73;"De 20 a 50 mil";1098;16,58;45,36;4,64;17,76;15,66;111;13,51;33,33;6,31;9,91;36,94
2109502;"MA";"Riachão";5277;9,19;3269;17,53;67,79;2,78;11,9;"De 20 a 50 mil";1276;13,56;43,26;3,84;21,55;17,79;247;20,24;44,53;2,83;10,93;21,46
2926202;"BA";"Riachão das Neves";5911;12,42;3710;18,6;66,31;2,91;12,18;"De 20 a 50 mil";1344;12,13;45,76;4,09;23,88;14,14;123;10,57;42,28;4,07;13,01;30,08
2926301;"BA";"Riachão do Jacuípe";10155;13,68;6594;18,77;63,15;2,31;15,77;"De 20 a 50 mil";2003;12,53;39,34;3,25;26,06;18,82;169;11,24;36,69;1,78;19,53;30,77
2926400;"BA";"Riacho de Santana";7987;9,3;5378;14,3;70,32;2,7;12,68;"De 20 a 50 mil";1683;8,02;51,1;4,1;21,45;15,33;183;13,66;42,08;2,73;17,49;24,04
5007109;"MS";"Ribas do Rio Pardo";6456;13,15;4543;24,81;63,59;2,11;9,49;"De 20 a 50 mil";858;18,53;45,92;3,15;19,23;13,17;206;16,99;30,1;2,43;7,77;42,72
2926608;"BA";"Ribeira do Pombal";13834;11,96;9087;18,65;62,17;2,2;16,98;"De 20 a 50 mil";2810;10,57;39,75;3,88;29,07;16,73;283;10,95;31,8;4,59;19,43;33,22
2611804;"PE";"Ribeirão";11942;9,81;7424;18,66;64,08;2,33;14,94;"De 20 a 50 mil";3134;10,11;46,14;3,54;27,41;12,8;213;12,21;41,31;6,1;16,43;23,94
4122206;"PR";"Rio Branco do Sul";9123;10,56;6525;19,68;67,57;2,44;10,31;"De 20 a 50 mil";1553;13,39;50,03;4,19;20,22;12,17;82;8,54;45,12;2,44;17,07;26,83
5007208;"MS";"Rio Brilhante";9297;12,18;6250;22,16;64,72;2,29;10,83;"De 20 a 50 mil";1652;16,65;48,97;3,81;17,92;12,65;263;7,6;21,29;1,9;8,75;60,46
3544004;"SP";"Rio das Pedras";8698;8,28;6312;19,42;67,66;1,98;10,93;"De 20 a 50 mil";1512;10,78;53,04;3,44;20,04;12,7;154;6,49;29,87;7,14;9,74;46,75
2611903;"PE";"Rio Formoso";5479;7,94;3462;14,24;71;2,69;12,07;"De 20 a 50 mil";1461;9,65;50,1;4,65;26,01;9,58;121;14,88;40,5;2,48;14,88;27,27
3544103;"SP";"Rio Grande da Serra";13191;11,17;9625;17,19;64,9;2,29;15,62;"De 20 a 50 mil";1953;9,47;44,34;3,17;28,06;14,95;140;10,71;32,14;2,86;18,57;35,71
4215000;"SC";"Rio Negrinho";11942;9,56;8694;20,3;66,72;2,09;10,88;"De 20 a 50 mil";1989;12,22;51,53;3,22;21,97;11,06;117;8,55;35,9;0,85;10,26;44,44
4122305;"PR";"Rio Negro";9588;11,32;6825;20,1;65,76;2,18;11,96;"De 20 a 50 mil";1544;10,1;48,58;4,27;22,09;14,96;134;8,21;31,34;0,75;14,93;44,78
4315701;"RS";"Rio Pardo";12745;15,5;8632;29,26;56,23;2;12,5;"De 20 a 50 mil";1966;14,29;41,35;3,1;24,01;17,24;172;15,12;25,58;2,91;14,53;41,86
3155603;"MG";"Rio Pardo de Minas";7544;8,74;5455;13,84;73,2;2,18;10,78;"De 20 a 50 mil";1281;8,43;49,8;3,9;22,01;15,85;149;6,71;47,65;3,36;18,12;24,16
1303569;"AM";"Rio Preto da Eva";6094;9,4;3616;16,29;73,48;2,6;7,63;"De 20 a 50 mil";1491;16,5;55,2;3,82;15,43;9,05;414;13,29;50,24;3,38;8,21;24,88
2927002;"BA";"Rio Real";10648;12,92;7238;17,01;64,29;2,85;15,86;"De 20 a 50 mil";1847;10,5;42,39;4,06;27,67;15,38;187;12,3;32,09;4,81;14,97;35,83
2512903;"PB";"Rio Tinto";6625;9,72;4301;19,72;65,26;1,93;13,09;"De 20 a 50 mil";1565;12,14;41,85;3,58;27,22;15,21;115;10,43;38,26;7,83;13,91;29,57
1506187;"PA";"Rondon do Pará";12535;10,36;7725;18,16;68,08;2,52;11,24;"De 20 a 50 mil";2899;13,83;51,6;2,97;19,35;12,25;612;14,22;33,99;2,94;10,95;37,91
1400472;"RR";"Rorainópolis";5935;10,55;3675;17,41;70,69;2,48;9,41;"De 20 a 50 mil";1394;15,42;55,6;2,65;14,13;12,2;240;10;45,83;3,75;10;30,42
2109601;"MA";"Rosário";9456;7,92;5428;14,52;68,9;2,58;14;"De 20 a 50 mil";2950;10,64;46,37;4,44;26,95;11,59;329;12,16;43,77;3,34;15,5;25,23
4316402;"RS";"Rosário do Sul";13158;15,05;8421;27,25;56,73;2,32;13,7;"De 20 a 50 mil";2440;13,93;39,67;4,22;24,75;17,42;317;13,25;20,82;2,52;12,93;50,47
1506195;"PA";"Rurópolis";9328;7,21;6273;14,06;76,68;2,26;7;"De 20 a 50 mil";2052;16,13;57,7;2,34;12,43;11,4;330;15,45;42,42;3,64;10;28,48
2927200;"BA";"Ruy Barbosa";8758;15,67;5208;18,32;60,71;2,59;18,38;"De 20 a 50 mil";1997;11,12;36,81;2,85;29,74;19,48;181;16,02;30,94;2,76;16,57;33,7
3156908;"MG";"Sacramento";7609;14,23;5089;23,17;60,72;2,46;13,66;"De 20 a 50 mil";1238;12,04;40,79;4,12;23,75;19,31;199;13,07;27,14;2,51;10,55;46,73
3157005;"MG";"Salinas";11793;11,45;8072;20,08;63,65;2,09;14,17;"De 20 a 50 mil";2057;12,25;41,57;2,82;23,43;19,93;314;14,97;30,89;1,91;12,42;39,81
1506203;"PA";"Salinópolis";9078;8,5;5377;14,28;69,41;3,14;13,17;"De 20 a 50 mil";2620;8,74;51,56;4,5;26,26;8,93;309;13,27;43,37;4,85;18,45;20,06
3545308;"SP";"Salto de Pirapora";11490;9,41;8059;22,09;63,71;2,16;12,05;"De 20 a 50 mil";2184;11,22;49,5;3,71;25,18;10,39;166;10,84;32,53;5,42;18,07;33,13
1506302;"PA";"Salvaterra";5070;9,76;2944;17,97;67,29;2,82;11,92;"De 20 a 50 mil";1387;11,9;48,02;3,32;24,8;11,97;244;13,93;43,03;2,46;15,16;25,41
2612406;"PE";"Sanharó";5984;10,43;4052;16,91;64,86;2,22;16,02;"De 20 a 50 mil";1210;11,74;44,71;3,55;24,21;15,79;98;8,16;41,84;2,04;19,39;28,57
3157203;"MG";"Santa Bárbara";7990;10,89;5448;16,48;63,97;2,53;17,02;"De 20 a 50 mil";1518;7,44;40,25;4,41;29,38;18,51;154;9,09;26,62;3,9;18,18;42,21
2411205;"RN";"Santa Cruz";9917;8,81;6576;16,96;66,16;1,72;15,16;"De 20 a 50 mil";2257;12,67;44,4;3,37;25,79;13,78;210;11,43;43,81;1,9;15,24;27,62
2927705;"BA";"Santa Cruz Cabrália";7784;15,9;4929;20,57;61,41;3,33;14,69;"De 20 a 50 mil";1432;12,78;44,69;3;24,09;15,43;185;10,27;32,97;5,41;16,76;34,59
3546306;"SP";"Santa Cruz das Palmeiras";9100;10,05;6443;21,06;65,05;1,96;11,94;"De 20 a 50 mil";1544;11,79;49,55;5,12;20,47;13,08;198;12,12;27,27;5,05;10,61;44,95
3546405;"SP";"Santa Cruz do Rio Pardo";13976;13,23;9807;23,47;61,78;1,92;12,83;"De 20 a 50 mil";2107;11,72;46,08;3,42;24,82;13,95;213;11,27;27,23;7,04;20,66;33,8
3546603;"SP";"Santa Fé do Sul";9987;13,76;6871;28,77;55,42;1,94;13,87;"De 20 a 50 mil";1612;15,63;43,11;2,98;23,2;15,07;130;10;14,62;4,62;13,08;57,69
3546702;"SP";"Santa Gertrudes";6673;9,86;4892;20,46;67,17;1,59;10,77;"De 20 a 50 mil";1009;11,6;50,94;2,28;19,43;15,76;114;5,26;18,42;2,63;11,4;62,28
2109809;"MA";"Santa Helena";8812;6,77;4747;13,36;69,92;2,44;14,28;"De 20 a 50 mil";3096;11,3;46,96;4,1;24,35;13,28;372;9,68;42,74;7,26;18,01;22,31
4123501;"PR";"Santa Helena";7755;12,38;5639;26,37;59,76;1,74;12,13;"De 20 a 50 mil";1067;15,93;48,45;3,19;20,99;11,43;89;16,85;17,98;5,62;13,48;46,07
5219308;"GO";"Santa Helena de Goiás";11871;12,9;8127;24,36;59,87;2,3;13,46;"De 20 a 50 mil";2067;16,64;41,8;3,97;22,25;15,34;146;8,22;28,77;2,74;12,33;47,95
2110039;"MA";"Santa Luzia do Paruá";5370;6,91;3161;14,58;71,5;2,28;11,64;"De 20 a 50 mil";1691;12,83;47,84;3,84;22,89;12,6;147;12,93;51,7;3,4;17,01;14,97
2612604;"PE";"Santa Maria da Boa Vista";9795;8,59;6533;12,35;72,85;2,34;12,46;"De 20 a 50 mil";2228;10,01;49,1;4,17;24,15;12,57;193;14,51;41,45;5,18;14,51;24,35
2928109;"BA";"Santa Maria da Vitória";11126;10,33;7567;18,29;67,03;1,94;12,74;"De 20 a 50 mil";2210;12,49;42,62;4,03;24,52;16,33;200;12;37,5;3;15,5;32
3204559;"ES";"Santa Maria de Jetibá";10123;7,87;7511;22,67;66,96;1,74;8,63;"De 20 a 50 mil";1635;11,5;63,73;2,87;13,94;7,95;180;16,67;36,11;2,78;11,11;33,33
1506609;"PA";"Santa Maria do Pará";6341;8,42;4274;17,17;68,39;2,2;12,24;"De 20 a 50 mil";1417;11,29;47,14;3,25;26,25;12,07;116;9,48;45,69;2,59;20,69;21,55
2312205;"CE";"Santa Quitéria";11841;8,99;8148;17,32;68,69;1,72;12,27;"De 20 a 50 mil";2314;14,22;46,41;3,93;22,69;12,75;314;16,88;42,68;1,59;14,65;24,2
2110104;"MA";"Santa Quitéria do Maranhão";6356;5,41;3911;12,17;75,56;1,76;10,51;"De 20 a 50 mil";1900;11,68;56,21;2,79;20,58;8,74;201;14,43;57,21;0,5;17,91;9,95
2110203;"MA";"Santa Rita";7919;6,74;4787;14,52;70,15;2,21;13,12;"De 20 a 50 mil";2404;11,15;48,75;3,99;23,88;12,23;194;9,79;50;2,06;18,56;19,59
