"Codigo";"UF";"Municipio";"Total";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"Classe";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros"
2928406;"BA";"Santa Rita de Cássia";7193;12,68;4539;16,79;66,62;2,93;13,66;"De 20 a 50 mil";1574;11,69;39,96;3,37;22,81;22,17;168;14,88;41,67;4,17;14,29;25
3547502;"SP";"Santa Rita do Passa Quatro";8765;13,53;6058;26,94;56,92;2,49;13,65;"De 20 a 50 mil";1409;13,13;43,65;4,12;22,57;16,54;112;6,25;23,21;4,46;24,11;41,96
3159605;"MG";"Santa Rita do Sapucaí";11255;11,12;7742;18,51;65,5;2,26;13,73;"De 20 a 50 mil";1998;8,61;43,79;4,2;24,62;18,77;264;5,68;17,42;4,55;11,36;60,98
3547601;"SP";"Santa Rosa de Viterbo";7399;11,39;5122;22,06;61,75;2,46;13,73;"De 20 a 50 mil";1319;10,54;47,08;4,09;24,34;13,95;115;13,04;29,57;8,7;13,91;34,78
3204609;"ES";"Santa Teresa";6914;10,86;4891;24,92;62,83;2,04;10,2;"De 20 a 50 mil";1125;15,2;53,42;3,02;16,09;12,27;147;19,73;34,69;4,08;6,8;34,69
4124053;"PR";"Santa Terezinha de Itaipu";6376;9,6;4560;21,14;64,17;1,89;12,81;"De 20 a 50 mil";1099;10,46;48,77;3,64;25,66;11,46;105;7,62;27,62;7,62;23,81;33,33
4317301;"RS";"Santa Vitória do Palmar";11230;21,31;7139;27,85;53,03;2,97;16,15;"De 20 a 50 mil";1455;16,36;35,88;3,78;26,05;17,94;243;13,17;26,34;4,12;13,58;42,8
2928000;"BA";"Santaluz";9440;11,04;6214;16,16;66,62;2,46;14,76;"De 20 a 50 mil";2040;10,15;42,3;4,61;27,75;15,2;144;14,58;40,97;4,86;15,28;24,31
2928208;"BA";"Santana";6956;10,55;4755;20,99;65,43;1,93;11,65;"De 20 a 50 mil";1287;12,74;45,14;3,26;21,76;17,09;180;9,44;31,11;25;11,11;23,33
2312007;"CE";"Santana do Acaraú";7522;7,92;5272;14,62;72,36;2,07;10,94;"De 20 a 50 mil";1481;9,66;48,01;3,85;23,57;14,92;173;12,14;48,55;1,73;12,72;24,86
2708006;"AL";"Santana do Ipanema";11974;9,65;8378;15,09;67,67;1,41;15,84;"De 20 a 50 mil";2210;10,09;40,05;2,9;29,19;17,78;230;8,7;46,52;3,48;12,61;28,7
3158953;"MG";"Santana do Paraíso";7891;7,46;5938;19,62;67,09;2,11;11,18;"De 20 a 50 mil";1241;11,36;48,27;2,74;24,82;12,81;123;13,82;35,77;3,25;14,63;32,52
4317400;"RS";"Santiago";17202;15,96;11444;29,05;54,31;2,13;14,51;"De 20 a 50 mil";2615;14,11;39,81;2,98;24,78;18,32;397;11,08;19,4;3,27;14,61;51,64
3547700;"SP";"Santo Anastácio";6691;13,14;4711;24,05;60,43;1,8;13,71;"De 20 a 50 mil";1051;15,22;42,91;4,19;22,55;15,13;50;10;28;4;26;32
2411502;"RN";"Santo Antônio";6371;10,12;4392;19,69;65,12;1,75;13,43;"De 20 a 50 mil";1208;13,16;43,71;3,56;24,59;14,98;126;14,29;35,71;NA;15,08;34,92
4317608;"RS";"Santo Antônio da Patrulha";13791;15,95;9658;27,33;56,61;2,17;13,88;"De 20 a 50 mil";1740;13,45;41,03;3,39;23,56;18,56;193;13,99;22,28;3,63;20,21;39,9
4124103;"PR";"Santo Antônio da Platina";13389;11,57;9436;24,21;61,2;1,8;12,79;"De 20 a 50 mil";2258;13,02;44,91;3,63;23,25;15,19;146;9,59;27,4;2,05;13,01;47,95
3304706;"RJ";"Santo Antônio de Pádua";13514;14,59;9188;25,58;58;2,39;14,03;"De 20 a 50 mil";2173;14,73;41,97;3,82;23,88;15,6;181;11,6;27,62;4,42;17,68;38,67
3548005;"SP";"Santo Antônio de Posse";6297;11,32;4325;21,39;62,89;2,43;13,29;"De 20 a 50 mil";1134;12,17;48,41;4,23;21,78;13,4;125;7,2;27,2;5,6;17,6;42,4
1303700;"AM";"Santo Antônio do Içá";3992;3,18;2440;7,34;86,02;2,01;4,63;"De 20 a 50 mil";1317;5,24;73,8;4,02;11,77;5,16;108;7,41;61,11;4,63;14,81;12,04
3160405;"MG";"Santo Antônio do Monte";8358;13,78;6156;20,97;65,55;2,18;11,31;"De 20 a 50 mil";920;9,02;44,13;2,07;19,67;25,11;130;7,69;23,85;3,08;10,77;54,62
1507003;"PA";"Santo Antônio do Tauá";6970;9,96;4334;15,76;69,4;2,58;12,25;"De 20 a 50 mil";1803;12,09;47,14;3,88;23,9;12,98;139;9,35;37,41;3,6;19,42;30,22
2928802;"BA";"Santo Estêvão";13126;10,69;8469;15,73;64,12;1,74;18,42;"De 20 a 50 mil";2945;9,07;38,88;3,43;31,68;16,94;309;11,97;33,66;2,27;19,74;32,36
3160702;"MG";"Santos Dumont";14682;14,68;9736;18,9;61,45;2,67;16,98;"De 20 a 50 mil";2631;8,86;37,63;4,26;28,85;20,41;159;15,09;16,98;4,4;22,64;40,88
2312304;"CE";"São Benedito";12101;8,69;8434;15,72;68,84;1,77;13,67;"De 20 a 50 mil";2353;11,73;45,98;3,31;24,61;14,36;263;9,51;45,25;2,28;16,73;26,24
2110500;"MA";"São Bento";9664;7,54;5174;14,71;66,87;2,47;15,95;"De 20 a 50 mil";3409;10,5;46,67;2,99;27,37;12,47;352;8,81;50;2,56;18,18;20,45
2513901;"PB";"São Bento";8447;6,76;5758;17,33;67,05;1,48;14,14;"De 20 a 50 mil";1951;9,48;49,1;3,59;28,34;9,48;167;14,97;46,11;1,8;17,37;19,76
2110609;"MA";"São Bernardo";6270;6,46;3945;13,38;74,25;1,55;10,82;"De 20 a 50 mil";1736;11,98;52,3;2,82;21,72;11,18;184;13,59;53,8;1,63;14,67;16,3
2613107;"PE";"São Caitano";10660;12,25;7485;20,81;61,76;1,66;15,76;"De 20 a 50 mil";1711;12,8;37,87;3,62;26,77;18,94;158;15,19;35,44;2,53;20,89;25,95
2928901;"BA";"São Desidério";7033;8,72;5015;15,87;73,72;1,79;8,61;"De 20 a 50 mil";1266;10,74;53,79;3,55;19,75;12,16;139;11,51;44,6;5,04;12,23;26,62
1507151;"PA";"São Domingos do Araguaia";6003;9,6;3553;16,83;68,08;2,53;12,55;"De 20 a 50 mil";1608;15,8;47,39;3,17;22,2;11,44;266;17,67;43,98;3,76;7,89;26,69
1507201;"PA";"São Domingos do Capim";6404;6,5;4199;11,26;77,66;2,81;8,26;"De 20 a 50 mil";1615;9,97;57,65;5,2;17,28;9,91;174;12,07;51,72;6,9;11,49;17,82
2110708;"MA";"São Domingos do Maranhão";8864;7,67;6044;16,73;71,11;1,49;10,67;"De 20 a 50 mil";1984;17,89;45,11;3,07;20,11;13,81;156;12,82;50,64;1,28;12,18;23,08
2929107;"BA";"São Felipe";5946;14,16;3565;14,47;64,49;3,53;17,5;"De 20 a 50 mil";1413;7,64;37,3;4,46;33,12;17,48;126;9,52;26,98;3,97;16,67;42,86
3304805;"RJ";"São Fidélis";12809;16,12;8643;26,01;56,62;2,45;14,91;"De 20 a 50 mil";1941;16,38;35,65;4,02;26,12;17,83;160;22,5;19,38;2,5;15;40,63
3304755;"RJ";"São Francisco de Itabapoana";13497;15,47;9388;23,44;59,48;2,73;14,35;"De 20 a 50 mil";1836;13,83;41,34;4,08;24,78;15,96;185;12,97;37,3;4,86;9,73;35,14
4318200;"RS";"São Francisco de Paula";6718;15,84;4468;27,8;56,2;2,73;13,27;"De 20 a 50 mil";1056;16;43,56;3,22;21,5;15,72;130;20,77;18,46;3,08;16,15;41,54
2929206;"BA";"São Francisco do Conde";9429;11,93;5996;15,04;61,61;2,6;20,75;"De 20 a 50 mil";2182;7,33;35,93;3,57;38,22;14,94;126;8,73;32,54;2,38;29,37;26,98
4216206;"SC";"São Francisco do Sul";13543;13,3;9204;26,83;59,07;1,97;12,14;"De 20 a 50 mil";2257;14,44;45,46;3,19;25,12;11,79;281;10,32;30,96;4,27;15,66;38,79
1303809;"AM";"São Gabriel da Cachoeira";7490;5,09;4653;11,82;78,23;2,39;7,57;"De 20 a 50 mil";2284;7,84;61,21;4,64;16,16;10,16;172;10,47;34,88;3,49;13,37;37,79
3204708;"ES";"São Gabriel da Palha";10256;11,61;7216;25,1;59,35;2,04;13,51;"De 20 a 50 mil";1591;13,58;42,49;2,95;25,77;15,21;258;9,3;24,03;2,33;16,28;48,06
5007695;"MS";"São Gabriel do Oeste";7078;12,8;5065;22,74;63,63;2,07;11,55;"De 20 a 50 mil";974;15,4;48,77;4;20,43;11,4;133;9,02;26,32;1,5;15,04;48,12
1507458;"PA";"São Geraldo do Araguaia";6827;9,86;4183;18,34;67,46;2,53;11,67;"De 20 a 50 mil";1578;13,69;45,63;3,61;23,07;14,01;393;20,87;42,49;1,53;10,43;24,68
2312403;"CE";"São Gonçalo do Amarante";12011;8,82;7957;17,19;67,44;2,16;13,21;"De 20 a 50 mil";2616;10,47;47,71;3,48;26,07;12,27;379;10,55;44,33;2,11;14,51;28,5
3162005;"MG";"São Gonçalo do Sapucaí";7130;13,21;4733;18,36;64,36;3,02;14,26;"De 20 a 50 mil";1329;9,26;42,36;3,91;25,88;18,59;126;14,29;20,63;3,17;13,49;48,41
2929305;"BA";"São Gonçalo dos Campos";9015;11,11;5524;14,81;65,17;2,44;17,58;"De 20 a 50 mil";2328;7,52;37,67;3,91;34,97;15,94;161;11,8;32,92;3,73;19,88;31,68
3162104;"MG";"São Gotardo";10005;12,26;7025;21;63,79;1,99;13,22;"De 20 a 50 mil";1415;13,07;42,47;3,11;21,06;20,28;338;8,88;26,92;6,51;5,92;51,78
4318408;"RS";"São Jerônimo";7341;14,78;4961;25,42;58,7;2,36;13,53;"De 20 a 50 mil";1117;13,07;42,88;3,49;25,34;15,22;178;13,48;32,02;3,37;11,24;39,89
2613206;"PE";"São João";5809;8,56;4133;18,97;67,89;1,96;11,18;"De 20 a 50 mil";1087;11,59;41,21;3,68;28,43;15,09;92;23,91;33,7;2,17;15,22;25
4216305;"SC";"São João Batista";8133;8,91;6143;22,25;65,02;1,69;11,04;"De 20 a 50 mil";1052;13,5;54,66;2,47;18,82;10,55;213;10,33;22,07;1,88;13,15;52,58
3305000;"RJ";"São João da Barra";10629;13,73;7139;26,8;57,96;2,31;12,93;"De 20 a 50 mil";1826;12,6;43,04;3,5;26,73;14,13;205;18,54;24,39;2,44;14,15;40,49
3162401;"MG";"São João da Ponte";6595;10,05;4509;15,79;69;2,91;12,31;"De 20 a 50 mil";1264;9,18;43,67;4,75;24,53;17,88;159;16,35;47,8;3,14;13,21;19,5
1507474;"PA";"São João de Pirabas";5043;10,21;2911;15,25;69,5;3,95;11,3;"De 20 a 50 mil";1474;12,55;49,46;4,27;22,32;11,4;143;13,99;40,56;1,4;19,58;24,48
3162708;"MG";"São João do Paraíso";6026;9,46;4247;15,8;69,6;2,1;12,5;"De 20 a 50 mil";1092;10,26;46,06;3,21;24,54;15,93;117;11,97;31,62;6,84;15,38;34,19
2111102;"MA";"São João dos Patos";7013;10,2;4653;17,32;66,58;2,04;14,06;"De 20 a 50 mil";1475;10,85;42,78;2,78;24,95;18,64;170;15,88;48,24;2,35;12,35;21,18
3162906;"MG";"São João Nepomuceno";8262;16,8;5378;23,86;56,04;2,92;17,18;"De 20 a 50 mil";1397;9,52;37,15;5,3;29,85;18,18;99;12,12;27,27;2,02;15,15;43,43
4216503;"SC";"São Joaquim";7988;11,55;5617;25,87;62,29;2,12;9,72;"De 20 a 50 mil";1323;16,25;46,94;4,31;19,05;13,45;125;14,4;24;4;9,6;48
3549409;"SP";"São Joaquim da Barra";14423;11,18;10087;21,55;62,72;1,83;13,89;"De 20 a 50 mil";2517;10,69;47,76;3,93;23,84;13,79;207;7,73;23,67;3,86;13,04;51,69
3162922;"MG";"São Joaquim de Bicas";6799;13,16;4591;18,75;64,13;2,09;15,03;"De 20 a 50 mil";1213;11,54;45,92;3,54;26,46;12,53;100;9;25;4;21;41
2613305;"PE";"São Joaquim do Monte";6189;13,33;4243;22,06;60,92;2,22;14,8;"De 20 a 50 mil";1049;14,87;38,23;4,39;24,59;17,92;72;9,72;30,56;4,17;16,67;38,89
2708303;"AL";"São José da Laje";5913;9,57;3802;15,36;67,6;2,18;14,86;"De 20 a 50 mil";1437;11,34;42,03;3,83;27,42;15,38;108;19,44;34,26;3,7;14,81;27,78
2708402;"AL";"São José da Tapera";7124;8,82;5182;13,87;71,79;1,81;12,52;"De 20 a 50 mil";1229;11,15;44,34;3,58;24,82;16,11;85;14,12;45,88;1,18;16,47;22,35
2412203;"RN";"São José de Mipibu";10799;9,01;7188;18,6;65,75;2,2;13,45;"De 20 a 50 mil";2389;11,05;46,92;3,68;26,62;11,72;249;12,05;43,37;1,61;20,08;22,89
2613503;"PE";"São José do Belmonte";8808;8,81;6207;18,24;68,66;1,63;11,47;"De 20 a 50 mil";1684;12,41;44,83;3,62;21,44;17,7;141;10,64;44,68;4,26;14,89;25,53
2613602;"PE";"São José do Egito";10041;13,19;6715;21,16;60,37;2,25;16,22;"De 20 a 50 mil";1789;15,48;35,44;3,19;24,65;21,24;213;15,02;35,68;0,94;15,49;32,86
4318507;"RS";"São José do Norte";8795;15,88;5885;30,26;56,62;2,21;10,91;"De 20 a 50 mil";1399;16,87;46,82;3,36;18,94;14,01;114;16,67;33,33;4,39;10,53;35,09
3305158;"RJ";"São José do Vale do Rio Preto";6501;13,07;4720;21,84;63,24;2,39;12,52;"De 20 a 50 mil";861;13,59;44,48;4,3;24,27;13,36;70;5,71;44,29;2,86;11,43;35,71
3163706;"MG";"São Lourenço";13667;15,83;8842;23,2;56,45;2,43;17,93;"De 20 a 50 mil";2426;8,2;39,94;4,58;29,97;17,31;235;10,64;18,3;4,26;15,74;51,06
4216909;"SC";"São Lourenço do Oeste";6832;8,15;5058;26,81;62,42;1,52;9,25;"De 20 a 50 mil";1063;13,73;55,22;3,1;17,22;10,72;154;13,64;30,52;2,6;8,44;44,81
4318804;"RS";"São Lourenço do Sul";13375;12,24;8523;26,99;57,35;2,36;13,31;"De 20 a 50 mil";2968;10,68;59,23;3,44;16,11;10,55;247;16,19;36,84;2,02;9,72;35,22
5220108;"GO";"São Luís de Montes Belos";10464;16,32;6935;28,95;55,75;1,73;13,57;"De 20 a 50 mil";1646;19,62;34,39;2,86;21,63;21,51;175;8,57;15,43;2,86;14,86;58,29
2708501;"AL";"São Luís do Quitunde";7728;7,88;4845;13,44;72,57;2,08;11,91;"De 20 a 50 mil";2131;10,93;50,16;3,8;25,62;9,48;143;11,19;46,85;2,1;16,78;23,08
2111409;"MA";"São Luís Gonzaga do Maranhão";5228;8;3289;18,43;67,92;2,25;11,4;"De 20 a 50 mil";1389;16,63;45,36;3,24;19,94;14,83;132;15,91;47,73;NA;19,7;16,67
4318903;"RS";"São Luiz Gonzaga";11858;15,83;7905;28,31;55,77;1,9;14,02;"De 20 a 50 mil";1793;15,56;38,71;2,84;25,82;17,07;283;12,01;19,43;4,24;14,49;49,82
3550100;"SP";"São Manuel";11500;10,43;7883;20,82;62,79;2,32;14,07;"De 20 a 50 mil";2277;10,63;49,23;4,3;25,65;10,19;141;7,09;19,86;4,96;26,95;41,13
4319000;"RS";"São Marcos";6701;11,74;5008;24,8;62;1,96;11,24;"De 20 a 50 mil";820;12,07;48,78;3,29;20,12;15,73;86;9,3;23,26;4,65;13,95;48,84
2111508;"MA";"São Mateus do Maranhão";9814;8,83;5620;17,51;67,65;2,17;12,67;"De 20 a 50 mil";3114;14,26;45,15;2,95;25,21;12,43;213;14,08;41,31;3,76;16,43;24,41
4125605;"PR";"São Mateus do Sul";12850;11,18;9412;19,95;66,93;2,01;11,11;"De 20 a 50 mil";1785;12,44;46,72;3,81;21,4;15,63;216;8,33;26,39;2,31;12,5;50,46
2412500;"RN";"São Miguel";6204;9,82;4339;17,45;66,77;1,47;14,31;"De 20 a 50 mil";1165;13,3;41,29;3;25,24;17,17;91;17,58;37,36;4,4;13,19;27,47
3550209;"SP";"São Miguel Arcanjo";9476;10,62;6897;22,72;64,16;2,33;10,79;"De 20 a 50 mil";1459;11,99;49,83;3,7;20,29;14,19;114;14,91;32,46;1,75;12,28;38,6
5220207;"GO";"São Miguel do Araguaia";7264;14,88;4723;25,92;59,58;2,37;12,13;"De 20 a 50 mil";1272;20,83;37,03;2,44;22,01;17,69;188;20,74;28,19;2,66;11,17;37,23
1100320;"RO";"São Miguel do Guaporé";6391;8,68;4777;22,27;67,66;2,43;7,64;"De 20 a 50 mil";941;19,02;51,86;2,34;16,15;10,63;118;16,1;21,19;2,54;13,56;46,61
4125704;"PR";"São Miguel do Iguaçu";8028;9,55;5956;24,56;62,81;1,93;10,7;"De 20 a 50 mil";1211;15,11;49,38;2,89;22,13;10,49;94;10,64;26,6;5,32;12,77;44,68
4217204;"SC";"São Miguel do Oeste";12220;12,2;8654;28,15;58,08;1,71;12,06;"De 20 a 50 mil";1759;14,67;47,7;2,62;21,6;13,42;316;7,28;11,71;2,22;10,76;68,04
1303908;"AM";"São Paulo de Olivença";5331;2,93;3241;7,87;85,68;2,34;4,1;"De 20 a 50 mil";1770;7,18;70,23;5,71;10,51;6,38;164;9,76;56,71;5,49;16,46;11,59
3550407;"SP";"São Pedro";10389;14,06;7045;28,19;55,46;2,1;14,25;"De 20 a 50 mil";1721;14,58;43,29;4,01;24,64;13,48;162;11,11;25,31;6,79;17,28;39,51
2210607;"PI";"São Raimundo Nonato";9287;10;6305;17,64;68,36;1,51;12,5;"De 20 a 50 mil";1786;12,71;48,04;2,24;22,73;14,28;267;9,74;39,7;2,25;13,11;35,21
2708808;"AL";"São Sebastião";8468;8,18;6289;15,07;71,35;1,75;11,83;"De 20 a 50 mil";1390;13,17;45,4;2,95;23,02;15,47;96;11,46;48,96;7,29;17,71;14,58
1507706;"PA";"São Sebastião da Boa Vista";4846;4,02;3094;10,86;80,35;2,07;6,72;"De 20 a 50 mil";1429;11,27;61,16;4,48;17;6,09;128;14,84;56,25;3,13;10,94;14,84
4319505;"RS";"São Sebastião do Caí";7399;15,02;5103;24,2;58,93;2,57;14,31;"De 20 a 50 mil";1050;12,1;46,38;3,81;23,05;14,67;135;13,33;24,44;2,96;15,56;43,7
2929503;"BA";"São Sebastião do Passé";12317;13,15;7462;17,11;61,83;2,59;18,47;"De 20 a 50 mil";2871;8,25;38,73;3,59;34,66;14,77;364;8,79;27,2;17,03;20,33;26,65
4319604;"RS";"São Sepé";8367;16,96;5525;29;55,22;2,32;13,47;"De 20 a 50 mil";1289;14,51;39,49;3,65;21,72;20,64;134;17,91;19,4;2,99;12,69;47,01
2111706;"MA";"São Vicente Ferrer";5143;8,26;2942;13,49;67,81;2,21;16,49;"De 20 a 50 mil";1668;11,45;45,98;2,88;26,26;13,43;108;18,52;49,07;0,93;14,81;16,67
4320107;"RS";"Sarandi";6958;11,45;4907;26,29;59,96;1,39;12,37;"De 20 a 50 mil";1127;13,49;50,49;2,04;20,32;13,66;127;8,66;17,32;NA;6,3;67,72
3165537;"MG";"Sarzedo";7339;8,37;5497;15,79;70,24;1,8;12,17;"De 20 a 50 mil";1145;8,21;50,13;3,41;26,81;11,44;83;2,41;22,89;1,2;28,92;44,58
2929909;"BA";"Seabra";11493;11,15;7525;15,69;66,15;2,31;15,84;"De 20 a 50 mil";2475;9,33;43,27;3,8;27,07;16,53;212;7,55;43,4;4,72;17,92;26,42
1200500;"AC";"Sena Madureira";9313;8,72;5773;14,08;69,95;3,12;12,85;"De 20 a 50 mil";2115;11,11;47,66;4,21;23,12;13,9;613;4,4;22,02;21,86;30,34;21,37
1200450;"AC";"Senador Guiomard";5606;12,43;3487;17,18;65,5;3,53;13,79;"De 20 a 50 mil";1199;14,76;44,79;3,84;23,6;13,01;223;14,35;43,95;3,59;11,21;26,91
2312700;"CE";"Senador Pompeu";7953;12,11;5133;21,27;62,09;2,38;14,26;"De 20 a 50 mil";1695;14,22;40,35;3,42;23,24;18,76;162;12,96;31,48;0,62;22,22;32,72
2930204;"BA";"Sento Sé";9171;8,31;6056;13,46;74,29;1,96;10,29;"De 20 a 50 mil";2217;11,37;53,63;3,88;20,16;10,96;136;12,5;46,32;5,88;14,71;20,59
2930154;"BA";"Serra do Ramalho";8272;9,48;5635;16,36;70,35;2,27;11,02;"De 20 a 50 mil";1731;16,41;49,16;3,41;19,35;11,67;122;10,66;41,8;4,1;14,75;28,69
3551603;"SP";"Serra Negra";8676;14,23;5802;26,37;56,86;2,1;14,67;"De 20 a 50 mil";1504;12,9;47,47;3,66;22,01;13,96;135;10,37;17,04;8,15;19,26;45,19
3551504;"SP";"Serrana";11176;9,09;7803;17,04;67,64;2,17;13,15;"De 20 a 50 mil";2184;9,43;49,22;3,3;24,36;13,69;173;4,62;24,86;1,73;16,76;52,02
3167103;"MG";"Serro";5626;14,45;3565;13,94;64,82;2,66;18,57;"De 20 a 50 mil";1060;7,17;38,68;3,49;30,57;20,09;188;9,04;30,32;1,6;17,02;42,02
2614105;"PE";"Sertânia";9717;11,78;6413;19,21;63,15;2,73;14,91;"De 20 a 50 mil";2000;11,8;38,6;3,5;25,8;20,3;159;15,09;25,16;3,77;16,35;39,62
5007901;"MS";"Sidrolândia";13170;13,5;8825;24,6;61,82;2,4;11,17;"De 20 a 50 mil";2301;19,34;45,2;3,52;17,73;14,21;266;13,16;25,19;2,63;12,41;46,62
3305604;"RJ";"Silva Jardim";6713;15,08;4470;22,77;61,01;1,92;14,3;"De 20 a 50 mil";1128;13,92;41,58;4,7;25,71;14,1;103;14,56;36,89;1,94;17,48;29,13
2807105;"SE";"Simão Dias";11419;12,65;7549;17,71;63,43;2,46;16,4;"De 20 a 50 mil";2184;11,08;35,49;3,16;30,31;19,96;242;13,22;26,86;4,55;17,77;37,6
2614204;"PE";"Sirinhaém";10011;8,13;6383;14,85;72,19;2,24;10,72;"De 20 a 50 mil";2646;8,96;49,24;4,84;25,43;11,53;168;10,12;38,69;5,95;11,9;33,33
2930774;"BA";"Sobradinho";6088;10,07;3952;17,05;63,23;2;17,71;"De 20 a 50 mil";1399;11,44;40,74;3,22;30,16;14,44;124;12,1;41,13;4,84;21,77;20,16
3552106;"SP";"Socorro";12139;13,39;8484;26,74;58,22;2,24;12,8;"De 20 a 50 mil";1840;14,29;44,24;4,18;21,68;15,6;190;9,47;19,47;4,74;18,42;47,89
2516003;"PB";"Solânea";7672;10,35;5011;20,18;61,98;1,94;15,91;"De 20 a 50 mil";1727;11,7;38,97;3,53;28,78;17,02;140;12,86;32,14;3,57;17,86;33,57
4320800;"RS";"Soledade";9970;14,27;6735;24,91;57,45;2,36;15,28;"De 20 a 50 mil";1580;12,97;42,78;3,61;24,56;16,08;232;11,21;23,28;7,76;20,69;37,07
4217709;"SC";"Sombrio";8560;9,61;6568;23,37;61,11;1,51;14,01;"De 20 a 50 mil";1076;14,31;47,68;2,42;24,16;11,43;93;10,75;20,43;2,15;26,88;39,78
3205010;"ES";"Sooretama";6950;10,5;4942;20,25;65,54;2,45;11,76;"De 20 a 50 mil";1126;13,14;49,29;2,75;25,67;9,15;152;14,47;29,61;3,95;13,16;38,82
1507904;"PA";"Soure";5538;9,03;2943;16,82;66,12;2,34;14,71;"De 20 a 50 mil";1850;9,19;46,32;3,68;28,86;11,95;245;15,1;43,67;2,45;16,33;22,45
2614600;"PE";"Tabira";7952;11,58;5681;19,66;63,32;2,08;14,94;"De 20 a 50 mil";1222;12,77;39,03;3,19;24,96;20,05;128;14,06;44,53;1,56;14,84;25
2313104;"CE";"Tabuleiro do Norte";9121;11,53;6092;21,54;60,69;1,77;16;"De 20 a 50 mil";1774;14,71;40,25;3,44;25,99;15,61;203;7,88;39,41;3,45;25,12;24,14
2614808;"PE";"Tacaratu";5690;9,65;3983;15,01;70,83;1,98;12,18;"De 20 a 50 mil";1073;11,56;46,6;2,89;23,86;15,1;85;8,24;42,35;10,59;10,59;28,24
3168002;"MG";"Taiobeiras";8908;9,83;6147;16,87;66,7;1,98;14,45;"De 20 a 50 mil";1692;10,22;45,04;3,01;25,35;16,37;193;12,44;35,75;1,55;18,13;32,12
2614857;"PE";"Tamandaré";5343;9,6;3310;17,95;66,19;2,54;13,32;"De 20 a 50 mil";1406;10,31;50,21;3,84;25,6;10,03;114;12,28;37,72;3,51;14,04;32,46
3553302;"SP";"Tambaú";6855;12,11;4760;21,47;63,28;2,52;12,73;"De 20 a 50 mil";1178;10,1;50,76;4,58;21,56;12,99;87;3,45;26,44;10,34;18,39;41,38
2313203;"CE";"Tamboril";6919;7,85;4614;16,78;67,62;2,08;13,52;"De 20 a 50 mil";1620;14,2;46,54;4,2;22,28;12,78;142;15,49;44,37;NA;17,61;22,54
3553401;"SP";"Tanabi";8104;13,03;5592;27,61;58,74;2,07;11,57;"De 20 a 50 mil";1278;16,51;45,23;3,21;18,86;16,2;178;12,36;12,92;11,8;12,92;50
3305752;"RJ";"Tanguá";9658;13,44;6689;21,69;61,89;2,51;13,9;"De 20 a 50 mil";1577;13,63;43,25;4,19;23,84;15,09;94;12,77;24,47;7,45;19,15;36,17
2931004;"BA";"Tanhaçu";5679;9,83;4101;17,58;69,64;2,27;10,51;"De 20 a 50 mil";942;11,68;49,15;3,5;21,55;14,12;78;16,67;37,18;NA;16,67;29,49
4321303;"RS";"Taquari";9302;17,71;6367;27,23;55,85;2,64;14,28;"De 20 a 50 mil";1099;15,47;37,67;3;25,02;18,84;189;5,82;15,87;7,41;21,69;49,21
2615003;"PE";"Taquaritinga do Norte";7383;10,75;5203;19,09;63,69;1,75;15,47;"De 20 a 50 mil";1245;13,17;42,01;3,13;25,86;15,82;141;9,22;31,21;1,42;19,86;38,3
3553807;"SP";"Taquarituba";6872;11,69;4592;21,95;61,98;2,94;13,13;"De 20 a 50 mil";1390;12,52;48,71;4,39;20,86;13,53;87;10,34;36,78;3,45;14,94;34,48
1200609;"AC";"Tarauacá";7492;6,38;4638;11,41;76,2;2,2;10,2;"De 20 a 50 mil";2051;11,26;53,1;4;21,21;10,43;325;11,38;49,54;4,92;14,46;19,69
3554300;"SP";"Teodoro Sampaio";6639;11,91;4575;21,62;63,87;2,05;12,46;"De 20 a 50 mil";1167;14,05;45,84;3,26;24,59;12,25;106;8,49;25,47;3,77;9,43;52,83
2931509;"BA";"Teofilândia";5532;10,86;3678;13,87;67,59;2,69;15,85;"De 20 a 50 mil";1154;9,45;44,89;4,07;29,98;11,61;99;16,16;42,42;4,04;16,16;21,21
2709152;"AL";"Teotônio Vilela";10324;8,08;6939;14,61;69,06;1,97;14,35;"De 20 a 50 mil";2391;10,96;47,3;3,43;27,65;10,66;160;11,25;46,25;3,75;18,13;20,63
4321451;"RS";"Teutônia";9299;12,81;6762;28,36;59,83;1,61;10,19;"De 20 a 50 mil";1173;14,66;53,71;2,13;18,33;11,17;173;8,67;16,76;3,47;12,72;58,38
3554508;"SP";"Tietê";11491;11,14;8042;22,43;63,01;2,03;12,53;"De 20 a 50 mil";1966;12,36;45,42;3,56;20,75;17,9;203;5,91;22,66;7,88;15,27;48,28
4218004;"SC";"Tijucas";9779;11,31;7090;23,43;61,82;1,88;12,88;"De 20 a 50 mil";1407;14,14;48,69;3,48;21,68;12,01;176;8,52;36,93;2,27;15,91;36,36
2112100;"MA";"Timbiras";6541;6,82;3959;15,48;70,25;1,89;12,38;"De 20 a 50 mil";1942;11,43;49,12;4,07;23,79;11,59;194;19,59;44,33;4,64;14,95;16,49
