"Codigo";"UF";"Municipio";"Adequado_2000";"Adequado_2010";"Semi_2000";"Semi_2010";"Inadequado_2000";"Inadequado_2010";"Classe"
3118502;"MG";"Consolação";38,01;53,04;16,67;35,71;45,33;11,25;"Até 5 mil"
2908804;"BA";"Contendas do Sincorá";0,92;10,83;68,73;59,45;30,35;29,72;"Até 5 mil"
4305835;"RS";"Coqueiro Baixo";NA;4,31;NA;58,43;NA;37,27;"Até 5 mil"
4305850;"RS";"Coqueiros do Sul";1,08;13,21;36,81;76,01;62,11;10,78;"Até 5 mil"
4204350;"SC";"Cordilheira Alta";13,86;27,49;38,38;44,47;47,75;28,03;"Até 5 mil"
3119005;"MG";"Cordislândia";72,71;78,89;10,21;7,63;17,09;13,48;"Até 5 mil"
5003108;"MS";"Corguinho";1,89;41,06;50,8;38,95;47,31;19,99;"Até 5 mil"
4305871;"RS";"Coronel Barros";1,34;38,26;51,14;55,56;47,52;6,19;"Até 5 mil"
2402907;"RN";"Coronel João Pessoa";0,55;0,24;91,51;86,96;7,94;12,8;"Até 5 mil"
2202851;"PI";"Coronel José Dias";NA;7,02;21,47;46,53;78,53;46,45;"Até 5 mil"
4204459;"SC";"Coronel Martins";1,86;11,38;28,76;51,08;69,37;37,53;"Até 5 mil"
3119609;"MG";"Coronel Pacheco";64,11;62,1;10,22;27,32;25,67;10,58;"Até 5 mil"
4305934;"RS";"Coronel Pilar";NA;3,45;NA;79,46;NA;17,08;"Até 5 mil"
3119708;"MG";"Coronel Xavier Chaves";42,27;50,05;14,37;43,53;43,36;6,42;"Até 5 mil"
3119807;"MG";"Córrego Danta";40,45;57,53;26,16;5,63;33,39;36,84;"Até 5 mil"
3119906;"MG";"Córrego do Bom Jesus";35,28;43,59;25,85;47,99;38,86;8,42;"Até 5 mil"
5205703;"GO";"Córrego do Ouro";1,92;1,26;59,06;75,74;39,02;23;"Até 5 mil"
3120003;"MG";"Córrego Novo";24,39;60,18;37,14;10,13;38,47;29,69;"Até 5 mil"
3512704;"SP";"Corumbataí";47,72;57,3;12,71;29,84;39,56;12,86;"Até 5 mil"
4106555;"PR";"Corumbataí do Sul";25,88;33,59;23,66;36,95;50,46;29,47;"Até 5 mil"
4305959;"RS";"Cotiporã";26,88;57,38;34,88;37,32;38,24;5,3;"Até 5 mil"
3120102;"MG";"Couto de Magalhães de Minas";27,43;65,85;62,51;26,52;10,05;7,64;"Até 5 mil"
4305975;"RS";"Coxilha";6,27;13,37;54,2;78,61;39,53;8,02;"Até 5 mil"
2504850;"PB";"Coxixola";27,72;31,46;23,51;60,37;48,76;8,16;"Até 5 mil"
4306072;"RS";"Cristal do Sul";NA;12,68;15,88;72,22;84,12;15,09;"Até 5 mil"
5206305;"GO";"Cristianópolis";3,77;3,65;77,52;84,26;18,72;12,09;"Até 5 mil"
1706258;"TO";"Crixás do Tocantins";NA;19,39;53,78;44,49;46,22;36,12;"Até 5 mil"
5206503;"GO";"Cromínia";10,04;38,27;69,01;52,11;20,95;9,63;"Até 5 mil"
3120607;"MG";"Crucilândia";44,26;57,26;11,1;11,17;44,64;31,58;"Até 5 mil"
3513306;"SP";"Cruzália";60,66;65,98;17,62;20,54;21,71;13,48;"Até 5 mil"
4306130;"RS";"Cruzaltense";NA;21,59;NA;63,88;NA;14,54;"Até 5 mil"
3120706;"MG";"Cruzeiro da Fortaleza";74,46;85,91;11,31;10,47;14,23;3,62;"Até 5 mil"
4106571;"PR";"Cruzeiro do Iguaçu";0,09;2,05;57,33;68,62;42,58;29,33;"Até 5 mil"
4106704;"PR";"Cruzeiro do Sul";1,31;1,04;68,92;76,86;29,77;22,1;"Até 5 mil"
4106852;"PR";"Cruzmaltina";0,21;34,28;47,92;34,38;51,86;31,34;"Até 5 mil"
5206602;"GO";"Cumari";47,28;51,59;33,67;32,46;19,05;15,94;"Até 5 mil"
2801900;"SE";"Cumbe";1,21;11,3;88,55;83,48;10,24;5,22;"Até 5 mil"
4204756;"SC";"Cunhataí";0,65;17,97;42,76;35,39;56,59;46,64;"Até 5 mil"
3120839;"MG";"Cuparaque";44,81;72,4;36,53;17,19;18,67;10,42;"Até 5 mil"
2203230;"PI";"Currais";0,8;0,18;20,37;61,54;78,83;38,28;"Até 5 mil"
2203271;"PI";"Curral Novo do Piauí";NA;0,17;1;40,44;99;59,39;"Até 5 mil"
2505303;"PB";"Curral Velho";NA;29,94;54,14;37,19;45,86;32,87;"Até 5 mil"
2203255;"PI";"Curralinhos";NA;13,88;33,97;73,59;66,03;12,52;"Até 5 mil"
5103437;"MT";"Curvelândia";NA;0,73;NA;64,71;NA;34,57;"Até 5 mil"
1600212;"AP";"Cutias";NA;0,78;62,12;72,97;37,88;26,26;"Até 5 mil"
5206701;"GO";"Damianópolis";NA;5,36;70,21;72,51;29,79;22,13;"Até 5 mil"
2505352;"PB";"Damião";NA;0,51;39,14;52,4;60,86;47,09;"Até 5 mil"
5206800;"GO";"Damolândia";4,62;20,69;71,03;67,29;24,36;12,02;"Até 5 mil"
4306304;"RS";"David Canabarro";11,73;52,06;34,96;42,97;53,31;4,97;"Até 5 mil"
5206909;"GO";"Davinópolis";NA;1,96;60,9;65,88;39,1;32,16;"Até 5 mil"
4306320;"RS";"Derrubadas";NA;17,25;26,56;72,61;73,44;10,14;"Até 5 mil"
3121308;"MG";"Descoberto";60,76;76,27;12,4;16,55;26,84;7,17;"Até 5 mil"
3121506;"MG";"Desterro do Melo";24,02;38,18;13,49;18,41;62,49;43,41;"Até 5 mil"
4306353;"RS";"Dezesseis de Novembro";0,1;12;85,22;86,19;14,68;1,81;"Até 5 mil"
4107124;"PR";"Diamante do Sul";2,94;1,68;29,99;40;67,07;58,32;"Até 5 mil"
4306379;"RS";"Dilermando de Aguiar";7,58;27,68;38,02;59,76;54,4;12,56;"Até 5 mil"
3121704;"MG";"Diogo de Vasconcelos";17,75;28,5;13,63;29,01;68,63;42,49;"Até 5 mil"
5207105;"GO";"Diorama";0,25;28,5;56,08;39,49;43,67;32,01;"Até 5 mil"
3513850;"SP";"Dirce Reis";56,58;78,27;15,64;7,64;27,78;14,09;"Até 5 mil"
2802007;"SE";"Divina Pastora";40,31;11,77;49,08;83,1;10,6;5,13;"Até 5 mil"
3121902;"MG";"Divinésia";34,98;44,87;33,13;32,21;31,89;22,91;"Até 5 mil"
3122108;"MG";"Divino das Laranjeiras";29,15;59,41;52,58;29,21;18,28;11,38;"Até 5 mil"
3201803;"ES";"Divino de São Lourenço";25,79;30,99;18,92;24,7;55,29;44,31;"Até 5 mil"
5208301;"GO";"Divinópolis de Goiás";1,88;0,89;72,89;83,04;25,23;16,08;"Até 5 mil"
4306429;"RS";"Dois Irmãos das Missões";NA;3,08;43,52;81,23;56,48;15,69;"Até 5 mil"
4306452;"RS";"Dois Lajeados";29,9;57,06;49,48;34,79;20,63;8,15;"Até 5 mil"
3514205;"SP";"Dolcinópolis";82,72;93,55;4,54;1,51;12,74;4,94;"Até 5 mil"
3122470;"MG";"Dom Bosco";20,9;34,89;45,83;41,48;33,27;23,63;"Até 5 mil"
3122603;"MG";"Dom Joaquim";21,59;50,94;39,33;22,66;39,09;26,41;"Até 5 mil"
2910206;"BA";"Dom Macedo Costa";3,63;6,53;30,36;47,92;66,01;45,55;"Até 5 mil"
4306551;"RS";"Dom Pedro de Alcântara";16,17;19,85;68,86;79,31;14,97;0,84;"Até 5 mil"
3122801;"MG";"Dom Viçoso";34,54;54,07;31,62;28,22;33,84;17,71;"Até 5 mil"
2203420;"PI";"Domingos Mourão";15,92;25,11;23,61;37,26;60,47;37,62;"Até 5 mil"
4205100;"SC";"Dona Emma";36,62;33,01;52,7;54,03;10,68;12,97;"Até 5 mil"
4306700;"RS";"Dona Francisca";53,32;47,89;27,52;44,48;19,16;7,62;"Até 5 mil"
3123304;"MG";"Dores do Turvo";10,94;25,92;31,67;29,5;57,39;44,58;"Até 5 mil"
3123403;"MG";"Doresópolis";57,53;77,94;15,31;10,73;27,16;11,34;"Até 5 mil"
3123502;"MG";"Douradoquara";49,83;62,33;21,7;14,05;28,47;23,62;"Até 5 mil"
4205159;"SC";"Doutor Pedrinho";38,51;40,87;33,18;50,87;28,31;8,26;"Até 5 mil"
4306759;"RS";"Doutor Ricardo";6,5;24,92;26,84;62,31;66,67;12,77;"Até 5 mil"
2505808;"PB";"Duas Estradas";13,98;25,42;58,63;55,96;27,39;18,62;"Até 5 mil"
1707306;"TO";"Dueré";0,09;11,96;57,58;52,35;42,33;35,68;"Até 5 mil"
5207352;"GO";"Edealina";0,84;1,76;62,74;71,66;36,42;26,58;"Até 5 mil"
2203602;"PI";"Eliseu Martins";28,85;30,75;47,08;54,94;24,07;14,32;"Até 5 mil"
3514924;"SP";"Elisiário";85,54;90,95;13,77;9,05;0,69;NA;"Até 5 mil"
2505907;"PB";"Emas";18,49;48,47;34,51;29,55;47;21,98;"Até 5 mil"
3514957;"SP";"Embaúba";79,08;84,14;1,26;3;19,67;12,86;"Até 5 mil"
3515129;"SP";"Emilianópolis";73,09;82,58;8,97;6;17,94;11,42;"Até 5 mil"
4306924;"RS";"Engenho Velho";0,37;15,01;95,17;83,37;4,46;1,62;"Até 5 mil"
4205175;"SC";"Entre Rios";NA;3,6;14,29;38,09;85,71;58,31;"Até 5 mil"
4107538;"PR";"Entre Rios do Oeste";14,42;14,18;83,46;84,56;2,12;1,25;"Até 5 mil"
4306957;"RS";"Entre Rios do Sul";21,52;58,52;54,42;39,2;24,06;2,28;"Até 5 mil"
4306973;"RS";"Erebango";3,1;18,29;66,87;67,59;30,04;14,12;"Até 5 mil"
4205191;"SC";"Ermo";18,83;34,15;68,74;64,46;12,44;1,38;"Até 5 mil"
4307054;"RS";"Ernestina";NA;13,49;46,33;79,11;53,67;7,39;"Até 5 mil"
4205209;"SC";"Erval Velho";46,97;41,82;27,56;47,78;25,46;10,4;"Até 5 mil"
4307401;"RS";"Esmeralda";10,09;43,22;45,19;49,63;44,72;7,14;"Até 5 mil"
4307450;"RS";"Esperança do Sul";NA;1,23;15,78;74,91;84,22;23,86;"Até 5 mil"
4107520;"PR";"Esperança Nova";0,15;9,7;59,73;74,09;40,12;16,21;"Até 5 mil"
4107546;"PR";"Espigão Alto do Iguaçu";0,08;6,05;35,71;47,84;64,22;46,11;"Até 5 mil"
3124401;"MG";"Espírito Santo do Dourado";41,34;48,14;17,66;19,52;41;32,34;"Até 5 mil"
3515194;"SP";"Espírito Santo do Turvo";83,45;83,51;13,88;9,08;2,68;7,4;"Até 5 mil"
3124609;"MG";"Estrela Dalva";47,34;60,17;28,72;24,82;23,94;15,01;"Até 5 mil"
3124708;"MG";"Estrela do Indaiá";69,48;44,65;25,98;47,51;4,54;7,84;"Até 5 mil"
3515301;"SP";"Estrela do Norte";61,74;75,47;6,63;11,76;31,63;12,77;"Até 5 mil"
5207501;"GO";"Estrela do Norte";0,3;22,04;75,79;68,52;23,91;9,44;"Até 5 mil"
4307815;"RS";"Estrela Velha";0,1;7,22;24,01;80,81;75,88;11,97;"Até 5 mil"
4307831;"RS";"Eugênio de Castro";1,75;3,91;67,48;84,86;30,77;11,23;"Até 5 mil"
3125002;"MG";"Ewbank da Câmara";39,34;90,69;49,79;6,36;10,87;2,95;"Até 5 mil"
4307864;"RS";"Fagundes Varela";47,7;42,2;14,42;53,21;37,88;4,59;"Até 5 mil"
3125200;"MG";"Fama";56,77;49,94;15,14;39,32;28,09;10,74;"Até 5 mil"
3125309;"MG";"Faria Lemos";57,92;63,13;12,69;17,14;29,39;19,73;"Até 5 mil"
4107553;"PR";"Farol";0,28;1,09;63,98;75,27;35,74;23,63;"Até 5 mil"
1707553;"TO";"Fátima";45,5;40,86;36,4;45,61;18,1;13,53;"Até 5 mil"
4308052;"RS";"Faxinalzinho";4,13;29,89;44,35;63,19;51,52;6,92;"Até 5 mil"
4308078;"RS";"Fazenda Vilanova";NA;32,52;51,6;65,91;48,4;1,57;"Até 5 mil"
2702702;"AL";"Feliz Deserto";1,58;1,08;91,75;92,1;6,67;6,82;"Até 5 mil"
4107702;"PR";"Fênix";16,78;5,07;67,33;83,54;15,88;11,39;"Até 5 mil"
3125804;"MG";"Fernandes Tourinho";41,63;51,74;29,61;17,18;28,76;31,08;"Até 5 mil"
2605459;"PE";"Fernando de Noronha";80,51;78,12;19,49;21,88;NA;NA;"Até 5 mil"
2403756;"RN";"Fernando Pedroza";6,68;5,75;79,97;79,81;13,35;14,44;"Até 5 mil"
3515657;"SP";"Fernão";44,63;55,64;19,02;36,38;36,34;7,98;"Até 5 mil"
5003900;"MS";"Figueirão";NA;4,44;NA;55,45;NA;40,12;"Até 5 mil"
5103809;"MT";"Figueirópolis D'Oeste";0,09;1,33;44,36;59,78;55,56;38,89;"Até 5 mil"
4107850;"PR";"Flor da Serra do Sul";8,61;17,87;18,25;34,91;73,14;47,22;"Até 5 mil"
4205357;"SC";"Flor do Sertão";NA;9,05;37,62;82,7;62,38;8,25;"Até 5 mil"
3515806;"SP";"Flora Rica";62,33;81,35;13,02;18,49;24,65;0,16;"Até 5 mil"
3515905;"SP";"Floreal";77,38;82,84;2,12;9,04;20,5;8,12;"Até 5 mil"
2203800;"PI";"Flores do Piauí";0,18;24,08;47,81;52,08;52;23,85;"Até 5 mil"
2203859;"PI";"Floresta do Piauí";0,16;0,81;24,96;66,71;74,88;32,48;"Até 5 mil"
4308250;"RS";"Floriano Peixoto";NA;10,26;12,48;69,07;87,52;20,67;"Até 5 mil"
4108106;"PR";"Flórida";7,76;1,22;86,06;94,37;6,18;4,41;"Até 5 mil"
3516101;"SP";"Florínia";81,91;86,94;5,37;8,49;12,72;4,56;"Até 5 mil"
4205431;"SC";"Formosa do Sul";NA;44,75;32,9;49,4;67,1;5,84;"Até 5 mil"
5208103;"GO";"Formoso";0,68;19,95;72,31;59,38;27,01;20,67;"Até 5 mil"
4308433;"RS";"Forquetinha";NA;29,12;NA;58,69;NA;12,19;"Até 5 mil"
3126307;"MG";"Fortaleza de Minas";69,64;73,25;11,91;23,25;18,45;3,51;"Até 5 mil"
1708254;"TO";"Fortaleza do Tabocão";NA;1,89;68,51;86,48;31,49;11,63;"Até 5 mil"
4308458;"RS";"Fortaleza dos Valos";5,1;8,07;65,35;80,85;29,55;11,08;"Até 5 mil"
3126406;"MG";"Fortuna de Minas";19,9;38,66;43,18;49,15;36,92;12,2;"Até 5 mil"
2204105;"PI";"Francisco Ayres";20,9;24,57;25,33;54,27;53,77;21,16;"Até 5 mil"
2403905;"RN";"Francisco Dantas";NA;1,08;61,52;73,41;38,48;25,51;"Até 5 mil"
3126604;"MG";"Francisco Dumont";0,26;15,44;55,76;49,73;43,98;34,83;"Até 5 mil"
2204154;"PI";"Francisco Macedo";NA;0,25;22,45;43,13;77,55;56,62;"Até 5 mil"
3126950;"MG";"Frei Lagonegro";0,83;16,74;11,23;11,09;87,93;72,17;"Até 5 mil"
2506202;"PB";"Frei Martinho";48,91;60,21;7,41;17,71;43,68;22,08;"Até 5 mil"
4205555;"SC";"Frei Rogério";3,42;14,85;35,07;56,81;61,51;28,34;"Até 5 mil"
3127057;"MG";"Fronteira dos Vales";15,68;42,68;52,17;29,98;32,15;27,34;"Até 5 mil"
2404002;"RN";"Frutuoso Gomes";46,29;1,47;47,84;80,54;5,87;17,99;"Até 5 mil"
3127206;"MG";"Funilândia";8,84;34,2;63,08;53,09;28,08;12,71;"Até 5 mil"
3516507;"SP";"Gabriel Monteiro";75,73;84,36;1,39;4,64;22,88;11;"Até 5 mil"
2404101;"RN";"Galinhos";NA;NA;73,99;94,8;26,01;5,2;"Até 5 mil"
4205605;"SC";"Galvão";3,9;6,08;50,13;67,17;45,97;26,74;"Até 5 mil"
5208152;"GO";"Gameleira de Goiás";NA;0,57;NA;47,59;NA;51,84;"Até 5 mil"
4308656;"RS";"Garruchos";0,96;1,19;33,27;87,8;65,77;11,01;"Até 5 mil"
3516804;"SP";"Gastão Vidigal";77,02;86,29;5,49;10,03;17,49;3,68;"Até 5 mil"
2911253;"BA";"Gavião";34,69;10,85;20,02;57,12;45,3;32,03;"Até 5 mil"
3516853;"SP";"Gavião Peixoto";72,95;84,17;20,26;10,65;6,79;5,18;"Até 5 mil"
2802502;"SE";"General Maynard";0,32;34,92;83,55;57,6;16,13;7,48;"Até 5 mil"
4308854;"RS";"Gentil";NA;17,98;30,23;75,96;69,77;6,06;"Até 5 mil"
3127354;"MG";"Glaucilândia";4,52;23,09;85,84;47,01;9,64;29,89;"Até 5 mil"
3517109;"SP";"Glicério";69,44;72,7;27,22;14,99;3,33;12,32;"Até 5 mil"
5103957;"MT";"Glória D'Oeste";0,1;5,53;55,24;62,85;44,65;31,62;"Até 5 mil"
4108551;"PR";"Godoy Moreira";4,3;2,53;50;70,71;45,7;26,77;"Até 5 mil"
3127370;"MG";"Goiabeira";33,51;62,93;50,47;21,39;16,02;15,68;"Até 5 mil"
3127388;"MG";"Goianá";71,65;76,43;16,8;16,46;11,55;7,11;"Até 5 mil"
1708304;"TO";"Goianorte";NA;8,06;30,3;49,61;69,7;42,33;"Até 5 mil"
3127404;"MG";"Gonçalves";27,43;28,65;66,79;69,74;5,79;1,61;"Até 5 mil"
5209150;"GO";"Gouvelândia";3,22;0,7;65,94;78,84;30,84;20,46;"Até 5 mil"
4309126;"RS";"Gramado dos Loureiros";NA;49,17;29,55;49,45;70,45;1,39;"Até 5 mil"
4309159;"RS";"Gramado Xavier";5,83;8,81;22,8;37,7;71,37;53,5;"Até 5 mil"
2304806;"CE";"Granjeiro";4,21;21,43;22,04;49,36;73,75;29,21;"Até 5 mil"
3127909;"MG";"Grupiara";1,36;1,58;82,09;82,97;16,55;15,45;"Até 5 mil"
4309258;"RS";"Guabiju";15,98;45,01;30,33;54,61;53,69;0,38;"Até 5 mil"
4109005;"PR";"Guapirama";0,7;11,47;83,46;76,04;15,84;12,49;"Até 5 mil"
4109104;"PR";"Guaporema";0,17;1,97;62,71;78,33;37,13;19,7;"Até 5 mil"
3128253;"MG";"Guaraciama";0,09;0,9;82,7;92,77;17,21;6,33;"Até 5 mil"
5209291;"GO";"Guaraíta";3,8;0,82;47,74;61,27;48,46;37,91;"Até 5 mil"
2305100;"CE";"Guaramiranga";13,26;46,09;31,32;42,32;55,43;11,59;"Até 5 mil"
5209408;"GO";"Guarani de Goiás";NA;0,24;54,84;61,98;45,16;37,78;"Até 5 mil"
3518008;"SP";"Guarani d'Oeste";85,56;86,67;3,57;5,96;10,87;7,38;"Até 5 mil"
3128501;"MG";"Guarará";53,02;81,53;33,16;13,18;13,82;5,29;"Até 5 mil"
2204550;"PI";"Guaribas";NA;15,76;0,53;40,58;99,47;43,66;"Até 5 mil"
5209457;"GO";"Guarinos";1,73;0,62;56,13;58,22;42,13;41,16;"Até 5 mil"
4206603;"SC";"Guarujá do Sul";10,49;27,56;54,64;61,02;34,87;11,42;"Até 5 mil"
4206652;"SC";"Guatambú";3,92;8,86;26,94;48,8;69,14;42,33;"Até 5 mil"
2506509;"PB";"Gurjão";6,73;33,01;56,24;46,39;37,03;20,59;"Até 5 mil"
3518909;"SP";"Guzolândia";37,65;85,02;45,78;1,37;16,57;13,62;"Até 5 mil"
4309555;"RS";"Harmonia";0,19;29,67;94,5;69,98;5,32;0,35;"Até 5 mil"
5209606;"GO";"Heitoraí";8;39,43;66,16;37,35;25,84;23,21;"Até 5 mil"
4309571;"RS";"Herveiras";12,37;1,86;33,12;58,3;54,51;39,85;"Até 5 mil"
5209804;"GO";"Hidrolina";0,23;0,29;66,06;81,48;33,71;18,23;"Até 5 mil"
2204600;"PI";"Hugo Napoleão";21,06;35,22;65,23;52,73;13,71;12,05;"Até 5 mil"
4309704;"RS";"Humaitá";0,44;20,19;60,3;73,53;39,26;6,28;"Até 5 mil"
4309753;"RS";"Ibarama";0,66;19,75;26,96;60,57;72,37;19,68;"Até 5 mil"
4309803;"RS";"Ibiaçá";6,4;29,69;48,71;62,42;44,88;7,89;"Até 5 mil"
4206751;"SC";"Ibiam";12,13;32,48;24,85;45,28;63,01;22,24;"Até 5 mil"
4206801;"SC";"Ibicaré";24,64;43,79;51,12;44,78;24,25;11,42;"Até 5 mil"
2912608;"BA";"Ibiquera";0,55;1,64;49,22;57,07;50,23;41,29;"Até 5 mil"
4309951;"RS";"Ibirapuitã";NA;6,96;38,65;82,14;61,35;10,9;"Até 5 mil"
3129905;"MG";"Ibitiúra de Minas";58,96;67,84;21,12;24,01;19,92;8,15;"Até 5 mil"
3130002;"MG";"Ibituruna";71,03;85,22;13,79;10,05;15,18;4,73;"Até 5 mil"
4110003;"PR";"Iguaraçu";28,57;10,56;58,99;81,41;12,44;8,02;"Até 5 mil"
4110052;"PR";"Iguatu";0,62;0,41;69,04;87,52;30,34;12,07;"Até 5 mil"
4310306;"RS";"Ilópolis";32,16;41,97;30,16;48,39;37,68;9,63;"Até 5 mil"
4310363;"RS";"Imigrante";21,14;26,79;50,09;70,86;28,77;2,35;"Até 5 mil"
4110300;"PR";"Inajá";15,91;0,93;74,94;92,57;9,14;6,5;"Até 5 mil"
3520608;"SP";"Indiana";0,91;71,16;85,23;21,85;13,87;6,99;"Até 5 mil"
4110409;"PR";"Indianópolis";10,31;34,26;55,56;56,15;34,13;9,59;"Até 5 mil"
3520707;"SP";"Indiaporã";69,27;80,86;14,87;14,92;15,86;4,22;"Até 5 mil"
5104500;"MT";"Indiavaí";0,18;3,99;62,3;76,2;37,52;19,81;"Até 5 mil"
3130804;"MG";"Ingaí";48,64;58,71;15,21;17,43;36,14;23,86;"Até 5 mil"
2607109;"PE";"Ingazeira";27,68;42,64;13,93;10;58,39;47,36;"Até 5 mil"
4310413;"RS";"Inhacorá";1,45;25,93;78,12;71,16;20,43;2,91;"Até 5 mil"
3520806;"SP";"Inúbia Paulista";79,03;87,09;12,12;9,6;8,85;3,31;"Até 5 mil"
4207577;"SC";"Iomerê";23,76;32,81;32,46;66,18;43,78;1,01;"Até 5 mil"
3131406;"MG";"Ipiaçu";83,36;89,93;12,82;3,05;3,81;7,02;"Até 5 mil"
3521150;"SP";"Ipiguá";55,83;65,28;21,93;28,34;22,23;6,38;"Até 5 mil"
4207601;"SC";"Ipira";29,42;47,42;40,53;43,66;30,06;8,92;"Até 5 mil"
5210158;"GO";"Ipiranga de Goiás";NA;0,2;NA;62,5;NA;37,3;"Até 5 mil"
4310462;"RS";"Ipiranga do Sul";8,85;28,86;35,89;61,57;55,26;9,57;"Até 5 mil"
3521200;"SP";"Iporanga";40,62;53,91;23,22;27,93;36,16;18,16;"Até 5 mil"
2404804;"RN";"Ipueira";NA;1,88;83,72;90;16,28;8,13;"Até 5 mil"
1709807;"TO";"Ipueiras";0,37;62,55;50,18;22,2;49,45;15,25;"Até 5 mil"
4110656;"PR";"Iracema do Oeste";3,59;0,59;70,57;80,73;25,84;18,68;"Até 5 mil"
4207759;"SC";"Iraceminha";0,58;7,54;42,82;65,24;56,59;27,22;"Até 5 mil"
4207858;"SC";"Irati";NA;1,36;42,7;85,35;57,3;13,29;"Até 5 mil"
5210307;"GO";"Israelândia";0,22;4,73;71,94;70,61;27,85;24,65;"Até 5 mil"
2803104;"SE";"Itabi";14,99;25,54;76,22;68,2;8,79;6,26;"Até 5 mil"
3132008;"MG";"Itacambira";2,82;2,97;20,67;36,09;76,51;60,94;"Até 5 mil"
2607406;"PE";"Itacuruba";70,13;78,98;17,17;11,47;12,7;9,54;"Até 5 mil"
4310553;"RS";"Itacurubi";0,48;11,41;35,25;70,22;64,27;18,37;"Até 5 mil"
4110904;"PR";"Itaguajé";4,08;1,48;76,34;80,58;19,58;17,94;"Até 5 mil"
5210562;"GO";"Itaguari";17,4;21,15;60,28;76;22,32;2,85;"Até 5 mil"
3522000;"SP";"Itaju";61,65;72,59;5,63;27,21;32,72;0,21;"Até 5 mil"
3132602;"MG";"Itamarati de Minas";73,18;68,44;5,51;19,32;21,31;12,24;"Até 5 mil"
3132800;"MG";"Itambé do Mato Dentro";20,74;42,42;17,18;17,46;62,07;40,12;"Até 5 mil"
3522158;"SP";"Itaóca";25,62;32,69;41,96;59,23;32,43;8,07;"Até 5 mil"
3522653;"SP";"Itapirapuã Paulista";31,1;41,24;28,21;46,25;40,69;12,51;"Até 5 mil"
1710904;"TO";"Itapiratins";2,45;0,09;28,55;53,36;68,99;46,55;"Até 5 mil"
1711100;"TO";"Itaporã do Tocantins";1,89;2,01;41,98;61,66;56,13;36,33;"Até 5 mil"
4310579;"RS";"Itapuca";0,74;2,09;29,04;50,84;70,22;47,07;"Até 5 mil"
3523008;"SP";"Itapura";29,11;29,7;65,5;58,22;5,39;12,07;"Até 5 mil"
4310652;"RS";"Itati";NA;2,2;NA;91,43;NA;6,37;"Até 5 mil"
4310702;"RS";"Itatiba do Sul";6,66;27,88;37,85;50,07;55,49;22,04;"Até 5 mil"
5104559;"MT";"Itaúba";0,23;8,64;68,45;73,51;31,32;17,85;"Até 5 mil"
1600253;"AP";"Itaubal";1,33;15,51;47,06;47,57;51,61;36,92;"Até 5 mil"
4111308;"PR";"Itaúna do Sul";0,08;72,35;78,57;17,66;21,35;9,99;"Até 5 mil"
3134509;"MG";"Itutinga";18,83;48,13;62,79;29,67;18,38;22,2;"Até 5 mil"
4111605;"PR";"Ivatuba";5,98;34,78;83,13;61,93;10,89;3,29;"Até 5 mil"
5211602;"GO";"Ivolândia";0,41;3,96;51,7;51,27;47,89;44,77;"Até 5 mil"
4310751;"RS";"Ivorá";33,84;39,56;54,67;58,39;11,49;2,04;"Até 5 mil"
4208609;"SC";"Jaborá";18,78;32,29;27,9;33,94;53,32;33,78;"Até 5 mil"
4111704;"PR";"Jaboti";3,88;8,34;67,31;74,65;28,8;17;"Até 5 mil"
4310850;"RS";"Jaboticaba";0,08;6,92;33,04;76,25;66,88;16,83;"Até 5 mil"
4310876;"RS";"Jacuizinho";NA;1,23;NA;69;NA;29,78;"Até 5 mil"
4310900;"RS";"Jacutinga";40,51;54,88;32,41;34,21;27,09;10,91;"Até 5 mil"
3135001;"MG";"Jaguaraçu";51,03;67,34;27,43;27,25;21,53;5,41;"Até 5 mil"
3135308;"MG";"Japaraíba";51,77;62,36;22,9;21,73;25,33;15,91;"Até 5 mil"
4112306;"PR";"Japira";1,42;22,17;57,65;62,99;40,93;14,84;"Até 5 mil"
4311122;"RS";"Jaquirana";39,16;35,57;31,21;49,13;29,63;15,31;"Até 5 mil"
2405504;"RN";"Jardim de Angicos";28,39;5,89;58,83;43,01;12,78;51,1;"Até 5 mil"
2205250;"PI";"Jardim do Mulato";7,01;NA;44,95;87,03;48,04;12,97;"Até 5 mil"
4112603;"PR";"Jardim Olinda";0,25;4,99;69,73;73,92;30,02;21,09;"Até 5 mil"
4208955;"SC";"Jardinópolis";28,86;14,37;28,66;57,28;42,48;28,36;"Até 5 mil"
4311130;"RS";"Jari";0,55;1,24;15,29;57,47;84,16;41,29;"Até 5 mil"
5005103;"MS";"Jateí";8,91;24,08;35,81;35,23;55,28;40,69;"Até 5 mil"
2205276;"PI";"Jatobá do Piauí";NA;3,77;19,61;49,65;80,39;46,57;"Até 5 mil"
1711506;"TO";"Jaú do Tocantins";0,24;0,44;44,35;51,8;55,41;47,77;"Até 5 mil"
5212006;"GO";"Jaupaci";0,63;19,52;76,86;60,29;22,51;20,19;"Até 5 mil"
3525409;"SP";"Jeriquara";77,53;85,46;20,22;14,23;2,25;0,31;"Até 5 mil"
2205300;"PI";"Jerumenha";1,95;9,57;51,86;69,51;46,2;20,92;"Até 5 mil"
3135902;"MG";"Jesuânia";58,2;67,12;3,89;11,73;37,92;21,15;"Até 5 mil"
5212055;"GO";"Jesúpolis";1,83;4,18;68,77;75,74;29,4;20,08;"Até 5 mil"
