"Codigo";"UF";"Municipio";"Total_2000";"Total_2010";"15-24_2000";"15-24_2010";"25-59_2000";"25-59_2010";"60+_2000";"60+_2010";"Classe"
2207900;"PI";"Pedro II";38,74;31,11;18,55;8,06;43,24;31,98;67,59;63,26;"De 20 a 50 mil"
5106422;"MT";"Peixoto de Azevedo";22,37;15,47;8,34;4,44;25,07;15,49;56,12;44,91;"De 20 a 50 mil"
2108306;"MA";"Penalva";28,86;20,8;14,36;5,13;30,13;21,52;62,49;54,85;"De 20 a 50 mil"
4212502;"SC";"Penha";7,72;3,54;2,35;0,9;7,25;2,83;20,81;10;"De 20 a 50 mil"
2310704;"CE";"Pentecoste";34,5;24,83;15,7;6,67;37,28;25,46;63,92;53,73;"De 20 a 50 mil"
3149903;"MG";"Perdões";10,64;7,44;1,49;1,17;8,9;4,9;33,62;24,08;"De 20 a 50 mil"
3537404;"SP";"Pereira Barreto";11,63;8,37;1,99;1,38;8,29;4,57;40,45;28,5;"De 20 a 50 mil"
2108454;"MA";"Peritoró";45,18;36,67;25,44;11,38;49,08;40,26;78,69;73,05;"De 20 a 50 mil"
2611002;"PE";"Petrolândia";24,3;18,26;11,75;4,4;26,5;19,12;53,17;46,53;"De 20 a 50 mil"
2924405;"BA";"Pilão Arcado";40,54;30,07;25,57;10,45;42,69;31,38;70,79;63,18;"De 20 a 50 mil"
2706901;"AL";"Pilar";37,07;24,48;24,26;8,27;39,55;25,29;67,1;56,4;"De 20 a 50 mil"
3537909;"SP";"Pilar do Sul";12,32;7,34;2,6;1,46;11,39;5,5;39,19;23,08;"De 20 a 50 mil"
1100189;"RO";"Pimenta Bueno";12,9;8,35;2,77;0,77;13,42;6,94;46,13;36,93;"De 20 a 50 mil"
2108504;"MA";"Pindaré-Mirim";27,53;20,08;11,22;5,08;29,8;20,41;62,96;49,3;"De 20 a 50 mil"
2924603;"BA";"Pindobaçu";31,58;24,7;14,55;5,53;34,86;25,63;61,1;53,02;"De 20 a 50 mil"
4119301;"PR";"Pinhão";16,06;12,37;5,25;2,5;16,9;11,79;45,03;36,98;"De 20 a 50 mil"
3303955;"RJ";"Pinheiral";7,58;5,3;2,06;1,5;6,01;3,84;29,11;17,95;"De 20 a 50 mil"
3204104;"ES";"Pinheiros";21,99;17,21;3,71;1,56;21,95;13,93;63,66;54,71;"De 20 a 50 mil"
2108702;"MA";"Pio XII";43,52;31,5;25,05;13,4;48,12;32,44;76,71;65,25;"De 20 a 50 mil"
3538600;"SP";"Piracaia";11,9;7,86;3,41;1,22;10,13;5,54;34,61;24,5;"De 20 a 50 mil"
5217104;"GO";"Piracanjuba";13,52;10,07;3,04;1,33;11,44;7,29;39,8;27,65;"De 20 a 50 mil"
2208304;"PI";"Piracuruca";40,18;29,96;22,81;7,81;42,64;31,85;68,89;62,6;"De 20 a 50 mil"
3304003;"RJ";"Piraí";10,84;7,19;2,69;0,83;9,23;5,08;34,27;23,88;"De 20 a 50 mil"
4119400;"PR";"Piraí do Sul";10,33;6,7;1,89;0,95;8,86;4,78;32,42;22,57;"De 20 a 50 mil"
3538808;"SP";"Piraju";9,16;5,87;1,93;0,78;7,22;4,05;27,17;17,36;"De 20 a 50 mil"
3538907;"SP";"Pirajuí";9,82;7,55;2,78;1,82;7,49;5;30,35;24,74;"De 20 a 50 mil"
2707107;"AL";"Piranhas";38,81;30,49;27,33;9,71;41,43;34,48;69,4;69,11;"De 20 a 50 mil"
3539202;"SP";"Pirapozinho";10,87;7,5;2,01;1,07;7,36;4,07;41,37;29,1;"De 20 a 50 mil"
5217302;"GO";"Pirenópolis";17,39;10,88;4,73;1,71;16,75;8,95;47,04;32,13;"De 20 a 50 mil"
5217401;"GO";"Pires do Rio";10,03;7,64;1,92;0,93;7,27;4,54;37,17;27,44;"De 20 a 50 mil"
2924801;"BA";"Piritiba";28,54;21,63;9,41;3,54;29,6;19,47;63,09;52,14;"De 20 a 50 mil"
4119608;"PR";"Pitanga";14,68;10,49;3,34;1,4;14,91;8,65;41,64;32,32;"De 20 a 50 mil"
3539509;"SP";"Pitangueiras";12,05;8,04;3,4;1,87;11,4;6,97;35,95;24,73;"De 20 a 50 mil"
3151404;"MG";"Pitangui";10,5;6,13;3,07;0,96;9,46;4,44;29,29;20,96;"De 20 a 50 mil"
3151503;"MG";"Piumhi";9,68;7,06;2,37;1,23;8,16;5,1;29,1;21,46;"De 20 a 50 mil"
1505650;"PA";"Placas";25,32;17,29;9,98;4,57;30,64;18,2;62,99;57,95;"De 20 a 50 mil"
2925006;"BA";"Planalto";39,25;29,46;17,04;4,48;43,01;28,3;75,67;69,98;"De 20 a 50 mil"
2805406;"SE";"Poço Redondo";46,87;35,58;28,63;11,4;52,52;41,43;77,78;73,68;"De 20 a 50 mil"
2805505;"SE";"Poço Verde";37,94;29,85;20,71;5,17;39,75;31,4;65,33;62,03;"De 20 a 50 mil"
2925105;"BA";"Poções";34,72;26,93;14,86;4,83;35,99;25,31;69,38;61,89;"De 20 a 50 mil"
5106505;"MT";"Poconé";21,99;17,87;7,64;3,06;22,89;16,54;53,54;48,43;"De 20 a 50 mil"
2925204;"BA";"Pojuca";16,71;9,32;5,02;1,37;17,35;7,87;53,48;38,74;"De 20 a 50 mil"
2512101;"PB";"Pombal";31,81;26,08;14,75;4,77;32,97;26,01;56,13;52,07;"De 20 a 50 mil"
2611309;"PE";"Pombos";37,39;28,73;17,7;7,08;39,97;29,35;69,96;62,5;"De 20 a 50 mil"
4213203;"SC";"Pomerode";1,87;1,68;0,55;0,35;1,8;1,44;4,5;4,47;"De 20 a 50 mil"
3152006;"MG";"Pompéu";14,59;9,61;5,43;1,44;14,61;8,69;35,67;28,14;"De 20 a 50 mil"
1505700;"PA";"Ponta de Pedras";21,17;14,41;10,8;4,58;21,22;14,94;53,07;41,68;"De 20 a 50 mil"
3540200;"SP";"Pontal";12,32;9,63;4,2;2,4;12,25;9,85;37;28,22;"De 20 a 50 mil"
4119954;"PR";"Pontal do Paraná";7,1;4,83;2,68;1,19;6,68;4,34;19,07;10,8;"De 20 a 50 mil"
5106752;"MT";"Pontes e Lacerda";15,43;9,92;3,87;1,22;16,65;8,66;49,43;39,7;"De 20 a 50 mil"
5218003;"GO";"Porangatu";14,7;10,58;2,77;1,39;14;8,35;48,95;36,79;"De 20 a 50 mil"
4314803;"RS";"Portão";6,52;4,63;1,34;0,83;5,71;3,46;23,6;16,58;"De 20 a 50 mil"
3152204;"MG";"Porteirinha";27,53;21,22;7,66;2,75;30,16;19,84;68,32;55,99;"De 20 a 50 mil"
2707305;"AL";"Porto Calvo";39,47;28,44;25,06;8,1;42,67;31,15;71,66;63,81;"De 20 a 50 mil"
2805604;"SE";"Porto da Folha";37,28;31,28;20,56;9,99;41,26;34,32;66,23;64,91;"De 20 a 50 mil"
1505908;"PA";"Porto de Moz";32,14;21,46;19,98;9,33;36,63;24,68;65,55;59,57;"De 20 a 50 mil"
3540606;"SP";"Porto Feliz";7,41;5,24;1,58;1,12;6,33;4,02;24,57;16,42;"De 20 a 50 mil"
2109007;"MA";"Porto Franco";23,32;15,4;9,42;3,14;25,01;15,13;55,88;45,53;"De 20 a 50 mil"
1718204;"TO";"Porto Nacional";14,46;9,22;4,71;1,56;14,06;7,81;47,47;33,69;"De 20 a 50 mil"
4213609;"SC";"Porto União";5,12;3,44;1,64;0,49;4,23;2,77;15,24;10,07;"De 20 a 50 mil"
5218300;"GO";"Posse";23,52;15,28;7,44;2,02;26,49;14,88;62,93;52,46;"De 20 a 50 mil"
2925501;"BA";"Prado";28,41;19,9;12,93;3,76;32,76;20,28;54,55;50,71;"De 20 a 50 mil"
1506005;"PA";"Prainha";25,39;17,41;14,35;6,9;28,06;18,61;60,99;48,02;"De 20 a 50 mil"
3152808;"MG";"Prata";12,79;9,67;3,77;1,92;11,38;8;37,97;28,28;"De 20 a 50 mil"
2109106;"MA";"Presidente Dutra";30,39;21,59;14,38;4,87;32,27;21,74;67,41;58,07;"De 20 a 50 mil"
3541307;"SP";"Presidente Epitácio";9,99;6,8;1,78;1,13;7,9;4,16;36,47;25,1;"De 20 a 50 mil"
1303536;"AM";"Presidente Figueiredo";12,13;7,24;5,6;1,73;13,12;7,41;38,93;25,21;"De 20 a 50 mil"
1100254;"RO";"Presidente Médici";17,23;12,23;3,82;1,23;17,6;9,64;55,12;42,97;"De 20 a 50 mil"
2925758;"BA";"Presidente Tancredo Neves";38,99;29,15;17,37;6;44,87;31,63;80,19;74,39;"De 20 a 50 mil"
3541505;"SP";"Presidente Venceslau";9,72;6,64;1,5;0,81;6,9;3,82;34,81;22,29;"De 20 a 50 mil"
2512309;"PB";"Princesa Isabel";32,79;25,33;13,85;4,56;34,92;25,62;64,42;59,22;"De 20 a 50 mil"
3541604;"SP";"Promissão";8,91;5,6;1,78;0,94;6,6;3,63;30,84;19,06;"De 20 a 50 mil"
2805703;"SE";"Propriá";24,84;18,68;12,61;5,6;24,63;18,49;52,07;45,68;"De 20 a 50 mil"
4120606;"PR";"Prudentópolis";10;7,9;2,31;0,99;10,14;6,79;25,77;22,03;"De 20 a 50 mil"
4315305;"RS";"Quaraí";7,93;5,6;2,51;1,27;6,05;4,05;21,5;13,94;"De 20 a 50 mil"
4120903;"PR";"Quedas do Iguaçu";13,89;11,14;3,49;1,9;13,94;9,71;42,32;33,14;"De 20 a 50 mil"
2512507;"PB";"Queimadas";32,32;22,56;14,52;4,81;32,03;21,59;65,4;54,03;"De 20 a 50 mil"
2925808;"BA";"Queimadas";30,2;23,61;11,04;4,84;33,68;23,1;58,63;50,44;"De 20 a 50 mil"
2925907;"BA";"Quijingue";44,55;34,47;21,19;3,96;50,18;37,82;74,61;69,29;"De 20 a 50 mil"
2611507;"PE";"Quipapá";48,05;36,45;24,4;7,69;54,65;40,93;78,38;72,65;"De 20 a 50 mil"
5218508;"GO";"Quirinópolis";14,38;9,91;2,25;1,29;12,39;6,95;46,91;34,78;"De 20 a 50 mil"
3304151;"RJ";"Quissamã";15,68;8,84;4,18;1,32;15,29;7,35;38,89;26,94;"De 20 a 50 mil"
2925956;"BA";"Rafael Jambeiro";39,26;29,78;17,92;4,92;41,72;29,65;76,85;65,02;"De 20 a 50 mil"
3542206;"SP";"Rancharia";10,33;7,24;2,19;1,44;8,13;4,81;33,27;22,53;"De 20 a 50 mil"
2109452;"MA";"Raposa";23,02;15,27;11,4;4,1;26,53;16,04;57,74;49,02;"De 20 a 50 mil"
3154002;"MG";"Raul Soares";17,66;13,89;4,62;2,05;16,24;11,05;39,99;32,83;"De 20 a 50 mil"
2311603;"CE";"Redenção";30,05;24,32;10,39;5,26;32,76;23,85;60,18;56,17;"De 20 a 50 mil"
2926004;"BA";"Remanso";33,16;27,45;17,92;8,07;35,54;28,13;62,39;55,57;"De 20 a 50 mil"
4121703;"PR";"Reserva";21,67;14,76;6,71;2,22;23,46;13,51;48,52;40,43;"De 20 a 50 mil"
2109502;"MA";"Riachão";31,17;20,09;11,41;3,78;34,85;18,77;67,84;52,63;"De 20 a 50 mil"
2926202;"BA";"Riachão das Neves";38,82;30,15;17,22;6,27;45,58;31,9;70,96;66,84;"De 20 a 50 mil"
2926301;"BA";"Riachão do Jacuípe";23,97;18,01;8,18;3;24,62;15,92;56,33;44,95;"De 20 a 50 mil"
2926400;"BA";"Riacho de Santana";33,75;27,59;11,85;3,75;37,16;28,47;66,77;62,9;"De 20 a 50 mil"
5007109;"MS";"Ribas do Rio Pardo";15,09;10,35;5,5;1,37;16,49;10,9;41,16;33,62;"De 20 a 50 mil"
2926608;"BA";"Ribeira do Pombal";33,62;26,38;15,96;5,39;35,25;26,3;64,22;59,82;"De 20 a 50 mil"
2611804;"PE";"Ribeirão";33,48;23,29;18,64;6,01;35,17;23,8;65,12;54,8;"De 20 a 50 mil"
4122206;"PR";"Rio Branco do Sul";16,74;10,47;3,52;1,47;17,39;8,93;54,24;39,96;"De 20 a 50 mil"
5007208;"MS";"Rio Brilhante";13,42;8,11;5,02;1,33;14,37;7,94;35,56;27,22;"De 20 a 50 mil"
3544004;"SP";"Rio das Pedras";8,52;6,14;1,78;1,32;7,85;4,86;29,25;21,91;"De 20 a 50 mil"
2611903;"PE";"Rio Formoso";33,78;22,76;19,3;5,02;37,63;25,32;64,23;57,08;"De 20 a 50 mil"
3544103;"SP";"Rio Grande da Serra";8,42;5,41;1,99;1,16;8,14;4,12;36,4;23,27;"De 20 a 50 mil"
4215000;"SC";"Rio Negrinho";4,83;3,81;1,36;0,93;4,62;3,27;16,85;12,34;"De 20 a 50 mil"
4122305;"PR";"Rio Negro";5,09;3,54;1,22;0,59;4,33;2,65;17,75;12,11;"De 20 a 50 mil"
4315701;"RS";"Rio Pardo";11,24;8,27;2,81;1,57;10,07;6,38;26,57;20,56;"De 20 a 50 mil"
3155603;"MG";"Rio Pardo de Minas";34,39;23,43;9,96;3,05;40,19;23,25;78,59;67,36;"De 20 a 50 mil"
1303569;"AM";"Rio Preto da Eva";19,23;11,23;8,15;2,73;22,44;11,89;56,56;38,08;"De 20 a 50 mil"
2927002;"BA";"Rio Real";31,31;24,43;16,87;5,58;32,79;25,63;62,99;56,74;"De 20 a 50 mil"
2512903;"PB";"Rio Tinto";33,72;26,59;18,35;8,51;33,1;26,32;61,26;54,39;"De 20 a 50 mil"
1506187;"PA";"Rondon do Pará";24,3;20,07;11,2;4,99;27,64;21,48;60,01;56,45;"De 20 a 50 mil"
1400472;"RR";"Rorainópolis";23,4;14,54;6,51;3,1;29,57;15,13;64,88;53,88;"De 20 a 50 mil"
2109601;"MA";"Rosário";25,45;18,1;10,77;4,37;26,63;17,92;59,21;52,1;"De 20 a 50 mil"
4316402;"RS";"Rosário do Sul";9,93;7,73;2,99;1,82;8,53;6,18;23,94;17,7;"De 20 a 50 mil"
1506195;"PA";"Rurópolis";28,33;17,78;10,24;4,53;34,1;18,45;65,86;57,54;"De 20 a 50 mil"
2927200;"BA";"Ruy Barbosa";29,7;22,8;12,14;5,57;29,09;20,56;62,88;53,46;"De 20 a 50 mil"
3156908;"MG";"Sacramento";9,98;6,41;2,22;1,35;8,66;4,87;29,66;19,22;"De 20 a 50 mil"
3157005;"MG";"Salinas";23,85;17,28;5;1,85;23,54;13,59;63,84;50,86;"De 20 a 50 mil"
1506203;"PA";"Salinópolis";14,47;11,05;5,34;2,82;15,46;10,82;42,93;35,36;"De 20 a 50 mil"
3545308;"SP";"Salto de Pirapora";10,91;7,85;2,32;1,19;9,92;6,35;35,3;24,07;"De 20 a 50 mil"
1506302;"PA";"Salvaterra";11,84;9,04;5,38;3,31;11,03;8,41;30,73;25,53;"De 20 a 50 mil"
2612406;"PE";"Sanharó";36,93;25,83;20,99;6,23;37,13;26,72;65,13;54,57;"De 20 a 50 mil"
3157203;"MG";"Santa Bárbara";9,42;5,8;2,45;1,24;8,83;4,44;30,95;21,37;"De 20 a 50 mil"
2411205;"RN";"Santa Cruz";32,26;24,23;14,31;5,86;33,91;24,35;63,12;56,36;"De 20 a 50 mil"
2927705;"BA";"Santa Cruz Cabrália";24,08;15,81;11,06;2,89;28,12;16,4;55,85;44,9;"De 20 a 50 mil"
3546306;"SP";"Santa Cruz das Palmeiras";10,54;8,14;3,71;2,33;9,25;7,6;31,49;20,29;"De 20 a 50 mil"
3546405;"SP";"Santa Cruz do Rio Pardo";8,42;5,51;2,02;1,23;6,45;3,84;26,19;15,76;"De 20 a 50 mil"
3546603;"SP";"Santa Fé do Sul";10,41;6,42;1,75;0,66;6,58;3,42;37,04;21,01;"De 20 a 50 mil"
3546702;"SP";"Santa Gertrudes";7,86;4,68;1,51;0,58;6,99;3,63;27,8;19,97;"De 20 a 50 mil"
2109809;"MA";"Santa Helena";29,09;22,82;14,25;8,07;31,22;22,75;62,47;58,14;"De 20 a 50 mil"
4123501;"PR";"Santa Helena";8,75;7,7;2,72;1,24;7,82;6,01;27,05;22,29;"De 20 a 50 mil"
5219308;"GO";"Santa Helena de Goiás";17,83;12,43;5,34;1,49;18,09;10,7;47,26;36,74;"De 20 a 50 mil"
2110039;"MA";"Santa Luzia do Paruá";34,84;23,86;14,26;5,29;40,02;24,75;73,03;64,02;"De 20 a 50 mil"
2612604;"PE";"Santa Maria da Boa Vista";30,16;21,21;13,3;6,63;35,55;22,31;63,56;53,22;"De 20 a 50 mil"
2928109;"BA";"Santa Maria da Vitória";29,3;24,05;10,86;4,17;32,1;23,93;64,29;58,07;"De 20 a 50 mil"
3204559;"ES";"Santa Maria de Jetibá";17,07;10,92;3,04;1,2;17,64;8,38;52,72;42,76;"De 20 a 50 mil"
1506609;"PA";"Santa Maria do Pará";28,57;20,15;12,9;5,57;31,81;21,06;60,82;48,83;"De 20 a 50 mil"
2312205;"CE";"Santa Quitéria";37,2;27,44;16,75;5,09;41,25;28,68;61,71;57,94;"De 20 a 50 mil"
2110104;"MA";"Santa Quitéria do Maranhão";39,43;32,83;21,96;11,58;43,87;36,15;73,71;69,43;"De 20 a 50 mil"
2110203;"MA";"Santa Rita";32,65;22,11;13,66;5,45;34,95;22,46;72,9;60,44;"De 20 a 50 mil"
2928406;"BA";"Santa Rita de Cássia";26,08;21,07;10;4,06;28,29;21,17;56,95;50,78;"De 20 a 50 mil"
3547502;"SP";"Santa Rita do Passa Quatro";8,43;5,52;1,69;0,76;5,72;3,26;24,49;15,38;"De 20 a 50 mil"
3159605;"MG";"Santa Rita do Sapucaí";11,78;8,55;3,38;1,11;10,88;7,16;32,57;26,53;"De 20 a 50 mil"
3547601;"SP";"Santa Rosa de Viterbo";7,31;4,94;1,81;1,03;5,59;3,31;23,17;15,16;"De 20 a 50 mil"
3204609;"ES";"Santa Teresa";14,05;9,85;2,83;1,12;12,65;7,85;39,42;27,2;"De 20 a 50 mil"
4124053;"PR";"Santa Terezinha de Itaipu";9,69;7,26;1,98;1,23;9,62;5,6;34,61;25,87;"De 20 a 50 mil"
4317301;"RS";"Santa Vitória do Palmar";8,89;6,46;2,52;1,27;7,75;5,14;23,18;15,64;"De 20 a 50 mil"
2928000;"BA";"Santaluz";32,18;23,37;12,37;3,11;36,03;23,13;68,03;58,62;"De 20 a 50 mil"
2928208;"BA";"Santana";32,5;25,72;10,13;3,78;34,98;24,98;67,7;57,27;"De 20 a 50 mil"
2312007;"CE";"Santana do Acaraú";38,8;29,56;20,99;8,38;43,26;32,43;61,42;58,13;"De 20 a 50 mil"
2708006;"AL";"Santana do Ipanema";38,73;28,94;23,62;10,67;40,73;30,99;68,23;59,56;"De 20 a 50 mil"
3158953;"MG";"Santana do Paraíso";15,54;9,3;3,27;1,22;15,08;6,64;57,11;41,52;"De 20 a 50 mil"
4317400;"RS";"Santiago";6,89;4,64;1;0,89;4,84;2,63;23,35;14,15;"De 20 a 50 mil"
3547700;"SP";"Santo Anastácio";10,42;7,03;1,31;0,88;6,76;3,86;35,17;22,54;"De 20 a 50 mil"
2411502;"RN";"Santo Antônio";40,55;30,4;20,38;7,17;41,97;30,76;73,38;65,62;"De 20 a 50 mil"
4317608;"RS";"Santo Antônio da Patrulha";12,97;9,05;2,26;1,35;10,18;5,66;37;26,55;"De 20 a 50 mil"
4124103;"PR";"Santo Antônio da Platina";14,49;9,75;3,54;1,83;13,29;7,52;39,51;28,46;"De 20 a 50 mil"
3304706;"RJ";"Santo Antônio de Pádua";14,23;9,25;3,71;1,13;12,86;6,75;35,5;25,87;"De 20 a 50 mil"
3548005;"SP";"Santo Antônio de Posse";11,39;7,82;2,99;1,05;9,75;5,89;35,58;27,56;"De 20 a 50 mil"
1303700;"AM";"Santo Antônio do Içá";41,66;21,26;22,05;8,64;51,22;23,71;81,12;63,18;"De 20 a 50 mil"
3160405;"MG";"Santo Antônio do Monte";10,37;6,4;2,32;0,95;9,41;4,55;31,41;22,33;"De 20 a 50 mil"
1507003;"PA";"Santo Antônio do Tauá";16,14;11,5;5,5;2,75;15,92;10,94;48,42;35,47;"De 20 a 50 mil"
2928802;"BA";"Santo Estêvão";30,14;21,48;12,07;4,27;31,75;21,06;66,47;56,12;"De 20 a 50 mil"
3160702;"MG";"Santos Dumont";10,15;7,26;2,57;1,19;8,8;5,44;29,35;21;"De 20 a 50 mil"
2312304;"CE";"São Benedito";36,83;27,09;15,45;4,88;40,96;28,44;67,29;60,04;"De 20 a 50 mil"
2110500;"MA";"São Bento";27,56;19,71;10,36;3,88;30,1;19,43;63,3;55,77;"De 20 a 50 mil"
2513901;"PB";"São Bento";38,48;33,59;23,92;9,98;42,18;37,51;63,25;64,27;"De 20 a 50 mil"
2110609;"MA";"São Bernardo";38,49;29,24;18,79;8,46;42,92;30,91;72,44;67,36;"De 20 a 50 mil"
2613107;"PE";"São Caitano";42,61;29,38;23,4;7,89;43,89;30,01;73,02;62,75;"De 20 a 50 mil"
2928901;"BA";"São Desidério";38,07;25,53;19,53;5,06;42,26;28,83;74,74;63,26;"De 20 a 50 mil"
1507151;"PA";"São Domingos do Araguaia";29,82;19,7;13,09;4,53;34,41;19,24;69,43;56,52;"De 20 a 50 mil"
1507201;"PA";"São Domingos do Capim";31,49;21,67;16,36;6,51;36,13;23,25;65,28;57,82;"De 20 a 50 mil"
2110708;"MA";"São Domingos do Maranhão";37,13;27,83;17,97;6,35;42,18;29,63;71,15;63,43;"De 20 a 50 mil"
2929107;"BA";"São Felipe";30,8;22,71;10,52;3,82;31,09;20,64;68,47;57,95;"De 20 a 50 mil"
3304805;"RJ";"São Fidélis";15,99;10,23;5,17;1,42;14,13;7,86;36,25;26;"De 20 a 50 mil"
3304755;"RJ";"São Francisco de Itabapoana";25,01;18,75;10,31;3,24;25,03;17,84;54,01;44,3;"De 20 a 50 mil"
4318200;"RS";"São Francisco de Paula";9,54;7,46;3,04;1,47;8,62;6,33;22,67;17,87;"De 20 a 50 mil"
2929206;"BA";"São Francisco do Conde";16,83;10,1;6,39;2,32;18,17;9,23;51,85;38,2;"De 20 a 50 mil"
4216206;"SC";"São Francisco do Sul";5,41;3,65;1,96;0,74;4,74;3,02;15,4;10,09;"De 20 a 50 mil"
1303809;"AM";"São Gabriel da Cachoeira";23,15;14,67;9,1;4,97;25,1;14,16;63,03;44,92;"De 20 a 50 mil"
3204708;"ES";"São Gabriel da Palha";14,75;10,57;2,3;1,15;14,41;7,9;46,5;39,49;"De 20 a 50 mil"
5007695;"MS";"São Gabriel do Oeste";8,6;5,72;2,21;0,85;9,17;5;28,35;22,62;"De 20 a 50 mil"
1507458;"PA";"São Geraldo do Araguaia";25,56;18,75;10,42;4,93;28,36;17,9;67;57,36;"De 20 a 50 mil"
2312403;"CE";"São Gonçalo do Amarante";29,97;20,18;11,54;3,65;32,7;21,02;62,34;51,16;"De 20 a 50 mil"
3162005;"MG";"São Gonçalo do Sapucaí";10,55;8,04;3,23;1,16;9,69;7,07;28,34;21,15;"De 20 a 50 mil"
2929305;"BA";"São Gonçalo dos Campos";22,59;15,03;6,45;2,72;22,69;12,67;58,21;47,27;"De 20 a 50 mil"
3162104;"MG";"São Gotardo";11,82;8,03;4,59;1,64;10,64;6,75;35,97;26,06;"De 20 a 50 mil"
4318408;"RS";"São Jerônimo";10,84;8,58;2,38;1,64;9,56;6,26;30,1;24,85;"De 20 a 50 mil"
2613206;"PE";"São João";40,25;32,83;20,3;8,4;42,99;34,71;69,76;67,18;"De 20 a 50 mil"
4216305;"SC";"São João Batista";5,41;3,42;0,96;0,4;4,36;2,48;20,41;17,21;"De 20 a 50 mil"
3305000;"RJ";"São João da Barra";13,78;9,84;5,71;2,35;13,33;8,9;29,37;22,75;"De 20 a 50 mil"
3162401;"MG";"São João da Ponte";37,35;28,92;14,72;4,02;41,86;29,96;76,97;69,21;"De 20 a 50 mil"
1507474;"PA";"São João de Pirabas";26,18;20,72;11,02;5,38;27,27;21,29;59,43;50,87;"De 20 a 50 mil"
3162708;"MG";"São João do Paraíso";38,66;27,6;10,2;2,58;45,56;27,73;82,23;74,06;"De 20 a 50 mil"
2111102;"MA";"São João dos Patos";27,98;24,13;12,8;6;28,65;23,62;57,81;54,4;"De 20 a 50 mil"
3162906;"MG";"São João Nepomuceno";8,8;5,34;2,69;0,86;6,58;3,56;24,22;15,98;"De 20 a 50 mil"
4216503;"SC";"São Joaquim";9,78;5,84;3,22;0,9;8,96;4,88;26,82;17,06;"De 20 a 50 mil"
3549409;"SP";"São Joaquim da Barra";7,58;5;1,81;0,77;6;3,41;26,27;17,05;"De 20 a 50 mil"
3162922;"MG";"São Joaquim de Bicas";13,97;8,65;3,38;1,59;14,33;7,04;44,94;32,16;"De 20 a 50 mil"
2613305;"PE";"São Joaquim do Monte";47,57;35,12;25,34;8,4;51,23;37,09;74,34;68,2;"De 20 a 50 mil"
2708303;"AL";"São José da Laje";42,97;31,13;25,25;8,27;46,94;34,54;70,47;65,01;"De 20 a 50 mil"
2708402;"AL";"São José da Tapera";50,25;37,04;30,35;11,13;55,11;42,88;80,96;74,53;"De 20 a 50 mil"
2412203;"RN";"São José de Mipibu";32;24,52;13,25;7,33;33,97;24,44;67,34;57,53;"De 20 a 50 mil"
2613503;"PE";"São José do Belmonte";35,66;28,22;15,17;6,1;39,74;29,43;66,35;60,23;"De 20 a 50 mil"
2613602;"PE";"São José do Egito";29,07;22,1;14,08;4,96;28,54;20,72;53,46;47,92;"De 20 a 50 mil"
4318507;"RS";"São José do Norte";22,28;17,33;6,96;2,2;22,44;16,35;44,51;37,55;"De 20 a 50 mil"
3305158;"RJ";"São José do Vale do Rio Preto";14,7;10,12;4,43;1,24;14,25;8,67;40,59;30,41;"De 20 a 50 mil"
3163706;"MG";"São Lourenço";6,43;4,25;1,32;0,9;5,16;2,75;19,67;12,87;"De 20 a 50 mil"
4216909;"SC";"São Lourenço do Oeste";10,01;6,7;2,32;0,94;8,8;5,18;33,19;22,07;"De 20 a 50 mil"
4318804;"RS";"São Lourenço do Sul";7,13;5,03;1,88;1,05;6,39;3,8;16,07;12,14;"De 20 a 50 mil"
5220108;"GO";"São Luís de Montes Belos";13,43;9,71;1,58;0,99;10,51;6,02;49,47;35,42;"De 20 a 50 mil"
2708501;"AL";"São Luís do Quitunde";46,58;33,85;32,96;13,99;50,39;38,29;77,25;70,1;"De 20 a 50 mil"
2111409;"MA";"São Luís Gonzaga do Maranhão";40,84;35,51;21,12;10,2;46,25;38,52;73,65;72,17;"De 20 a 50 mil"
4318903;"RS";"São Luiz Gonzaga";9,78;6,7;2,34;1,25;7,61;4,56;29,77;19,38;"De 20 a 50 mil"
3550100;"SP";"São Manuel";10,7;7,05;2,47;1,22;9,19;5,1;31,6;22,2;"De 20 a 50 mil"
4319000;"RS";"São Marcos";5,92;3,88;1,09;0,58;4,71;2,41;20,74;13,89;"De 20 a 50 mil"
2111508;"MA";"São Mateus do Maranhão";37;31,39;17,89;9,35;39,75;33,33;72,94;67,62;"De 20 a 50 mil"
4125605;"PR";"São Mateus do Sul";6,25;3,84;1,7;0,73;5,57;2,9;20,57;13,96;"De 20 a 50 mil"
2412500;"RN";"São Miguel";40,01;30,17;18,13;5,93;43,47;30,93;65,3;62,03;"De 20 a 50 mil"
3550209;"SP";"São Miguel Arcanjo";10,03;7,98;1,99;1,17;8,94;5,92;35,27;26,8;"De 20 a 50 mil"
5220207;"GO";"São Miguel do Araguaia";18,97;12,35;4,82;1,75;19,54;10,08;53,21;38,06;"De 20 a 50 mil"
1100320;"RO";"São Miguel do Guaporé";15,95;10,81;3,21;1,35;18,8;9,74;53,3;43,69;"De 20 a 50 mil"
4125704;"PR";"São Miguel do Iguaçu";10,48;8,04;3,06;1,47;9,95;7,07;32,45;22,74;"De 20 a 50 mil"
4217204;"SC";"São Miguel do Oeste";7,19;4,64;1,55;0,5;6,05;3,22;25,54;16,95;"De 20 a 50 mil"
