"Codigo";"UF";"Municipio";"Analf_2000";"Analf_2010";"Inadequado_2000";"Inadequado_2010";"AnalfEInadequado_2000";"AnalfEInadequado_2010";"Classe"
4304630;"RS";"Capão da Canoa";7,69;4,61;0,92;0,41;0,26;0,03;"De 20 a 50 mil"
4304663;"RS";"Capão do Leão";11,26;6,81;3,5;1,01;0,87;0,18;"De 20 a 50 mil"
2801306;"SE";"Capela";60,03;37,66;28,21;14,79;21,45;8,73;"De 20 a 50 mil"
3112307;"MG";"Capelinha";42;24,83;31,11;25,14;17,24;9,07;"De 20 a 50 mil"
2906873;"BA";"Capim Grosso";45,91;25,53;16,53;6,96;13,23;3,28;"De 20 a 50 mil"
4203907;"SC";"Capinzal";8,36;4,44;2,86;1,93;0,49;0,29;"De 20 a 50 mil"
3510401;"SP";"Capivari";12,17;7,56;3,71;1,26;0,89;0,15;"De 20 a 50 mil"
4203956;"SC";"Capivari de Baixo";5,9;4,24;0,05;0,06;0,05;0;"De 20 a 50 mil"
3113008;"MG";"Caraí";51,97;35,17;60,17;53,7;34,91;23,25;"De 20 a 50 mil"
3113206;"MG";"Carandaí";12,43;7,52;14,48;7,64;2,36;1,25;"De 20 a 50 mil"
3113305;"MG";"Carangola";19,33;11,26;20,67;14,94;6,89;2,7;"De 20 a 50 mil"
1301001;"AM";"Carauari";70,79;51,1;44,4;29,01;37,17;19,29;"De 20 a 50 mil"
2906907;"BA";"Caravelas";50,65;34,37;42,51;18,46;28,61;9,94;"De 20 a 50 mil"
1301100;"AM";"Careiro";37,44;16,44;74,17;56,33;29,78;10,4;"De 20 a 50 mil"
1301159;"AM";"Careiro da Várzea";38,99;24,32;88,57;82,24;35,55;21,21;"De 20 a 50 mil"
2303006;"CE";"Caridade";61,35;40,2;61,77;22,82;42,22;10,63;"De 20 a 50 mil"
2907103;"BA";"Carinhanha";58,55;35,85;44,15;30,85;31,34;13,91;"De 20 a 50 mil"
2801405;"SE";"Carira";62,99;47,12;38,22;23,07;29,45;14,17;"De 20 a 50 mil"
2303204;"CE";"Caririaçu";66,4;44,04;57,3;25,87;42,57;13,84;"De 20 a 50 mil"
4304804;"RS";"Carlos Barbosa";3,38;1,45;11,47;1,39;0,87;0,13;"De 20 a 50 mil"
3113701;"MG";"Carlos Chagas";42,68;24,86;35,63;27,66;18,11;8,16;"De 20 a 50 mil"
3114204;"MG";"Carmo do Cajuru";9,23;5,66;8,17;2,36;1,56;0,19;"De 20 a 50 mil"
3114303;"MG";"Carmo do Paranaíba";13,22;8,64;13,65;7,84;2,41;0,98;"De 20 a 50 mil"
3114402;"MG";"Carmo do Rio Claro";15,05;9,22;34,17;10,49;5,59;1,64;"De 20 a 50 mil"
2102804;"MA";"Carolina";41,73;22,67;48,2;31,2;26,46;11,22;"De 20 a 50 mil"
2102903;"MA";"Carutapera";48,11;32,47;70,78;31,85;37,88;12,09;"De 20 a 50 mil"
3510807;"SP";"Casa Branca";8,25;6,52;7,93;6,87;0,84;0,6;"De 20 a 50 mil"
3301306;"RJ";"Casimiro de Abreu";18,08;8,18;4,2;1,11;1,56;0,36;"De 20 a 50 mil"
5002902;"MS";"Cassilândia";15,81;7,93;12,53;10,34;2,53;0,7;"De 20 a 50 mil"
3201407;"ES";"Castelo";17,68;8,76;33,32;19,95;9,01;2,92;"De 20 a 50 mil"
2907301;"BA";"Castro Alves";52,24;34,28;40,25;28,55;26,61;13,22;"De 20 a 50 mil"
2604205;"PE";"Catende";57,88;41,82;30,72;19,76;24,58;11,03;"De 20 a 50 mil"
2504306;"PB";"Catolé do Rocha";46,35;30,57;31,28;19,67;21,13;9,78;"De 20 a 50 mil"
3115508;"MG";"Caxambu";11,44;7,2;2,57;0,45;0,43;0;"De 20 a 50 mil"
2303808;"CE";"Cedro";53,55;36,25;54,81;27,5;33,66;11,75;"De 20 a 50 mil"
5205406;"GO";"Ceres";12,48;5,46;14,08;3,67;2,35;0,29;"De 20 a 50 mil"
3511508;"SP";"Cerquilho";5,4;3,12;1,57;0,75;0,52;0,03;"De 20 a 50 mil"
2604502;"PE";"Chã Grande";62,73;40,02;46,14;31,67;31,51;15,23;"De 20 a 50 mil"
4305355;"RS";"Charqueadas";9,43;4,12;3,26;1,18;0,93;0,16;"De 20 a 50 mil"
1502509;"PA";"Chaves";58,63;46,44;94,33;86,7;56,55;42,44;"De 20 a 50 mil"
2907806;"BA";"Cícero Dantas";59,25;45,21;36,6;18,48;26,86;12,03;"De 20 a 50 mil"
3116605;"MG";"Cláudio";7,65;3,84;15,66;3,42;1,82;0,38;"De 20 a 50 mil"
2908002;"BA";"Coaraci";53,91;31,79;20,25;8,71;13,21;4,36;"De 20 a 50 mil"
2202703;"PI";"Cocal";70,97;55,15;67,04;58,25;54,14;35,49;"De 20 a 50 mil"
1301308;"AM";"Codajás";53;35,54;45,67;35,13;29,36;15,62;"De 20 a 50 mil"
2103406;"MA";"Coelho Neto";59,43;46,29;32,12;13,9;25,05;9,26;"De 20 a 50 mil"
5103205;"MT";"Colíder";15,27;7,35;30,14;16,36;6,55;1,81;"De 20 a 50 mil"
2103505;"MA";"Colinas";60,84;47,18;72,74;40,31;51,32;24,68;"De 20 a 50 mil"
1705508;"TO";"Colinas do Tocantins";27,16;16,29;7,24;2,8;3,12;0,84;"De 20 a 50 mil"
5103254;"MT";"Colniza";NA;11,51;NA;48,98;NA;6,8;"De 20 a 50 mil"
2702108;"AL";"Colônia Leopoldina";67,3;53;38,76;20,34;31,65;14,43;"De 20 a 50 mil"
4105904;"PR";"Colorado";12,11;6;6,44;3,24;0,77;0,27;"De 20 a 50 mil"
3201605;"ES";"Conceição da Barra";34,01;18,02;17,73;14,26;9,28;3,98;"De 20 a 50 mil"
2908200;"BA";"Conceição da Feira";33,95;23,62;19,25;10,49;9,74;3,11;"De 20 a 50 mil"
3117306;"MG";"Conceição das Alagoas";16,64;12,12;14,24;4,49;2,82;0,85;"De 20 a 50 mil"
3301405;"RJ";"Conceição de Macabu";19,41;11,03;7,64;3,81;2,94;1,14;"De 20 a 50 mil"
1502707;"PA";"Conceição do Araguaia";32,22;17,75;34,53;25,8;16,73;7,38;"De 20 a 50 mil"
2908507;"BA";"Conceição do Jacuípe";32,75;17,61;26,55;10,13;11,72;3,17;"De 20 a 50 mil"
3512209;"SP";"Conchal";22,9;15,89;7,21;0;1,41;0;"De 20 a 50 mil"
1502756;"PA";"Concórdia do Pará";50,38;32,06;82,25;45,29;45,04;17,34;"De 20 a 50 mil"
2604601;"PE";"Condado";52,76;36,8;33,67;5,65;22,34;2,72;"De 20 a 50 mil"
2504603;"PB";"Conde";59,62;34,12;52,44;23,31;36,55;9,08;"De 20 a 50 mil"
2908606;"BA";"Conde";60,49;42,02;56,93;28,2;40,74;16,54;"De 20 a 50 mil"
5103353;"MT";"Confresa";27,57;11,94;77,59;33,1;23,35;4,54;"De 20 a 50 mil"
3118007;"MG";"Congonhas";9,33;4,96;3,61;0,94;0,6;0,08;"De 20 a 50 mil"
3118403;"MG";"Conselheiro Pena";26,89;15,71;23,45;15,5;8,33;3,94;"De 20 a 50 mil"
3118809;"MG";"Coração de Jesus";34,17;20,31;32,13;41,88;13,32;10,11;"De 20 a 50 mil"
2908903;"BA";"Coração de Maria";52,73;32,43;72,03;54,51;43,52;23,15;"De 20 a 50 mil"
3301504;"RJ";"Cordeiro";15,08;6,06;5,47;1,75;2,6;0,34;"De 20 a 50 mil"
3512407;"SP";"Cordeirópolis";8,11;7,2;2,58;0,71;0,11;0;"De 20 a 50 mil"
2304004;"CE";"Coreaú";72,54;53,31;60,73;37,19;49,75;26,31;"De 20 a 50 mil"
3119104;"MG";"Corinto";21,77;14,52;15,68;4,64;5,91;0,82;"De 20 a 50 mil"
4106407;"PR";"Cornélio Procópio";13,43;6,12;9,19;3,61;2,56;0,55;"De 20 a 50 mil"
3119302;"MG";"Coromandel";12,59;5,74;21,07;19,88;3,18;0,85;"De 20 a 50 mil"
4106506;"PR";"Coronel Vivida";16,64;8,03;34,19;14,47;7,05;1,77;"De 20 a 50 mil"
2202901;"PI";"Corrente";41,93;32,31;53,54;39,34;28,74;19,91;"De 20 a 50 mil"
2909307;"BA";"Correntina";57,11;28,72;59,51;39,57;40,16;17,77;"De 20 a 50 mil"
5003306;"MS";"Coxim";20,6;9,78;14,05;7,64;4;0,94;"De 20 a 50 mil"
2702355;"AL";"Craíbas";74,12;56,8;37,9;33,28;31,41;21,62;"De 20 a 50 mil"
3513108;"SP";"Cravinhos";14,3;7,68;3,37;1,7;1,31;0,48;"De 20 a 50 mil"
2909604;"BA";"Crisópolis";66,51;43,81;54,68;23,13;40,66;13,26;"De 20 a 50 mil"
5206206;"GO";"Cristalina";22,79;12,29;26,26;12,69;7,69;2,06;"De 20 a 50 mil"
2304251;"CE";"Cruz";62,99;37,81;68,67;31,77;49,3;15,97;"De 20 a 50 mil"
4106605;"PR";"Cruzeiro do Oeste";17,64;9,73;18,71;9,27;2,4;0,93;"De 20 a 50 mil"
3513603;"SP";"Cunha";15,57;9,19;41,85;32,78;8,93;3,66;"De 20 a 50 mil"
2605004;"PE";"Cupira";57,61;38,67;17,9;7,93;14,77;4,74;"De 20 a 50 mil"
2909901;"BA";"Curaçá";52,05;33,89;46,17;31,12;30,24;15,1;"De 20 a 50 mil"
4204806;"SC";"Curitibanos";16,89;10,62;10,72;5,23;2,36;1,12;"De 20 a 50 mil"
2403103;"RN";"Currais Novos";39,62;23,26;13,65;10,31;9,52;5,56;"De 20 a 50 mil"
1502806;"PA";"Curralinho";54,3;38,89;76,33;74,75;45,13;33,07;"De 20 a 50 mil"
1502905;"PA";"Curuçá";22,79;18,48;41,37;10,65;11,28;2,79;"De 20 a 50 mil"
2103703;"MA";"Cururupu";35,55;27,36;69,76;38,89;27,45;13,25;"De 20 a 50 mil"
2605103;"PE";"Custódia";53,63;34,21;45,37;33,91;31,32;17,25;"De 20 a 50 mil"
2702405;"AL";"Delmiro Gouveia";48,87;35,58;13,4;4,99;9,59;3,43;"De 20 a 50 mil"
3513702;"SP";"Descalvado";12,69;6,67;13,98;5,06;2,39;0,9;"De 20 a 50 mil"
3121605;"MG";"Diamantina";24,48;14,36;18,01;9,27;9,36;3,58;"De 20 a 50 mil"
5103502;"MT";"Diamantino";15,76;7,83;25,97;16,36;5,6;1,44;"De 20 a 50 mil"
3514106;"SP";"Dois Córregos";16,29;14,68;3,44;2,2;0,85;0,18;"De 20 a 50 mil"
4306403;"RS";"Dois Irmãos";3,71;1,75;0;0;0;0;"De 20 a 50 mil"
4107207;"PR";"Dois Vizinhos";12,13;5,89;24,68;14,07;4,64;1,18;"De 20 a 50 mil"
4306601;"RS";"Dom Pedrito";12,52;6,98;8,8;3,8;1,66;0,52;"De 20 a 50 mil"
2103802;"MA";"Dom Pedro";47,22;31,54;42,9;8,58;25,81;4,78;"De 20 a 50 mil"
3201902;"ES";"Domingos Martins";19,27;9,88;51,18;24,75;12,58;3,61;"De 20 a 50 mil"
3514403;"SP";"Dracena";7,02;3,12;6,56;2,74;0,68;0,34;"De 20 a 50 mil"
3202108;"ES";"Ecoporanga";33,49;15,3;35,84;28,6;14,3;5,4;"De 20 a 50 mil"
1301407;"AM";"Eirunepé";70,03;59,22;80,95;51,18;62,64;37,24;"De 20 a 50 mil"
4306767;"RS";"Eldorado do Sul";9,95;4,26;3,86;1,16;0,87;0,26;"De 20 a 50 mil"
1502954;"PA";"Eldorado dos Carajás";43,56;30,2;85,71;54,52;40,15;19,07;"De 20 a 50 mil"
3123601;"MG";"Elói Mendes";19,87;10,31;22,97;10,41;7,81;1,77;"De 20 a 50 mil"
4306809;"RS";"Encantado";6,97;1,99;4,69;0,46;0,7;0;"De 20 a 50 mil"
2910404;"BA";"Encruzilhada";64,61;43,86;55,03;34,97;38,08;18,33;"De 20 a 50 mil"
4306908;"RS";"Encruzilhada do Sul";19,28;11,29;29,6;21,33;7,1;3,94;"De 20 a 50 mil"
2910503;"BA";"Entre Rios";48,94;27,62;37,92;19,56;25,06;9,93;"De 20 a 50 mil"
3124203;"MG";"Espera Feliz";26,29;17,42;46,55;24,46;13,56;5,93;"De 20 a 50 mil"
2506004;"PB";"Esperança";48,49;33,9;34,92;26,03;23,41;14,32;"De 20 a 50 mil"
2203701;"PI";"Esperantina";57,76;45,1;46,99;31,01;34,46;17,7;"De 20 a 50 mil"
1100098;"RO";"Espigão D'Oeste";18,9;12,1;50,82;28,25;11,32;4,99;"De 20 a 50 mil"
3124302;"MG";"Espinosa";46,6;29,82;29,39;20,36;18,23;9,09;"De 20 a 50 mil"
3515186;"SP";"Espírito Santo do Pinhal";13,39;6,98;10,22;4,36;2,5;1,03;"De 20 a 50 mil"
2910602;"BA";"Esplanada";52,1;36,13;39,97;15,93;26,18;8,64;"De 20 a 50 mil"
4307609;"RS";"Estância Velha";5,56;2,41;1,46;0,25;0,51;0,06;"De 20 a 50 mil"
2104057;"MA";"Estreito";36,76;22,37;29,76;17,17;15,3;5,83;"De 20 a 50 mil"
4307807;"RS";"Estrela";5,83;2,64;1,74;0,34;0,12;0,14;"De 20 a 50 mil"
2304285;"CE";"Eusébio";41,09;18,14;25,75;3,71;14,06;1,24;"De 20 a 50 mil"
3125101;"MG";"Extrema";12,33;4,73;11,05;0,71;2,15;0,18;"De 20 a 50 mil"
2403608;"RN";"Extremoz";38,72;27,74;11,91;7,23;6,74;3,19;"De 20 a 50 mil"
2605301;"PE";"Exu";61,19;37,18;66,65;50,2;47,11;23,39;"De 20 a 50 mil"
1200302;"AC";"Feijó";76,47;59,92;80,71;59,19;67,99;42,81;"De 20 a 50 mil"
2702603;"AL";"Feira Grande";71,66;53,68;74,09;56,31;57,34;33,96;"De 20 a 50 mil"
2605400;"PE";"Feira Nova";58,25;31,97;37,71;18,01;25,94;7,73;"De 20 a 50 mil"
2605608;"PE";"Flores";55,73;38,28;63,26;51,73;39,81;21,36;"De 20 a 50 mil"
4308201;"RS";"Flores da Cunha";5,04;3,5;13,47;3,21;0,48;0,17;"De 20 a 50 mil"
2605707;"PE";"Floresta";46,6;30,59;41,22;33,54;26,28;15,89;"De 20 a 50 mil"
1301605;"AM";"Fonte Boa";65,6;46,92;72,28;43,52;53,63;27,48;"De 20 a 50 mil"
2911105;"BA";"Formosa do Rio Preto";58,25;34,26;44,22;39,88;33,03;20,64;"De 20 a 50 mil"
2304350;"CE";"Forquilha";57,97;35,77;33,9;7,11;24,67;4,22;"De 20 a 50 mil"
4205456;"SC";"Forquilhinha";7,96;3,69;7,41;1,26;0,87;0;"De 20 a 50 mil"
4205506;"SC";"Fraiburgo";12,95;8,61;10,45;7,32;2,78;1,32;"De 20 a 50 mil"
3126703;"MG";"Francisco Sá";44,71;27,14;43,51;31,15;23,76;11,95;"De 20 a 50 mil"
4308508;"RS";"Frederico Westphalen";11,81;5,21;19,69;4,77;2,87;0,43;"De 20 a 50 mil"
2605905;"PE";"Gameleira";63,73;41,28;45,26;19,64;35,79;11,79;"De 20 a 50 mil"
2911204;"BA";"Gandu";49,8;33,7;36,78;18,71;25,41;9,78;"De 20 a 50 mil"
3516705;"SP";"Garça";12,28;6,97;9,21;4,02;2,52;0,22;"De 20 a 50 mil"
4308607;"RS";"Garibaldi";5,43;1,95;9,81;0,72;0,71;0,06;"De 20 a 50 mil"
1503077;"PA";"Garrafão do Norte";63,9;48,41;76,55;61,86;51,51;33,54;"De 20 a 50 mil"
2702900;"AL";"Girau do Ponciano";72,05;52,4;54,96;55,3;44,31;33,92;"De 20 a 50 mil"
2606101;"PE";"Glória do Goitá";59,87;39,36;49,58;36,09;35,85;18,8;"De 20 a 50 mil"
1503093;"PA";"Goianésia do Pará";46,1;34,09;80,68;32,99;41,23;14,37;"De 20 a 50 mil"
2404200;"RN";"Goianinha";58,97;36,24;25,74;2,49;19,72;1,62;"De 20 a 50 mil"
5208806;"GO";"Goianira";15,08;8,83;10,17;2,05;1,95;0,27;"De 20 a 50 mil"
5208905;"GO";"Goiás";16,97;13,83;29,62;19,07;6,49;3,84;"De 20 a 50 mil"
5209101;"GO";"Goiatuba";14,03;7,79;12,98;6,05;1,63;0,98;"De 20 a 50 mil"
4108601;"PR";"Goioerê";17,38;8,55;11,6;5,64;2,69;0,65;"De 20 a 50 mil"
2104677;"MA";"Governador Nunes Freire";58,38;41,74;83,6;23,32;50,48;12,9;"De 20 a 50 mil"
4309100;"RS";"Gramado";5,22;2,42;2,9;0,13;0,69;0;"De 20 a 50 mil"
3202306;"ES";"Guaçuí";28,84;17,9;24,93;16,72;9,73;5,12;"De 20 a 50 mil"
3517406;"SP";"Guaíra";10,95;5,86;4,01;0,76;0,64;0;"De 20 a 50 mil"
4108809;"PR";"Guaíra";17,31;12,07;12,08;4,06;2,78;0,61;"De 20 a 50 mil"
2304954;"CE";"Guaiúba";57,09;31,36;41,03;12,03;27,12;4,35;"De 20 a 50 mil"
1100106;"RO";"Guajará-Mirim";20,18;11,6;33,2;25,61;10,67;5,16;"De 20 a 50 mil"
3128006;"MG";"Guanhães";25,37;14,24;25,17;13;10,97;4,15;"De 20 a 50 mil"
4309407;"RS";"Guaporé";8,03;3,31;4,6;1,76;0,48;0;"De 20 a 50 mil"
2305001;"CE";"Guaraciaba do Norte";63,19;41,85;66,11;30,95;46,3;16,07;"De 20 a 50 mil"
1709302;"TO";"Guaraí";22,59;13,35;13,59;10,04;5,02;3,05;"De 20 a 50 mil"
4206504;"SC";"Guaramirim";6,18;2,33;3,09;0,69;0,91;0,09;"De 20 a 50 mil"
5104104;"MT";"Guarantã do Norte";16,3;9,46;32,94;24,66;6,73;3,78;"De 20 a 50 mil"
3518206;"SP";"Guararapes";8,21;5,78;6,4;4,54;0,59;0,32;"De 20 a 50 mil"
3518305;"SP";"Guararema";14,55;7,35;18,25;1,18;4,92;0,2;"De 20 a 50 mil"
2911808;"BA";"Guaratinga";58,84;42,4;50,77;32,68;35,17;15,66;"De 20 a 50 mil"
4109609;"PR";"Guaratuba";12,34;7,26;4,43;0,64;1,93;0,34;"De 20 a 50 mil"
3518602;"SP";"Guariba";21,04;11,95;0,89;0,19;0,39;0,03;"De 20 a 50 mil"
3128709;"MG";"Guaxupé";14,36;7,55;6,21;2,6;2,17;0,4;"De 20 a 50 mil"
1503101;"PA";"Gurupá";57,85;45,95;75,07;69,13;47,35;35,44;"De 20 a 50 mil"
4206702;"SC";"Herval d'Oeste";11,56;5,84;7,75;0,66;1,55;0;"De 20 a 50 mil"
1301704;"AM";"Humaitá";46,15;32,05;32,93;32,81;23,27;15,7;"De 20 a 50 mil"
2105005;"MA";"Humberto de Campos";50,18;40,52;86,9;54,64;45,76;26,53;"De 20 a 50 mil"
2911907;"BA";"Iaçu";51,25;33,96;26,64;19,98;18,33;9,06;"De 20 a 50 mil"
4109708;"PR";"Ibaiti";21,77;9,45;22,21;11,66;6,2;1,82;"De 20 a 50 mil"
3519303;"SP";"Ibaté";12,66;10,8;1,21;0,32;0,32;0,04;"De 20 a 50 mil"
3202454;"ES";"Ibatiba";29,25;18,26;41,08;29,42;14,43;6,41;"De 20 a 50 mil"
3129509;"MG";"Ibiá";13,8;6,75;14,34;12,63;3,29;0,75;"De 20 a 50 mil"
2305308;"CE";"Ibiapina";53,95;36,41;67,14;31,25;40,96;14,36;"De 20 a 50 mil"
2912103;"BA";"Ibicaraí";45,81;29,26;19,18;5,48;12,85;2,72;"De 20 a 50 mil"
2606606;"PE";"Ibimirim";64,9;47,75;44;28,45;34,65;17,54;"De 20 a 50 mil"
4109807;"PR";"Ibiporã";12,77;4,96;3,84;0,13;0,81;0;"De 20 a 50 mil"
2912707;"BA";"Ibirapitanga";67,88;45,46;45,84;33,57;35,65;18,54;"De 20 a 50 mil"
2913200;"BA";"Ibotirama";43,65;25,32;23,8;15,77;16,18;6,95;"De 20 a 50 mil"
2105104;"MA";"Icatu";51,03;37,74;92,44;58,13;48,62;23,45;"De 20 a 50 mil"
2703106;"AL";"Igaci";70,71;53,72;51,3;38,61;40,08;24,84;"De 20 a 50 mil"
3520004;"SP";"Igaraçu do Tietê";16,04;11,61;0,21;0,11;0,13;0;"De 20 a 50 mil"
3520103;"SP";"Igarapava";14,8;13,66;1,47;1,69;0,29;0,4;"De 20 a 50 mil"
3130101;"MG";"Igarapé";15,06;6,92;12,05;2,8;3,04;0,62;"De 20 a 50 mil"
1503200;"PA";"Igarapé-Açu";37,08;26,25;48,99;22,65;23,04;9,28;"De 20 a 50 mil"
2703205;"AL";"Igreja Nova";74,03;50,45;50,13;21,19;41,54;13,58;"De 20 a 50 mil"
4310108;"RS";"Igrejinha";6,67;3,22;0,53;0,12;0;0;"De 20 a 50 mil"
3301876;"RJ";"Iguaba Grande";14,29;5,2;3,1;0,56;1,52;0,19;"De 20 a 50 mil"
2913507;"BA";"Iguaí";58,46;39,29;45,19;27,69;30,01;15,17;"De 20 a 50 mil"
3520301;"SP";"Iguape";13,26;9,55;20,55;13,41;5,4;2,51;"De 20 a 50 mil"
2607604;"PE";"Ilha de Itamaracá";27,73;17,74;30,57;14,71;13,64;5,62;"De 20 a 50 mil"
3520442;"SP";"Ilha Solteira";7,08;4,11;1,25;2,48;0,24;0,06;"De 20 a 50 mil"
3520400;"SP";"Ilhabela";16,46;7,51;3,63;0,35;1,63;0,04;"De 20 a 50 mil"
4207304;"SC";"Imbituba";10,15;5,44;0,8;0,21;0,11;0,03;"De 20 a 50 mil"
4110102;"PR";"Imbituva";10,72;5,88;21,92;8,63;2,84;0,42;"De 20 a 50 mil"
2305605;"CE";"Independência";59,93;39,92;65,49;45;44,38;21,82;"De 20 a 50 mil"
2913705;"BA";"Inhambupe";59,32;37,54;37,83;20,75;28,15;10,3;"De 20 a 50 mil"
3130903;"MG";"Inhapim";25,57;12,84;52,63;31,45;16,32;5,1;"De 20 a 50 mil"
5210000;"GO";"Inhumas";16,49;9,83;7,96;4,93;2,22;0,86;"De 20 a 50 mil"
5210109;"GO";"Ipameri";10,96;9,53;18,67;11,62;1,65;1,31;"De 20 a 50 mil"
3521002;"SP";"Iperó";9,61;6,7;12,31;1,61;1,91;0,2;"De 20 a 50 mil"
2913903;"BA";"Ipiaú";44;27,66;18,29;6,44;12,12;3,06;"De 20 a 50 mil"
1301803;"AM";"Ipixuna";76,26;58,29;88,42;67,52;71,42;46,9;"De 20 a 50 mil"
5210208;"GO";"Iporá";12,22;6,73;10,17;6,82;1,47;1,23;"De 20 a 50 mil"
2305803;"CE";"Ipu";59,41;41,42;56,75;25,24;39,8;12,96;"De 20 a 50 mil"
2607307;"PE";"Ipubi";65,82;45,73;61,47;38,21;45,28;22,38;"De 20 a 50 mil"
2305902;"CE";"Ipueiras";63,47;44,9;69,28;16,14;48,27;9,06;"De 20 a 50 mil"
3521408;"SP";"Iracemápolis";7,3;3,87;0,86;0,57;0,13;0,06;"De 20 a 50 mil"
1301852;"AM";"Iranduba";34,14;19,93;42,52;13,44;19,19;3,78;"De 20 a 50 mil"
2914406;"BA";"Iraquara";41,2;23,5;28,39;19,13;15,91;5,18;"De 20 a 50 mil"
2914505;"BA";"Irará";49,07;32,04;67,81;47,34;40;18,35;"De 20 a 50 mil"
2306108;"CE";"Irauçuba";63,9;41,71;51,35;24,16;37,94;13,34;"De 20 a 50 mil"
1503507;"PA";"Irituia";37,42;29,57;62,73;40,79;26,28;14,17;"De 20 a 50 mil"
2506905;"PB";"Itabaiana";53,57;37,15;24,87;18,74;18,63;10,19;"De 20 a 50 mil"
2803005;"SE";"Itabaianinha";61,98;47,28;55,55;32,56;40,91;20,18;"De 20 a 50 mil"
2914653;"BA";"Itabela";51,26;34,28;18,68;9,24;11,08;4,51;"De 20 a 50 mil"
5210406;"GO";"Itaberaí";21,39;8,9;20,8;10,47;4,78;1,23;"De 20 a 50 mil"
3131901;"MG";"Itabirito";9,94;4,84;4,68;1,18;1,73;0,19;"De 20 a 50 mil"
2914901;"BA";"Itacaré";57,36;36,61;60,6;38,3;42,82;21,03;"De 20 a 50 mil"
3521804;"SP";"Itaí";14,96;7,11;13,02;8,51;2,1;0,53;"De 20 a 50 mil"
2607505;"PE";"Itaíba";74,18;54,79;68,94;48,17;55,01;31,69;"De 20 a 50 mil"
4208104;"SC";"Itaiópolis";11,72;6,98;35,3;21,44;6,42;1,73;"De 20 a 50 mil"
2306256;"CE";"Itaitinga";42,2;23,25;7,35;2,65;4,63;1,46;"De 20 a 50 mil"
2915502;"BA";"Itajuípe";47,81;30,16;25,9;13,33;16,67;5,5;"De 20 a 50 mil"
3132503;"MG";"Itamarandiba";38,68;21,32;38,36;27,08;21,33;8,92;"De 20 a 50 mil"
3132701;"MG";"Itambacuri";44,46;26,29;40,37;28,54;24,94;11,01;"De 20 a 50 mil"
2607653;"PE";"Itambé";63,27;45;28,18;9,45;21,05;6,23;"De 20 a 50 mil"
2915809;"BA";"Itambé";56,29;37,71;30,21;11,73;17,83;4,82;"De 20 a 50 mil"
2916005;"BA";"Itanhém";46,03;31,51;27,44;23,32;14,45;7,65;"De 20 a 50 mil"
3133303;"MG";"Itaobim";42,09;22,91;17,68;15,05;10,98;6,34;"De 20 a 50 mil"
3302106;"RJ";"Itaocara";16,31;8,4;20,48;13,4;5,3;2,07;"De 20 a 50 mil"
2306306;"CE";"Itapagé";53,12;34,5;37,22;19,95;26,33;10,37;"De 20 a 50 mil"
2916104;"BA";"Itaparica";26,82;11,25;11,04;5,55;4,95;0,81;"De 20 a 50 mil"
3133501;"MG";"Itapecerica";15,82;10,96;16,91;13,02;4,29;2,85;"De 20 a 50 mil"
4208302;"SC";"Itapema";8,16;4,31;0,9;0,19;0,1;0,11;"De 20 a 50 mil"
3202801;"ES";"Itapemirim";21,72;11,52;19,82;6,31;6,28;1,47;"De 20 a 50 mil"
4111258;"PR";"Itaperuçu";18,27;11,06;11,82;12,31;4,61;2,8;"De 20 a 50 mil"
2916500;"BA";"Itapicuru";70,35;54,76;65,43;29,3;50,04;20,12;"De 20 a 50 mil"
2607752;"PE";"Itapissuma";41,46;25,69;2,04;5,19;1,35;2,08;"De 20 a 50 mil"
3522703;"SP";"Itápolis";10,89;7,46;13,79;5,66;1,48;0,41;"De 20 a 50 mil"
5004502;"MS";"Itaporã";26,93;19,25;31,55;10,22;14,45;1,84;"De 20 a 50 mil"
2507002;"PB";"Itaporanga";51,34;32,64;36,21;18,41;26,28;9,03;"De 20 a 50 mil"
2803203;"SE";"Itaporanga d'Ajuda";55,85;34;53,05;22,31;35,64;9,98;"De 20 a 50 mil"
5211206;"GO";"Itapuranga";17,74;8,87;23,99;8,34;4,59;0,64;"De 20 a 50 mil"
4310603;"RS";"Itaqui";15,14;8,87;12,56;6,91;2,38;0,83;"De 20 a 50 mil"
3523206;"SP";"Itararé";11,9;5,64;5,72;3,61;0,89;0,22;"De 20 a 50 mil"
2306553;"CE";"Itarema";67,56;43,23;75,66;46,48;54,23;23,71;"De 20 a 50 mil"
3302254;"RJ";"Itatiaia";14,69;7,4;0,74;0,38;0,39;0,04;"De 20 a 50 mil"
2105427;"MA";"Itinga do Maranhão";44,38;34,07;16,6;12,35;9,85;5,61;"De 20 a 50 mil"
2917003;"BA";"Itiúba";53,37;39,67;70,45;50,33;41,25;24,21;"De 20 a 50 mil"
2917300;"BA";"Ituberá";58,41;33,46;51,68;25,77;39,08;13,75;"De 20 a 50 mil"
3524006;"SP";"Itupeva";12,37;4,8;9,26;0,49;3,14;0,12;"De 20 a 50 mil"
4208500;"SC";"Ituporanga";9,02;5,54;24,61;11,36;2,21;0,89;"De 20 a 50 mil"
3134400;"MG";"Iturama";14,04;9,97;9,08;3,71;2,14;0,67;"De 20 a 50 mil"
3524105;"SP";"Ituverava";12,28;7,86;1,89;1,85;0,44;0,11;"De 20 a 50 mil"
