"Codigo";"UF";"Municipio";"Total";"Ate70R$";"Ate1/4";"Ate1/2";"Ate60%";"Classe"
5214705;"GO";"Nova América";484;2,48;14,88;44,01;31,2;"Até 5 mil"
4116604;"PR";"Nova América da Colina";450;NA;14,44;52,89;40;"Até 5 mil"
4312807;"RS";"Nova Araçá";71;NA;NA;NA;0;"Até 5 mil"
5214804;"GO";"Nova Aurora";85;NA;5,88;5,88;5,88;"Até 5 mil"
3144672;"MG";"Nova Belém";1677;15,56;41,03;74,66;65,89;"Até 5 mil"
4312955;"RS";"Nova Boa Vista";40;NA;2,5;17,5;17,5;"Até 5 mil"
5106208;"MT";"Nova Brasilândia";934;11,46;28,16;62,53;52,14;"Até 5 mil"
4313003;"RS";"Nova Bréscia";161;1,86;8,07;31,68;22,36;"Até 5 mil"
3532843;"SP";"Nova Canaã Paulista";696;2,01;8,05;29,02;22,13;"Até 5 mil"
4313011;"RS";"Nova Candelária";5;NA;NA;NA;0;"Até 5 mil"
3532868;"SP";"Nova Castilho";283;NA;6,71;22,97;19,79;"Até 5 mil"
2107258;"MA";"Nova Colinas";2012;44,63;60,39;82,95;79,03;"Até 5 mil"
4211405;"SC";"Nova Erechim";86;NA;6,98;16,28;6,98;"Até 5 mil"
4313037;"RS";"Nova Esperança do Sul";217;4,61;10,14;29,95;20,28;"Até 5 mil"
5108808;"MT";"Nova Guarita";2237;8,4;25,44;47,38;40,9;"Até 5 mil"
3533106;"SP";"Nova Guataporanga";233;NA;5,15;18,88;9,87;"Até 5 mil"
5214879;"GO";"Nova Iguaçu de Goiás";773;1,03;14,88;45,28;34,28;"Até 5 mil"
3533205;"SP";"Nova Independência";418;1,67;8,37;33,73;26,56;"Até 5 mil"
2107308;"MA";"Nova Iorque";1531;43,31;58,65;78,12;74,07;"Até 5 mil"
4211454;"SC";"Nova Itaberaba";1739;3,57;14,78;36,11;28,41;"Até 5 mil"
3533304;"SP";"Nova Luzitânia";142;NA;7,04;17,61;13,38;"Até 5 mil"
5108857;"MT";"Nova Marilândia";1111;0,27;11,52;37,26;29,34;"Até 5 mil"
3144904;"MG";"Nova Módica";977;9,83;35,01;67,04;58,55;"Até 5 mil"
5106174;"MT";"Nova Nazaré";1613;30,38;55,86;72,91;69,25;"Até 5 mil"
4313086;"RS";"Nova Pádua";48;NA;NA;12,5;0;"Até 5 mil"
2510303;"PB";"Nova Palmeira";1646;19,68;45,57;71,81;67,01;"Até 5 mil"
4313334;"RS";"Nova Ramada";460;3,91;10,65;34,35;28,48;"Até 5 mil"
5214903;"GO";"Nova Roma";375;9,07;18,67;57,6;48,53;"Até 5 mil"
4313359;"RS";"Nova Roma do Sul";238;NA;NA;4,2;4,2;"Até 5 mil"
1715002;"TO";"Nova Rosalândia";725;29,38;51,72;79,45;69,79;"Até 5 mil"
4117214;"PR";"Nova Santa Bárbara";357;11,48;26,89;50,7;40,62;"Até 5 mil"
5106190;"MT";"Nova Santa Helena";1156;2,77;8,56;38,15;27,94;"Até 5 mil"
2207959;"PI";"Nova Santa Rita";1783;49,3;63,99;83,45;77,85;"Até 5 mil"
3533254;"SP";"Novais";159;NA;2,52;25,16;10,69;"Até 5 mil"
1715101;"TO";"Novo Acordo";569;26,19;45,87;74,69;68,37;"Até 5 mil"
1715150;"TO";"Novo Alegre";447;14,77;28,41;57,27;54,14;"Até 5 mil"
4313490;"RS";"Novo Barreiro";166;2,41;15,66;42,77;32,53;"Até 5 mil"
5215207;"GO";"Novo Brasil";797;0,38;8,91;34,76;26,1;"Até 5 mil"
4313391;"RS";"Novo Cabrais";170;2,35;17,65;36,47;34,12;"Até 5 mil"
4211652;"SC";"Novo Horizonte";1500;5,33;14,53;33,67;25,53;"Até 5 mil"
5106273;"MT";"Novo Horizonte do Norte";1649;6,85;17,53;43,24;34,81;"Até 5 mil"
5006259;"MS";"Novo Horizonte do Sul";2135;2,2;12,04;41,83;32,18;"Até 5 mil"
4117297;"PR";"Novo Itacolomi";1140;2,63;11,93;43,42;31,93;"Até 5 mil"
1715259;"TO";"Novo Jardim";379;21,64;38,79;74,93;64,91;"Até 5 mil"
4313425;"RS";"Novo Machado";274;13,14;22,26;39,78;32,85;"Até 5 mil"
5215256;"GO";"Novo Planalto";1133;14,47;30,8;62,93;51,63;"Até 5 mil"
2206951;"PI";"Novo Santo Antônio";1390;44,6;58,85;80,36;72,88;"Até 5 mil"
5106315;"MT";"Novo Santo Antônio";703;5,83;29,16;64,58;54,91;"Até 5 mil"
4313441;"RS";"Novo Tiradentes";62;12,9;32,26;48,39;45,16;"Até 5 mil"
4313466;"RS";"Novo Xingu";28;10,71;10,71;64,29;39,29;"Até 5 mil"
3145372;"MG";"Novorizonte";1153;17,87;31,14;59,67;47,88;"Até 5 mil"
3533700;"SP";"Ocauçu";260;1,92;13,85;52,31;39,62;"Até 5 mil"
3145406;"MG";"Olaria";241;2,9;11,62;52,28;43,98;"Até 5 mil"
3533809;"SP";"Óleo";335;NA;8,66;37,61;27,16;"Até 5 mil"
2207108;"PI";"Olho D'Água do Piauí";203;28,08;51,23;82,27;70,94;"Até 5 mil"
2705903;"AL";"Olho d'Água Grande";2538;48,78;67,22;87,31;82,39;"Até 5 mil"
2408409;"RN";"Olho-d'Água do Borges";944;28,92;49,15;73,62;69,07;"Até 5 mil"
3145505;"MG";"Olímpio Noronha";20;NA;NA;60;50;"Até 5 mil"
2510501;"PB";"Olivedos";1499;35,02;54,97;83,32;74,38;"Até 5 mil"
1715507;"TO";"Oliveira de Fátima";204;14,22;32,35;58,82;48,04;"Até 5 mil"
3145703;"MG";"Oliveira Fortes";695;7,77;23,74;54,39;48,49;"Até 5 mil"
3145802;"MG";"Onça de Pitangui";548;6,57;23,54;57,3;50,18;"Até 5 mil"
3534005;"SP";"Onda Verde";295;0,34;3,05;16,27;14,92;"Até 5 mil"
3145851;"MG";"Oratórios";1207;3,56;17,9;44,57;35,46;"Até 5 mil"
3534500;"SP";"Oscar Bressane";317;NA;3,47;29,97;21,45;"Até 5 mil"
4117404;"PR";"Ourizona";268;NA;1,87;23,88;16,42;"Até 5 mil"
2408508;"RN";"Ouro Branco";861;13,12;33,1;70,15;64;"Até 5 mil"
2510600;"PB";"Ouro Velho";833;21,13;43,22;70,23;62,06;"Até 5 mil"
4211850;"SC";"Ouro Verde";619;8,56;18,9;47,82;37,96;"Até 5 mil"
5215405;"GO";"Ouro Verde de Goiás";1135;2,38;10,84;35,07;26,7;"Até 5 mil"
2207306;"PI";"Paes Landim";1261;38,07;54,4;83,58;77,56;"Até 5 mil"
4211876;"SC";"Paial";393;2,8;11,2;37,91;29,01;"Até 5 mil"
4313607;"RS";"Paim Filho";284;3,17;12,68;40,14;31,69;"Até 5 mil"
3146404;"MG";"Paineiras";878;0,91;7,29;31,09;20,84;"Até 5 mil"
4211892;"SC";"Painel";628;4,14;14,17;54,62;43,63;"Até 5 mil"
3146602;"MG";"Paiva";315;0,95;18,73;54,6;46,03;"Até 5 mil"
2207355;"PI";"Pajeú do Piauí";1163;41,79;57,35;78,93;71,37;"Até 5 mil"
5215652;"GO";"Palestina de Goiás";960;NA;5,1;27,19;14,48;"Até 5 mil"
4212056;"SC";"Palmeira";653;3,06;18,68;47,63;37,06;"Até 5 mil"
2207405;"PI";"Palmeira do Piauí";1511;43,02;57,84;83,98;79,62;"Até 5 mil"
1715705;"TO";"Palmeirante";2606;25,75;46,16;75,59;69,99;"Até 5 mil"
5215801;"GO";"Palmelo";3;NA;NA;100;100;"Até 5 mil"
5215900;"GO";"Palminópolis";197;NA;4,06;19,29;15,23;"Até 5 mil"
5216007;"GO";"Panamá";585;NA;6,32;32,48;22,39;"Até 5 mil"
2207553;"PI";"Paquetá";992;35,99;58,77;83,47;77,52;"Até 5 mil"
4212239;"SC";"Paraíso";1774;4,34;12,18;33,99;27,11;"Até 5 mil"
2408607;"RN";"Paraná";341;48,09;59,82;82,11;79,18;"Até 5 mil"
4118303;"PR";"Paranapoema";117;8,55;13,68;46,15;40,17;"Até 5 mil"
3535903;"SP";"Paranapuã";365;NA;6,58;30,68;19,18;"Até 5 mil"
2510659;"PB";"Parari";476;25,84;42,44;66,18;61,55;"Até 5 mil"
2408706;"RN";"Paraú";509;14,15;30,26;65,62;58,74;"Até 5 mil"
2408805;"RN";"Parazinho";613;31,32;56,44;85,97;79,77;"Até 5 mil"
4314035;"RS";"Pareci Novo";15;NA;NA;NA;0;"Até 5 mil"
1101450;"RO";"Parecis";2680;12,01;29,07;60,11;52,2;"Até 5 mil"
3536257;"SP";"Parisi";295;NA;3,73;15,59;11,53;"Até 5 mil"
3147501;"MG";"Passabém";695;9,5;21,01;54,68;46,62;"Até 5 mil"
2409209;"RN";"Passagem";508;17,52;38,58;81,89;68,5;"Até 5 mil"
2510709;"PB";"Passagem";385;26,75;45,19;65,45;64,94;"Até 5 mil"
2207751;"PI";"Passagem Franca do Piauí";1803;33,11;47,86;71,44;65,83;"Até 5 mil"
3147808;"MG";"Passa-Vinte";511;6,46;16,63;51,27;42,07;"Até 5 mil"
4212270;"SC";"Passos Maia";1170;13,5;33,85;63,5;56,32;"Até 5 mil"
4118451;"PR";"Pato Bragado";38;NA;15,79;28,95;28,95;"Até 5 mil"
1716307;"TO";"Pau D'Arco";1446;10,17;25,73;57,33;51,73;"Até 5 mil"
2207793;"PI";"Pau D'Arco do Piauí";2256;48,8;62,81;82,4;78,86;"Até 5 mil"
3536570;"SP";"Paulistânia";340;NA;2,35;40;24,71;"Até 5 mil"
3148400;"MG";"Paulistas";1607;25,76;44,74;69,88;61,85;"Até 5 mil"
4314134;"RS";"Paulo Bento";530;3,4;7,17;15,28;12,26;"Até 5 mil"
2207850;"PI";"Pavussu";1642;49,39;65,77;84,53;78,99;"Até 5 mil"
2511004;"PB";"Pedra Branca";760;42,11;63,42;89,08;80;"Até 5 mil"
3148806;"MG";"Pedra do Anta";990;21,01;35,86;62,32;56,77;"Até 5 mil"
3148905;"MG";"Pedra do Indaiá";1131;0,71;7,96;34,92;23,96;"Até 5 mil"
3149002;"MG";"Pedra Dourada";466;33,05;54,51;78,54;71,24;"Até 5 mil"
2409506;"RN";"Pedra Grande";456;43,64;63,38;86,84;78,95;"Até 5 mil"
2805000;"SE";"Pedra Mole";383;29,77;45,95;80,94;69,97;"Até 5 mil"
2409605;"RN";"Pedra Preta";1415;42,47;63,18;87;80,64;"Até 5 mil"
3536901;"SP";"Pedranópolis";612;1,63;6,21;24,18;17,65;"Até 5 mil"
4314175;"RS";"Pedras Altas";480;16,88;37,5;60,63;53,13;"Até 5 mil"
4212403;"SC";"Pedras Grandes";470;NA;5,53;21,49;14,89;"Até 5 mil"
3537156;"SP";"Pedrinhas Paulista";345;2,9;7,83;43,48;35,36;"Até 5 mil"
3149200;"MG";"Pedrinópolis";347;1,15;9,51;39,19;28,82;"Até 5 mil"
2207934;"PI";"Pedro Laurentino";334;52,1;69,16;89,22;84,73;"Até 5 mil"
3149408;"MG";"Pedro Teixeira";478;7,95;37,66;62,13;56,07;"Até 5 mil"
4314308;"RS";"Pejuçara";742;0,94;6,47;25,47;18,73;"Até 5 mil"
3149507;"MG";"Pequeri";130;NA;26,92;49,23;39,23;"Até 5 mil"
3149606;"MG";"Pequi";781;2,3;16,13;54,16;41,23;"Até 5 mil"
4212601;"SC";"Peritiba";230;3,48;17,39;42,61;34,35;"Até 5 mil"
5216452;"GO";"Perolândia";466;2,79;10,52;36,48;31,76;"Até 5 mil"
3150000;"MG";"Pescador";799;8,89;41,55;73,22;66,08;"Até 5 mil"
3150109;"MG";"Piau";422;0,71;11,61;49,05;40,28;"Até 5 mil"
3150208;"MG";"Piedade de Ponte Nova";323;4,95;21,36;58,82;46,44;"Até 5 mil"
3150307;"MG";"Piedade do Rio Grande";922;9,87;30,8;55,53;44,14;"Até 5 mil"
3150406;"MG";"Piedade dos Gerais";1974;9,02;27,56;56,13;49,85;"Até 5 mil"
5216908;"GO";"Pilar de Goiás";1255;4,86;13,15;47,57;35,62;"Até 5 mil"
2410009;"RN";"Pilões";496;27,22;47,18;75,81;67,74;"Até 5 mil"
1101468;"RO";"Pimenteiras do Oeste";606;5,45;14,85;46,53;40,43;"Até 5 mil"
2707008;"AL";"Pindoba";1087;25,76;49,68;73,78;68,91;"Até 5 mil"
1717008;"TO";"Pindorama do Tocantins";1320;31,67;53,48;84,39;77,42;"Até 5 mil"
3150539;"MG";"Pingo-d'Água";305;6,89;29,18;76,39;65,9;"Até 5 mil"
4314456;"RS";"Pinhal";13;NA;38,46;84,62;84,62;"Até 5 mil"
4314464;"RS";"Pinhal da Serra";319;16,93;40,75;73,98;62,7;"Até 5 mil"
4119251;"PR";"Pinhal de São Bento";332;10,54;28,01;51,2;43,98;"Até 5 mil"
4314472;"RS";"Pinhal Grande";616;34,74;45,78;63,15;57,31;"Até 5 mil"
4314498;"RS";"Pinheirinho do Vale";1477;10,7;24,1;45,9;42,04;"Até 5 mil"
4213005;"SC";"Pinheiro Preto";136;NA;2,94;33,82;23,53;"Até 5 mil"
3538303;"SP";"Piquerobi";734;4,77;14,85;49,59;39,24;"Até 5 mil"
3150703;"MG";"Pirajuba";356;0,28;3,37;26,4;18,54;"Até 5 mil"
4314555;"RS";"Pirapó";58;6,9;13,79;25,86;25,86;"Até 5 mil"
1717206;"TO";"Piraquê";1547;10,8;27,6;67,74;57,72;"Até 5 mil"
4213104;"SC";"Piratuba";546;2,2;7,33;31,87;26,92;"Até 5 mil"
4119657;"PR";"Pitangueiras";380;2,37;6,58;36,58;21,84;"Até 5 mil"
4119707;"PR";"Planaltina do Paraná";949;11,8;23,18;42,68;36,14;"Até 5 mil"
3539608;"SP";"Planalto";15;NA;NA;20;20;"Até 5 mil"
4213153;"SC";"Planalto Alegre";783;4,6;13,28;34,1;29,25;"Até 5 mil"
5106455;"MT";"Planalto da Serra";539;3,9;19,48;50,46;45,08;"Até 5 mil"
3539707;"SP";"Platina";311;NA;4,5;40,84;32,15;"Até 5 mil"
2512036;"PB";"Poço Dantas";1120;39,46;58,84;81,52;74,64;"Até 5 mil"
4314753;"RS";"Poço das Antas";NA;NA;NA;NA;NA;"Até 5 mil"
2512077;"PB";"Poço de José de Moura";1875;19,73;35,41;66,99;58,45;"Até 5 mil"
3540101;"SP";"Pongaí";99;NA;NA;33,33;22,22;"Até 5 mil"
3540259;"SP";"Pontalinda";489;NA;3,68;29,86;17,59;"Até 5 mil"
4314779;"RS";"Pontão";752;1,06;7,45;31,25;22,87;"Até 5 mil"
4213302;"SC";"Ponte Alta";379;4,49;16,62;50,13;45,12;"Até 5 mil"
1717800;"TO";"Ponte Alta do Bom Jesus";1790;34,3;56,87;81,62;74,19;"Até 5 mil"
4213351;"SC";"Ponte Alta do Norte";37;24,32;24,32;51,35;35,14;"Até 5 mil"
5106703;"MT";"Ponte Branca";238;2,94;21,01;52,94;36,97;"Até 5 mil"
4314787;"RS";"Ponte Preta";157;1,91;4,46;8,92;7,64;"Até 5 mil"
3540309;"SP";"Pontes Gestal";3;NA;NA;NA;0;"Até 5 mil"
3152131;"MG";"Ponto Chique";1086;21,64;35,82;70,72;63,44;"Até 5 mil"
3540408;"SP";"Populina";358;NA;3,07;22,35;15,36;"Até 5 mil"
5218052;"GO";"Porteirão";415;0,24;1,2;20,96;12,53;"Até 5 mil"
5218102;"GO";"Portelândia";703;0,57;2,42;19,49;11,1;"Até 5 mil"
2208551;"PI";"Porto Alegre do Piauí";409;41,56;48,9;74,08;66,75;"Até 5 mil"
1718006;"TO";"Porto Alegre do Tocantins";852;20,31;41,43;75,47;68,78;"Até 5 mil"
4120101;"PR";"Porto Amazonas";99;4,04;9,09;34,34;29,29;"Até 5 mil"
4120150;"PR";"Porto Barreiro";2246;13,49;26,09;52,27;45,1;"Até 5 mil"
5106851;"MT";"Porto Estrela";769;17,82;37,19;68,92;61,12;"Até 5 mil"
4315057;"RS";"Porto Mauá";14;NA;28,57;28,57;28,57;"Até 5 mil"
4120200;"PR";"Porto Rico";364;NA;10,71;33,24;23,9;"Até 5 mil"
4315073;"RS";"Porto Vera Cruz";47;6,38;27,66;55,32;55,32;"Até 5 mil"
4120309;"PR";"Porto Vitória";1062;4,14;17,51;43,97;38,32;"Até 5 mil"
4315131;"RS";"Pouso Novo";647;10,51;18,24;37,71;27,98;"Até 5 mil"
3540853;"SP";"Pracinha";58;NA;NA;39,66;29,31;"Até 5 mil"
1600550;"AP";"Pracuúba";984;36,28;64,13;84,96;81,3;"Até 5 mil"
4120333;"PR";"Prado Ferreira";301;NA;6,64;41,53;32,89;"Até 5 mil"
2512200;"PB";"Prata";1218;21,35;45,48;71,84;66,34;"Até 5 mil"
2208601;"PI";"Prata do Piauí";460;41,96;62,61;82,39;75,43;"Até 5 mil"
3541059;"SP";"Pratânia";405;NA;1,23;25,93;23,21;"Até 5 mil"
3153004;"MG";"Pratinha";929;2,37;10,33;34,02;22,07;"Até 5 mil"
3541109;"SP";"Presidente Alves";337;1,48;7,42;37,09;30,86;"Até 5 mil"
4213906;"SC";"Presidente Castello Branco";19;NA;NA;5,26;5,26;"Até 5 mil"
4120408;"PR";"Presidente Castelo Branco";389;2,06;5,14;37,28;32,65;"Até 5 mil"
3153202;"MG";"Presidente Juscelino";1579;9,94;24,64;57,38;46,55;"Até 5 mil"
1718402;"TO";"Presidente Kennedy";478;7,95;30,13;69,67;59,41;"Até 5 mil"
3153301;"MG";"Presidente Kubitschek";372;12,37;59,14;85,75;79,84;"Até 5 mil"
4315149;"RS";"Presidente Lucena";6;NA;NA;NA;0;"Até 5 mil"
4214102;"SC";"Presidente Nereu";247;2,43;8,5;31,58;25,1;"Até 5 mil"
1101476;"RO";"Primavera de Rondônia";1558;11,36;23,23;50,58;43,77;"Até 5 mil"
4214151;"SC";"Princesa";450;10,22;17,78;36;30,89;"Até 5 mil"
5218391;"GO";"Professor Jamil";788;0,63;3,68;30,33;20,3;"Até 5 mil"
4315172;"RS";"Protásio Alves";44;NA;NA;38,64;38,64;"Até 5 mil"
1718451;"TO";"Pugmil";365;7,67;17,81;59,73;53,7;"Até 5 mil"
4315206;"RS";"Putinga";617;9,08;16,05;33,39;30,63;"Até 5 mil"
3541653;"SP";"Quadra";117;5,13;24,79;45,3;40,17;"Até 5 mil"
3153707;"MG";"Quartel Geral";364;NA;12,09;39,56;32,97;"Até 5 mil"
4120655;"PR";"Quarto Centenário";995;3,12;12,16;43,32;33,47;"Até 5 mil"
4315313;"RS";"Quatro Irmãos";295;3,39;8,81;32,88;23,39;"Até 5 mil"
4120853;"PR";"Quatro Pontes";336;NA;NA;13,1;9,23;"Até 5 mil"
3541802;"SP";"Queiroz";153;NA;16,99;47,06;41,18;"Até 5 mil"
3153806;"MG";"Queluzito";558;2,51;14,7;43,55;31,9;"Até 5 mil"
4315321;"RS";"Quevedos";1081;12,49;28,21;52,36;46,35;"Até 5 mil"
4315354;"RS";"Quinze de Novembro";35;NA;NA;45,71;37,14;"Até 5 mil"
2512606;"PB";"Quixabá";827;23,94;42,08;72,07;67,35;"Até 5 mil"
2410504;"RN";"Rafael Fernandes";1574;13,09;36,53;66,71;59,59;"Até 5 mil"
2410603;"RN";"Rafael Godeiro";958;24,63;35,91;63,36;55,32;"Até 5 mil"
4121257;"PR";"Ramilândia";1153;9,63;31,74;60,97;52,73;"Até 5 mil"
4121307;"PR";"Rancho Alegre";308;4,87;10,39;29,87;25,65;"Até 5 mil"
4121356;"PR";"Rancho Alegre D'Oeste";440;1,36;6,14;43,64;27,05;"Até 5 mil"
4214300;"SC";"Rancho Queimado";190;2,11;2,11;18,95;7,89;"Até 5 mil"
1718501;"TO";"Recursolândia";1351;50,7;71,28;90,38;86,6;"Até 5 mil"
3542305;"SP";"Redenção da Serra";698;2,58;21,06;57,31;46,13;"Até 5 mil"
4315453;"RS";"Relvado";419;1,91;4,06;16,95;10,5;"Até 5 mil"
5107156;"MT";"Reserva do Cabaçal";706;3,82;16,43;44,48;31,44;"Até 5 mil"
3154408;"MG";"Ressaquinha";1121;3,03;22,57;60,93;51,29;"Até 5 mil"
2512747;"PB";"Riachão";856;40,89;60,98;86,33;80,84;"Até 5 mil"
2512754;"PB";"Riachão do Bacamarte";1178;27,25;47,03;75,13;69,78;"Até 5 mil"
2512762;"PB";"Riachão do Poço";2054;27,22;47,42;77,56;70,16;"Até 5 mil"
1718550;"TO";"Riachinho";1389;38,16;57,09;85,39;76,89;"Até 5 mil"
2410702;"RN";"Riacho da Cruz";332;19,88;41,87;67,77;62,95;"Até 5 mil"
2410801;"RN";"Riacho de Santana";1246;34,03;51,28;77,69;70,63;"Até 5 mil"
2512788;"PB";"Riacho de Santo Antônio";522;22,8;42,72;72,61;63,98;"Até 5 mil"
2208858;"PI";"Riacho Frio";1546;51,75;68,95;88,29;83,12;"Até 5 mil"
5218706;"GO";"Rianápolis";507;1,18;16,57;58,78;47,53;"Até 5 mil"
3542800;"SP";"Ribeira";368;7,34;33,42;66,3;52,45;"Até 5 mil"
2208874;"PI";"Ribeira do Piauí";869;47,18;63,06;84,81;81,01;"Até 5 mil"
3543105;"SP";"Ribeirão Corrente";385;1,3;6,75;33,25;23,38;"Até 5 mil"
3543204;"SP";"Ribeirão do Sul";563;NA;9,95;36,41;29,31;"Até 5 mil"
3543238;"SP";"Ribeirão dos Índios";257;1,95;4,28;30,74;18,68;"Até 5 mil"
3154705;"MG";"Ribeirão Vermelho";94;2,13;6,38;38,3;34,04;"Até 5 mil"
5107198;"MT";"Ribeirãozinho";373;NA;11,26;48,53;28,15;"Até 5 mil"
3543600;"SP";"Rifaina";13;NA;53,85;53,85;53,85;"Até 5 mil"
4122107;"PR";"Rio Bom";792;0,76;12,25;43,43;33,96;"Até 5 mil"
4122172;"PR";"Rio Branco do Ivaí";1026;10,23;29,43;59,94;52,14;"Até 5 mil"
1100262;"RO";"Rio Crespo";1372;12,76;26,46;60,64;47,59;"Até 5 mil"
1718659;"TO";"Rio da Conceição";85;NA;25,88;62,35;52,94;"Até 5 mil"
3155009;"MG";"Rio Doce";152;NA;17,11;58,55;48,68;"Até 5 mil"
1718709;"TO";"Rio dos Bois";698;23,64;39,54;76,22;66,91;"Até 5 mil"
4315552;"RS";"Rio dos Índios";2009;12,2;26,68;53,26;45,64;"Até 5 mil"
4214904;"SC";"Rio Fortuna";678;NA;2,8;12,54;7,96;"Até 5 mil"
5218789;"GO";"Rio Quente";161;NA;13,04;46,58;40,37;"Até 5 mil"
4215059;"SC";"Rio Rufino";229;11,79;27,07;51,53;44,54;"Até 5 mil"
4315750;"RS";"Riozinho";163;14,72;19,63;46,63;44,17;"Até 5 mil"
4215075;"SC";"Riqueza";927;9,71;23,3;47,36;41,86;"Até 5 mil"
3156106;"MG";"Ritápolis";995;4,72;15,68;48,64;40,2;"Até 5 mil"
5007505;"MS";"Rochedo";1089;2,75;12,95;53,26;42,06;"Até 5 mil"
3156205;"MG";"Rochedo de Minas";110;NA;15,45;30,91;30,91;"Até 5 mil"
2411007;"RN";"Rodolfo Fernandes";326;28,22;50,92;80,98;73,62;"Até 5 mil"
4315958;"RS";"Rolador";105;3,81;20,95;50,48;42,86;"Até 5 mil"
3156403;"MG";"Romaria";589;NA;10,19;42,11;28,86;"Até 5 mil"
5107578;"MT";"Rondolândia";2555;13,97;32,6;66,69;59,92;"Até 5 mil"
3156452;"MG";"Rosário da Limeira";1550;9,94;27,16;62,26;54;"Até 5 mil"
3544400;"SP";"Rubiácea";137;NA;NA;22,63;14,6;"Até 5 mil"
3544509;"SP";"Rubinéia";236;1,27;1,27;21,61;14,83;"Até 5 mil"
2411106;"RN";"Ruy Barbosa";1376;30,74;50,8;78,78;73,26;"Até 5 mil"
4316428;"RS";"Sagrada Família";235;17,45;32,77;60,43;50,21;"Até 5 mil"
3544707;"SP";"Sagres";35;NA;NA;62,86;28,57;"Até 5 mil"
4316436;"RS";"Saldanha Marinho";180;NA;11,67;33,89;31,11;"Até 5 mil"
2513000;"PB";"Salgadinho";2153;26,52;45,7;77,01;69,76;"Até 5 mil"
4122800;"PR";"Salgado Filho";1048;12,88;26,34;51,43;43,99;"Até 5 mil"
3545100;"SP";"Salmourão";378;NA;3,44;27,25;18,25;"Até 5 mil"
4215356;"SC";"Saltinho";1729;14,98;31,52;58,18;53,27;"Até 5 mil"
5107750;"MT";"Salto do Céu";1528;3,73;14,14;48,89;39,66;"Até 5 mil"
4215406;"SC";"Salto Veloso";234;2,56;7,69;19,66;11,54;"Até 5 mil"
4316477;"RS";"Salvador das Missões";5;NA;NA;NA;0;"Até 5 mil"
1718808;"TO";"Sampaio";275;34,55;59,64;78,55;77,45;"Até 5 mil"
1718840;"TO";"Sandolândia";1164;7,56;25,26;63,06;54,04;"Até 5 mil"
3545506;"SP";"Sandovalina";1017;4,23;10,91;41,4;33,73;"Até 5 mil"
4123105;"PR";"Santa Amélia";636;4,09;21,54;51,42;40,09;"Até 5 mil"
3157278;"MG";"Santa Bárbara do Monte Verde";583;3,09;22,98;63,29;51,29;"Até 5 mil"
3157302;"MG";"Santa Bárbara do Tugúrio";1741;5,63;22;56,86;47,79;"Até 5 mil"
5107248;"MT";"Santa Carmem";587;NA;3,24;24,87;19,59;"Até 5 mil"
4123204;"PR";"Santa Cecília do Pavão";525;3,62;17,71;49,52;42,48;"Até 5 mil"
4316733;"RS";"Santa Cecília do Sul";153;NA;7,19;24,84;16,34;"Até 5 mil"
3546108;"SP";"Santa Clara d'Oeste";387;0,26;1,55;20,16;12,4;"Até 5 mil"
3546207;"SP";"Santa Cruz da Conceição";101;NA;12,87;39,6;33,66;"Até 5 mil"
3546256;"SP";"Santa Cruz da Esperança";235;3,83;11,49;48,51;40;"Até 5 mil"
5219209;"GO";"Santa Cruz de Goiás";1608;0,44;6,16;33,83;22,14;"Até 5 mil"
3157377;"MG";"Santa Cruz de Salinas";1921;31,49;48,26;74,18;68,35;"Até 5 mil"
3157401;"MG";"Santa Cruz do Escalvado";1196;8,11;27,51;57,27;47,66;"Até 5 mil"
5107743;"MT";"Santa Cruz do Xingu";567;6;16,75;40,39;29,98;"Até 5 mil"
2209153;"PI";"Santa Cruz dos Milagres";1073;37,37;58,15;83,88;74,65;"Até 5 mil"
3157500;"MG";"Santa Efigênia de Minas";1509;20,68;42,21;75,55;69,38;"Até 5 mil"
5219258;"GO";"Santa Fé de Goiás";942;1,8;5,84;36,94;26,54;"Até 5 mil"
3157609;"MG";"Santa Fé de Minas";1405;20,28;37,72;71,74;61,07;"Até 5 mil"
4215554;"SC";"Santa Helena";568;3,35;9,68;26,76;21,48;"Até 5 mil"
2513356;"PB";"Santa Inês";1917;46,17;62,7;86,59;80,65;"Até 5 mil"
4123600;"PR";"Santa Inês";196;NA;6,12;20,92;18,88;"Até 5 mil"
5219357;"GO";"Santa Isabel";1116;1,97;12,81;49,1;36,83;"Até 5 mil"
4123824;"PR";"Santa Lúcia";1131;1,86;12,91;38,73;32,27;"Até 5 mil"
4316972;"RS";"Santa Margarida do Sul";496;6,25;17,74;43,55;38,91;"Até 5 mil"
2409332;"RN";"Santa Maria";1117;23,72;53,09;83,17;78,6;"Até 5 mil"
1718881;"TO";"Santa Maria do Tocantins";990;26,16;49,49;78,69;68,69;"Até 5 mil"
3547106;"SP";"Santa Mercedes";263;NA;5,7;31,18;20,53;"Até 5 mil"
4123956;"PR";"Santa Mônica";507;1,58;8,28;37,48;27,81;"Até 5 mil"
3159407;"MG";"Santa Rita de Ibitipoca";1028;8,75;31,71;63,04;53,7;"Até 5 mil"
3159308;"MG";"Santa Rita de Jacutinga";740;4,19;19,86;49,59;42,03;"Até 5 mil"
5219456;"GO";"Santa Rita do Novo Destino";239;15,06;27,62;67,36;61,51;"Até 5 mil"
