"Codigo";"UF";"Municipio";"Total";"Adequado";"Semi-Adequado";"Inadequado";"Classe"
4200606;"SC";"Águas Mornas";1690;23,14;73,37;3,49;"De 5 a 10 mil"
4100301;"PR";"Agudos do Sul";2559;12,27;64,13;23,6;"De 5 a 10 mil"
3200136;"ES";"Águia Branca";2913;30,72;10,61;58,67;"De 5 a 10 mil"
2500205;"PB";"Aguiar";1659;18,2;37,19;44,61;"De 5 a 10 mil"
1700301;"TO";"Aguiarnópolis";1322;31,54;56,05;12,41;"De 5 a 10 mil"
3101201;"MG";"Aiuruoca";2037;33,14;43;23,86;"De 5 a 10 mil"
4300208;"RS";"Ajuricaba";2456;15,64;72,96;11,4;"De 5 a 10 mil"
2200251;"PI";"Alagoinha do Piauí";2277;6,72;44,75;48,53;"De 5 a 10 mil"
2500536;"PB";"Alcantil";1565;0,06;58,91;41,02;"De 5 a 10 mil"
4300307;"RS";"Alecrim";2471;10,64;87,94;1,42;"De 5 a 10 mil"
2200277;"PI";"Alegrete do Piauí";1488;1,75;88,31;9,95;"De 5 a 10 mil"
3101631;"MG";"Alfredo Vasconcelos";1781;58,17;27,12;14,71;"De 5 a 10 mil"
4200705;"SC";"Alfredo Wagner";2956;19,59;53,32;27,1;"De 5 a 10 mil"
1700350;"TO";"Aliança do Tocantins";1724;14,91;67,11;17,98;"De 5 a 10 mil"
2900900;"BA";"Almadina";1961;68,03;15,71;16,27;"De 5 a 10 mil"
1700400;"TO";"Almas";2079;19,48;58,06;22,46;"De 5 a 10 mil"
3101805;"MG";"Alpercata";2210;59,41;22,49;18,1;"De 5 a 10 mil"
4300505;"RS";"Alpestre";2687;13,14;33,94;52,92;"De 5 a 10 mil"
2300606;"CE";"Altaneira";2089;14,22;80,47;5,31;"De 5 a 10 mil"
5100359;"MT";"Alto Boa Vista";1467;16,43;52,9;30,67;"De 5 a 10 mil"
3102050;"MG";"Alto Caparaó";1721;60,89;30,27;8,83;"De 5 a 10 mil"
3153509;"MG";"Alto Jequitibá";2733;45,59;21,81;32,6;"De 5 a 10 mil"
5200605;"GO";"Alto Paraíso de Goiás";2110;43,93;40;16,07;"De 5 a 10 mil"
3200359;"ES";"Alto Rio Novo";2301;49,67;19,69;30,64;"De 5 a 10 mil"
5100607;"MT";"Alto Taquari";2393;1,84;89,26;8,9;"De 5 a 10 mil"
1700707;"TO";"Alvorada";2586;5,88;85,61;8,51;"De 5 a 10 mil"
2200459;"PI";"Alvorada do Gurguéia";1293;0,54;80,82;18,64;"De 5 a 10 mil"
5200803;"GO";"Alvorada do Norte";2410;14,81;77,26;7,93;"De 5 a 10 mil"
1400027;"RR";"Amajari";2108;5,36;35,77;58,87;"De 5 a 10 mil"
1600105;"AP";"Amapá";1783;4,71;80,37;14,92;"De 5 a 10 mil"
2100550;"MA";"Amapá do Maranhão";1503;8,18;60,68;31,14;"De 5 a 10 mil"
4100905;"PR";"Amaporã";1643;19,66;64,88;15,46;"De 5 a 10 mil"
4300638;"RS";"Amaral Ferrador";2094;15,71;52,34;31,95;"De 5 a 10 mil"
1300060;"AM";"Amaturá";1652;6,66;60,9;32,45;"De 5 a 10 mil"
5200852;"GO";"Americano do Brasil";1922;1,4;89,91;8,69;"De 5 a 10 mil"
3501806;"SP";"Américo de Campos";1976;85,32;3,34;11,34;"De 5 a 10 mil"
4300646;"RS";"Ametista do Sul";2391;15,73;64,45;19,82;"De 5 a 10 mil"
3102506;"MG";"Amparo do Serra";1466;42,84;16,03;41,13;"De 5 a 10 mil"
1701002;"TO";"Ananás";2640;24,73;65,11;10,15;"De 5 a 10 mil"
5000807;"MS";"Anaurilândia";2746;1,42;61,69;36,89;"De 5 a 10 mil"
4200804;"SC";"Anchieta";1977;10,82;55,13;34,04;"De 5 a 10 mil"
3102852;"MG";"Angelândia";2113;37,2;21,3;41,5;"De 5 a 10 mil"
5000856;"MS";"Angélica";2981;2,28;81,11;16,61;"De 5 a 10 mil"
4200903;"SC";"Angelina";1626;12,55;81,86;5,6;"De 5 a 10 mil"
2200608;"PI";"Angical do Piauí";2076;7,32;88,1;4,58;"De 5 a 10 mil"
3502309;"SP";"Anhembi";1772;74,21;23,19;2,6;"De 5 a 10 mil"
2200707;"PI";"Anísio de Abreu";2563;7,18;58,21;34,61;"De 5 a 10 mil"
4201000;"SC";"Anita Garibaldi";2709;44,96;40,53;14,51;"De 5 a 10 mil"
4300703;"RS";"Anta Gorda";1929;45,83;46,55;7,62;"De 5 a 10 mil"
2300804;"CE";"Antonina do Norte";2002;36,06;43,86;20,08;"De 5 a 10 mil"
4201208;"SC";"Antônio Carlos";2273;30,4;66,61;2,99;"De 5 a 10 mil"
3103009;"MG";"Antônio Dias";2874;39,04;21,75;39,21;"De 5 a 10 mil"
5000906;"MS";"Antônio João";2472;2,1;80,34;17,56;"De 5 a 10 mil"
2400901;"RN";"Antônio Martins";2087;22,76;60,28;16,96;"De 5 a 10 mil"
4101309;"PR";"Antônio Olinto";2423;6,15;43,95;49,9;"De 5 a 10 mil"
2500775;"PB";"Aparecida";2207;4,21;58,95;36,84;"De 5 a 10 mil"
3200508;"ES";"Apiacá";2457;65,2;13,23;21,57;"De 5 a 10 mil"
5100805;"MT";"Apiacás";2464;2,48;68,75;28,77;"De 5 a 10 mil"
4201257;"SC";"Apiúna";3023;52,5;44,53;2,98;"De 5 a 10 mil"
2901957;"BA";"Apuarema";2115;38,68;36,5;24,82;"De 5 a 10 mil"
5201801;"GO";"Aragoiânia";2693;1,08;87,37;11,55;"De 5 a 10 mil"
1701309;"TO";"Aragominas";1691;9,93;39,74;50,33;"De 5 a 10 mil"
1701903;"TO";"Araguacema";1828;20,02;41,9;38,07;"De 5 a 10 mil"
1702000;"TO";"Araguaçu";2928;1,47;69,88;28,65;"De 5 a 10 mil"
1702158;"TO";"Araguanã";1393;27,71;64,97;7,32;"De 5 a 10 mil"
5202155;"GO";"Araguapaz";2568;39,1;42,99;17,91;"De 5 a 10 mil"
3503000;"SP";"Aramina";1649;91,09;5,46;3,46;"De 5 a 10 mil"
3503109;"SP";"Arandu";1899;71,88;25,12;3;"De 5 a 10 mil"
1702307;"TO";"Arapoema";1957;11,19;70,57;18,24;"De 5 a 10 mil"
3103702;"MG";"Araponga";2371;29,02;22,4;48,59;"De 5 a 10 mil"
3103751;"MG";"Araporã";1795;94,09;2,34;3,57;"De 5 a 10 mil"
4300901;"RS";"Aratiba";2164;47,87;48,43;3,7;"De 5 a 10 mil"
2902302;"BA";"Aratuípe";2417;20,6;43,9;35,5;"De 5 a 10 mil"
3103900;"MG";"Araújos";2444;79,01;14,89;6,1;"De 5 a 10 mil"
3104106;"MG";"Arceburgo";2873;85,38;7,27;7,34;"De 5 a 10 mil"
3503406;"SP";"Arealva";2661;74,48;21,01;4,51;"De 5 a 10 mil"
2501203;"PB";"Areial";1951;47,98;29,68;22,35;"De 5 a 10 mil"
3503703;"SP";"Ariranha";2691;90,6;6,8;2,6;"De 5 a 10 mil"
4201505;"SC";"Armazém";2453;36,2;60,82;2,98;"De 5 a 10 mil"
2301505;"CE";"Arneiroz";2101;23,75;40,46;35,79;"De 5 a 10 mil"
2200905;"PI";"Aroazes";1610;0,56;62,8;36,65;"De 5 a 10 mil"
4301057;"RS";"Arroio do Sal";2756;25,83;73,84;0,33;"De 5 a 10 mil"
5202502;"GO";"Aruanã";2404;17,43;70,76;11,81;"De 5 a 10 mil"
4201703;"SC";"Ascurra";2359;74,9;24,76;0,34;"De 5 a 10 mil"
1200054;"AC";"Assis Brasil";1539;18,52;46,33;35,15;"De 5 a 10 mil"
2201051;"PI";"Assunção do Piauí";1888;5,67;70,92;23,41;"De 5 a 10 mil"
3200706;"ES";"Atilio Vivacqua";2970;65,12;26,2;8,69;"De 5 a 10 mil"
4301503;"RS";"Augusto Pestana";2534;17,28;78,61;4,1;"De 5 a 10 mil"
2401305;"RN";"Augusto Severo";2606;15,54;41,98;42,48;"De 5 a 10 mil"
4201901;"SC";"Aurora";1733;13,39;71,55;15,06;"De 5 a 10 mil"
1702901;"TO";"Axixá do Tocantins";2452;21,21;71,21;7,59;"De 5 a 10 mil"
2101350;"MA";"Bacurituba";1397;NA;55,98;44,02;"De 5 a 10 mil"
2501401;"PB";"Baía da Traição";2096;4,68;87,4;7,92;"De 5 a 10 mil"
2401404;"RN";"Baía Formosa";2171;9,58;84,71;5,71;"De 5 a 10 mil"
2301802;"CE";"Baixio";1712;1,34;65,36;33,29;"De 5 a 10 mil"
3105004;"MG";"Baldim";2539;51,44;32,1;16,46;"De 5 a 10 mil"
4201950;"SC";"Balneário Arroio do Silva";3320;88,25;11,72;0,03;"De 5 a 10 mil"
4202057;"SC";"Balneário Barra do Sul";2887;71,98;27,81;0,21;"De 5 a 10 mil"
4202073;"SC";"Balneário Gaivota";2890;37,61;62,21;0,17;"De 5 a 10 mil"
3504800;"SP";"Bálsamo";2753;90,66;2,76;6,57;"De 5 a 10 mil"
3105301;"MG";"Bandeira do Sul";1706;83,24;14,01;2,75;"De 5 a 10 mil"
5001508;"MS";"Bandeirantes";2341;3,5;64,76;31,74;"De 5 a 10 mil"
4301651;"RS";"Barão";1849;29,64;68,09;2,27;"De 5 a 10 mil"
4301701;"RS";"Barão de Cotegipe";2096;53,63;25,33;21,04;"De 5 a 10 mil"
5101605;"MT";"Barão de Melgaço";2222;17,82;33,48;48,69;"De 5 a 10 mil"
3105509;"MG";"Barão de Monte Alto";1770;72,26;14,69;13,05;"De 5 a 10 mil"
4301750;"RS";"Barão do Triunfo";2354;8,67;37,85;53,48;"De 5 a 10 mil"
3505104;"SP";"Barbosa";2051;86,01;6,24;7,75;"De 5 a 10 mil"
2501575;"PB";"Barra de Santana";2421;3,35;14,42;82,24;"De 5 a 10 mil"
2501708;"PB";"Barra de São Miguel";1633;7,04;67,18;25,78;"De 5 a 10 mil"
2700607;"AL";"Barra de São Miguel";1988;51,61;44,11;4,28;"De 5 a 10 mil"
3505351;"SP";"Barra do Chapéu";1571;23,49;55,63;20,88;"De 5 a 10 mil"
2903102;"BA";"Barra do Rocha";1798;45,94;23,53;30,53;"De 5 a 10 mil"
3505401;"SP";"Barra do Turvo";2404;34,78;49,58;15,64;"De 5 a 10 mil"
3105707;"MG";"Barra Longa";1941;38,49;35,45;26,07;"De 5 a 10 mil"
4102604;"PR";"Barracão";2920;41,13;46,23;12,64;"De 5 a 10 mil"
4301800;"RS";"Barracão";1814;32,64;52,59;14,77;"De 5 a 10 mil"
5203203;"GO";"Barro Alto";2514;6,17;77,45;16,39;"De 5 a 10 mil"
2201408;"PI";"Barro Duro";1841;47,09;42,8;10,1;"De 5 a 10 mil"
2903300;"BA";"Barro Preto";1953;68,25;12,95;18,79;"De 5 a 10 mil"
1703107;"TO";"Barrolândia";1572;22,39;62,28;15,33;"De 5 a 10 mil"
4202131;"SC";"Bela Vista do Toldo";1768;8,2;31,28;60,52;"De 5 a 10 mil"
2101731;"MA";"Belágua";1265;NA;40,79;59,21;"De 5 a 10 mil"
2502003;"PB";"Belém do Brejo do Cruz";1966;47,51;34,23;18,26;"De 5 a 10 mil"
2700904;"AL";"Belo Monte";1809;11,83;52,96;35,21;"De 5 a 10 mil"
3106408;"MG";"Belo Vale";2471;36,83;28,49;34,68;"De 5 a 10 mil"
2201606;"PI";"Beneditinos";2768;32,01;33,85;34,14;"De 5 a 10 mil"
2101806;"MA";"Benedito Leite";1419;12,9;62,16;24,95;"De 5 a 10 mil"
2401602;"RN";"Bento Fernandes";1299;4,93;81,83;13,24;"De 5 a 10 mil"
2101939;"MA";"Bernardo do Mearim";1496;17,85;48,66;33,49;"De 5 a 10 mil"
2201705;"PI";"Bertolínia";1458;0,48;72,63;26,89;"De 5 a 10 mil"
2201739;"PI";"Betânia do Piauí";1579;NA;27,99;72,01;"De 5 a 10 mil"
3506409;"SP";"Bilac";2392;91,3;0,88;7,82;"De 5 a 10 mil"
2201770;"PI";"Boa Hora";1520;5,53;50,26;44,21;"De 5 a 10 mil"
2502102;"PB";"Boa Ventura";1492;9,85;55,09;35,05;"De 5 a 10 mil"
4103040;"PR";"Boa Ventura de São Roque";1917;0,94;36,67;62,39;"De 5 a 10 mil"
2502151;"PB";"Boa Vista";1730;8,55;57,46;33,99;"De 5 a 10 mil"
4103057;"PR";"Boa Vista da Aparecida";2482;12,49;59,19;28,32;"De 5 a 10 mil"
4302204;"RS";"Boa Vista do Buricá";2225;7,69;91,51;0,81;"De 5 a 10 mil"
2101970;"MA";"Boa Vista do Gurupi";1817;0,88;68,13;30,99;"De 5 a 10 mil"
3107208;"MG";"Bocaina de Minas";1787;31,84;49,3;18,86;"De 5 a 10 mil"
5002159;"MS";"Bodoquena";2450;52,61;33,55;13,84;"De 5 a 10 mil"
3506904;"SP";"Bofete";3164;63,12;30,69;6,19;"De 5 a 10 mil"
5203401;"GO";"Bom Jardim de Goiás";2828;1,38;74,89;23,73;"De 5 a 10 mil"
3107505;"MG";"Bom Jardim de Minas";2218;76,96;15,19;7,84;"De 5 a 10 mil"
2401701;"RN";"Bom Jesus";2666;8,66;81,96;9,38;"De 5 a 10 mil"
3107703;"MG";"Bom Jesus do Amparo";1581;47,5;29,16;23,34;"De 5 a 10 mil"
5101852;"MT";"Bom Jesus do Araguaia";1536;0,52;61,65;37,83;"De 5 a 10 mil"
3201100;"ES";"Bom Jesus do Norte";3174;76,62;18,81;4,57;"De 5 a 10 mil"
2201919;"PI";"Bom Princípio do Piauí";1342;14,08;54,17;31,74;"De 5 a 10 mil"
4202602;"SC";"Bom Retiro";2727;57,94;37,59;4,47;"De 5 a 10 mil"
2502300;"PB";"Bom Sucesso";1513;20,29;48,71;31;"De 5 a 10 mil"
4103206;"PR";"Bom Sucesso";2065;19,23;72,49;8,28;"De 5 a 10 mil"
3108107;"MG";"Bonfim";2441;37,28;30,23;32,49;"De 5 a 10 mil"
2201929;"PI";"Bonfim do Piauí";1518;0,4;30,83;68,77;"De 5 a 10 mil"
5203559;"GO";"Bonfinópolis";2363;4,06;92,17;3,77;"De 5 a 10 mil"
3108206;"MG";"Bonfinópolis de Minas";1854;63,27;13,27;23,46;"De 5 a 10 mil"
3108255;"MG";"Bonito de Minas";2280;0,26;34,34;65,39;"De 5 a 10 mil"
4302451;"RS";"Boqueirão do Leão";2467;22,05;35,22;42,72;"De 5 a 10 mil"
2201945;"PI";"Boqueirão do Piauí";1612;0,99;78,41;20,6;"De 5 a 10 mil"
2502706;"PB";"Borborema";1395;46,24;42,01;11,76;"De 5 a 10 mil"
4103305;"PR";"Borrazópolis";2747;10,88;70,66;18,46;"De 5 a 10 mil"
4302501;"RS";"Bossoroca";2382;14,19;69,98;15,83;"De 5 a 10 mil"
3108503;"MG";"Botumirim";1738;16,17;39,41;44,42;"De 5 a 10 mil"
4103354;"PR";"Braganey";1842;4,18;71,99;23,83;"De 5 a 10 mil"
2201960;"PI";"Brasileira";2177;8,59;67,06;24,35;"De 5 a 10 mil"
3507704;"SP";"Braúna";1588;85,83;5,79;8,38;"De 5 a 10 mil"
3108800;"MG";"Braúnas";1427;26,14;17,59;56,27;"De 5 a 10 mil"
2602407;"PE";"Brejão";2434;24,03;38,74;37,22;"De 5 a 10 mil"
2602506;"PE";"Brejinho";2131;44,39;20,27;35,34;"De 5 a 10 mil"
1703701;"TO";"Brejinho de Nazaré";1518;4,68;77,21;18,12;"De 5 a 10 mil"
2102150;"MA";"Brejo de Areia";1274;NA;33,59;66,41;"De 5 a 10 mil"
2502904;"PB";"Brejo dos Santos";1826;9,09;72,29;18,62;"De 5 a 10 mil"
2800704;"SE";"Brejo Grande";2026;0,74;80,5;18,76;"De 5 a 10 mil"
1501758;"PA";"Brejo Grande do Araguaia";1913;1,2;69,84;28,96;"De 5 a 10 mil"
5203807;"GO";"Britânia";1848;20,35;66,02;13,64;"De 5 a 10 mil"
1200138;"AC";"Bujari";2330;9,87;44,89;45,24;"De 5 a 10 mil"
5203906;"GO";"Buriti Alegre";3152;26,68;68,72;4,6;"De 5 a 10 mil"
1703800;"TO";"Buriti do Tocantins";2282;14,99;78,53;6,49;"De 5 a 10 mil"
2202026;"PI";"Buriti dos Montes";2056;14,64;62,5;22,86;"De 5 a 10 mil"
2503100;"PB";"Cabaceiras";1508;27,79;43,97;28,25;"De 5 a 10 mil"
3109451;"MG";"Cabeceira Grande";2134;9,14;75,63;15,23;"De 5 a 10 mil"
5204003;"GO";"Cabeceiras";2308;19,32;61,27;19,41;"De 5 a 10 mil"
2202059;"PI";"Cabeceiras do Piauí";2581;14,61;41,42;43,98;"De 5 a 10 mil"
1100031;"RO";"Cabixi";1975;0,66;68,2;31,14;"De 5 a 10 mil"
1100601;"RO";"Cacaulândia";1692;4,61;37,65;57,74;"De 5 a 10 mil"
3102704;"MG";"Cachoeira de Pajeú";2551;19,36;39,51;41,12;"De 5 a 10 mil"
2503308;"PB";"Cachoeira dos Índios";2597;18,33;48,02;33,65;"De 5 a 10 mil"
5204250;"GO";"Cachoeira Dourada";2741;38,31;51,7;10;"De 5 a 10 mil"
2102374;"MA";"Cachoeira Grande";1770;0,06;37,4;62,54;"De 5 a 10 mil"
2503555;"PB";"Cacimbas";1808;23,29;32,3;44,41;"De 5 a 10 mil"
4203105;"SC";"Caibi";1891;16,5;53,99;29,51;"De 5 a 10 mil"
2503605;"PB";"Caiçara";2100;49,81;26,38;23,81;"De 5 a 10 mil"
4303400;"RS";"Caiçara";1621;15,92;62,62;21,47;"De 5 a 10 mil"
2401859;"RN";"Caiçara do Norte";1606;33,37;63,89;2,74;"De 5 a 10 mil"
3509106;"SP";"Caiuá";1622;44,7;25,03;30,27;"De 5 a 10 mil"
3509304;"SP";"Cajobi";3105;91,66;7,09;1,26;"De 5 a 10 mil"
2202083;"PI";"Cajueiro da Praia";1819;1,87;52,45;45,68;"De 5 a 10 mil"
1600204;"AP";"Calçoene";2246;5,21;75,2;19,59;"De 5 a 10 mil"
2503803;"PB";"Caldas Brandão";1703;5,58;78,51;15,91;"De 5 a 10 mil"
2202091;"PI";"Caldeirão Grande do Piauí";1541;0,06;31,93;68,01;"De 5 a 10 mil"
4103503;"PR";"Califórnia";2564;1,56;82,53;15,91;"De 5 a 10 mil"
2603405;"PE";"Calumbi";1649;28,99;52,21;18,8;"De 5 a 10 mil"
2503902;"PB";"Camalaú";1857;18,04;35,06;46,9;"De 5 a 10 mil"
4303608;"RS";"Cambará do Sul";2184;49,95;47,57;2,47;"De 5 a 10 mil"
4103800;"PR";"Cambira";2327;5,63;82,64;11,73;"De 5 a 10 mil"
2701357;"AL";"Campestre";1668;36,27;47,96;15,77;"De 5 a 10 mil"
4303707;"RS";"Campina das Missões";2070;36,62;62,51;0,87;"De 5 a 10 mil"
3509452;"SP";"Campina do Monte Alegre";1808;78,43;21,35;0,22;"De 5 a 10 mil"
2202109;"PI";"Campinas do Piauí";1641;1,04;44,49;54,48;"De 5 a 10 mil"
4303806;"RS";"Campinas do Sul";1882;78,43;20,51;1,06;"De 5 a 10 mil"
5204805;"GO";"Campo Alegre de Goiás";1926;17,96;62,93;19,11;"De 5 a 10 mil"
4203402;"SC";"Campo Belo do Sul";2324;54,09;19,36;26,55;"De 5 a 10 mil"
4104105;"PR";"Campo do Tenente";2046;50,39;44,57;5,03;"De 5 a 10 mil"
4203501;"SC";"Campo Erê";2867;14,34;67,7;17,96;"De 5 a 10 mil"
3111408;"MG";"Campo Florido";2166;70,31;6;23,68;"De 5 a 10 mil"
2701506;"AL";"Campo Grande";2366;6,85;80,9;12,26;"De 5 a 10 mil"
2202133;"PI";"Campo Grande do Piauí";1608;0,31;67,35;32,34;"De 5 a 10 mil"
2202174;"PI";"Campo Largo do Piauí";1684;0,06;54,16;45,78;"De 5 a 10 mil"
5204854;"GO";"Campo Limpo de Goiás";1910;15,18;70;14,82;"De 5 a 10 mil"
4304002;"RS";"Campo Novo";1844;9,76;83,19;7,05;"De 5 a 10 mil"
5102686;"MT";"Campos de Júlio";1504;3,06;82,78;14,16;"De 5 a 10 mil"
1703842;"TO";"Campos Lindos";1882;1,54;65,14;33,32;"De 5 a 10 mil"
5204953;"GO";"Campos Verdes";1665;6,91;77,24;15,86;"De 5 a 10 mil"
2603603;"PE";"Camutanga";2264;21,73;71,11;7,16;"De 5 a 10 mil"
3111903;"MG";"Cana Verde";1820;71,65;23,24;5,11;"De 5 a 10 mil"
2906105;"BA";"Canápolis";2555;19,22;64,11;16,67;"De 5 a 10 mil"
2906402;"BA";"Candeal";2553;0,59;49,43;49,98;"De 5 a 10 mil"
4304309;"RS";"Cândido Godói";2159;10,33;86,38;3,29;"De 5 a 10 mil"
4304358;"RS";"Candiota";2827;69,51;16,09;14,4;"De 5 a 10 mil"
3112109;"MG";"Caparaó";1587;25,96;47,01;27,03;"De 5 a 10 mil"
3112406;"MG";"Capetinga";2247;84,96;13,75;1,29;"De 5 a 10 mil"
2504033;"PB";"Capim";1461;4,72;76,87;18,41;"De 5 a 10 mil"
3112505;"MG";"Capim Branco";2647;23,12;72,8;4,08;"De 5 a 10 mil"
3112802;"MG";"Capitólio";2737;77,31;16,37;6,32;"De 5 a 10 mil"
1200179;"AC";"Capixaba";2353;20,31;34,81;44,88;"De 5 a 10 mil"
3112901;"MG";"Caputira";2647;46,35;14,54;39,1;"De 5 a 10 mil"
4304713;"RS";"Caraá";2569;43,44;53,21;3,35;"De 5 a 10 mil"
5002803;"MS";"Caracol";1569;2,1;67,37;30,53;"De 5 a 10 mil"
2202539;"PI";"Caraúbas do Piauí";1453;17,48;33,38;49,14;"De 5 a 10 mil"
3113503;"MG";"Carbonita";2980;63,32;20,27;16,41;"De 5 a 10 mil"
2907004;"BA";"Cardeal da Silva";2375;12,76;63,71;23,54;"De 5 a 10 mil"
3113602;"MG";"Careaçu";1956;72,03;17,94;10,02;"De 5 a 10 mil"
5205000;"GO";"Carmo do Rio Verde";3007;20,09;66,91;13;"De 5 a 10 mil"
2402402;"RN";"Carnaúba dos Dantas";2244;15,6;76,96;7,44;"De 5 a 10 mil"
2402501;"RN";"Carnaubais";2767;40,8;53,31;5,89;"De 5 a 10 mil"
3114550;"MG";"Carneirinho";3253;57,58;22,72;19,7;"De 5 a 10 mil"
2701803;"AL";"Carneiros";2042;0,2;69,59;30,22;"De 5 a 10 mil"
1400233;"RR";"Caroebe";2155;13,18;42,41;44,41;"De 5 a 10 mil"
4304903;"RS";"Casca";2813;28,15;70,25;1,6;"De 5 a 10 mil"
2504157;"PB";"Casserengue";1947;29,99;21,73;48,28;"De 5 a 10 mil"
5102850;"MT";"Castanheira";2513;6,69;44,29;49,03;"De 5 a 10 mil"
4204004;"SC";"Catanduvas";2981;62,8;29,32;7,88;"De 5 a 10 mil"
3511201;"SP";"Catiguá";2239;89,77;4,82;5,4;"De 5 a 10 mil"
4305009;"RS";"Catuípe";3176;17,32;77,87;4,82;"De 5 a 10 mil"
3115458;"MG";"Catuji";1786;24,92;24,3;50,78;"De 5 a 10 mil"
2303659;"CE";"Catunda";2747;1,16;59,96;38,88;"De 5 a 10 mil"
2907558;"BA";"Caturama";2410;16,51;43,28;40,21;"De 5 a 10 mil"
3115474;"MG";"Catuti";1486;2,76;85,06;12,18;"De 5 a 10 mil"
5205307;"GO";"Cavalcante";2682;8,17;50,63;41,2;"De 5 a 10 mil"
2202653;"PI";"Caxingó";1267;17,76;26,91;55,33;"De 5 a 10 mil"
3511300;"SP";"Cedral";2615;79,54;17,44;3,02;"De 5 a 10 mil"
2801603;"SE";"Cedro de São João";1691;39,15;60,02;0,83;"De 5 a 10 mil"
3115706;"MG";"Central de Minas";2330;65,88;19,74;14,38;"De 5 a 10 mil"
2103125;"MA";"Central do Maranhão";1979;1,67;66,3;32,04;"De 5 a 10 mil"
4305124;"RS";"Cerrito";2250;27,24;52,53;20,22;"De 5 a 10 mil"
5205455;"GO";"Cezarina";2386;5,11;75,48;19,4;"De 5 a 10 mil"
2701902;"AL";"Chã Preta";1865;5,36;60,05;34,58;"De 5 a 10 mil"
3116001;"MG";"Chalé";1779;37,94;26,76;35,3;"De 5 a 10 mil"
4305306;"RS";"Chapada";3329;15,05;78,43;6,52;"De 5 a 10 mil"
5205471;"GO";"Chapadão do Céu";2096;61,4;33,92;4,68;"De 5 a 10 mil"
4305439;"RS";"Chuí";1955;78,36;21,02;0,61;"De 5 a 10 mil"
1100924;"RO";"Chupinguaia";2345;1,15;65,76;33,09;"De 5 a 10 mil"
3116308;"MG";"Cipotânea";1821;40,09;13,89;46,02;"De 5 a 10 mil"
3116506;"MG";"Claro dos Poções";2417;25,2;59,29;15,52;"De 5 a 10 mil"
3511904;"SP";"Clementina";2159;94,81;2,5;2,69;"De 5 a 10 mil"
2202729;"PI";"Cocal dos Alves";1555;3,54;41,99;54,47;"De 5 a 10 mil"
5103106;"MT";"Cocalinho";1702;1,12;63,57;35,31;"De 5 a 10 mil"
3116704;"MG";"Coimbra";2338;48,37;36,7;14,93;"De 5 a 10 mil"
1716703;"TO";"Colméia";2795;25,44;67,94;6,62;"De 5 a 10 mil"
3512100;"SP";"Colômbia";1808;74,23;14,82;10,95;"De 5 a 10 mil"
2202752;"PI";"Colônia do Gurguéia";1693;1;93,74;5,26;"De 5 a 10 mil"
2202778;"PI";"Colônia do Piauí";2006;0,45;86,74;12,81;"De 5 a 10 mil"
3116803;"MG";"Coluna";2490;37,99;21,29;40,72;"De 5 a 10 mil"
3300951;"RJ";"Comendador Levy Gasparian";2485;77,59;19,8;2,62;"De 5 a 10 mil"
3117009;"MG";"Comercinho";2396;22,45;29,22;48,33;"De 5 a 10 mil"
3117108;"MG";"Conceição da Aparecida";3171;63,1;9,68;27,22;"De 5 a 10 mil"
3117603;"MG";"Conceição do Pará";1647;48,03;38,98;12,99;"De 5 a 10 mil"
2504504;"PB";"Condado";1891;37,02;38,02;24,96;"De 5 a 10 mil"
4305702;"RS";"Condor";2138;18,52;74,84;6,64;"De 5 a 10 mil"
3117836;"MG";"Cônego Marinho";1824;0,27;72,92;26,81;"De 5 a 10 mil"
3117876;"MG";"Confins";1698;2,06;97,17;0,77;"De 5 a 10 mil"
4106001;"PR";"Congonhinhas";2617;6,76;64,04;29,19;"De 5 a 10 mil"
3118205;"MG";"Conquista";2083;81,52;10,85;7,63;"De 5 a 10 mil"
4305801;"RS";"Constantina";3062;36,15;56,07;7,77;"De 5 a 10 mil"
3118700;"MG";"Coqueiral";2867;70,04;8,58;21,38;"De 5 a 10 mil"
2702207;"AL";"Coqueiro Seco";1518;14,76;75,76;9,49;"De 5 a 10 mil"
2909000;"BA";"Cordeiros";2211;0,27;70,42;29,31;"De 5 a 10 mil"
3118908;"MG";"Cordisburgo";2690;29,81;41,12;29,07;"De 5 a 10 mil"
3512506;"SP";"Coroados";1697;80,55;5,19;14,26;"De 5 a 10 mil"
4305900;"RS";"Coronel Bicaco";2621;1,79;75,35;22,85;"De 5 a 10 mil"
4106456;"PR";"Coronel Domingos Soares";2055;21,17;24,14;54,7;"De 5 a 10 mil"
2402808;"RN";"Coronel Ezequiel";1573;15,38;46,85;37,76;"De 5 a 10 mil"
3512605;"SP";"Coronel Macedo";1627;75,85;8,73;15,43;"De 5 a 10 mil"
3119500;"MG";"Coronel Murta";2532;42,42;33,97;23,62;"De 5 a 10 mil"
3119955;"MG";"Córrego Fundo";1796;27,28;54,9;17,82;"De 5 a 10 mil"
5205901;"GO";"Corumbaíba";2677;29,66;56,14;14,19;"De 5 a 10 mil"
1100072;"RO";"Corumbiara";2649;1,06;47;51,94;"De 5 a 10 mil"
3512902;"SP";"Cosmorama";2565;68,77;15,71;15,52;"De 5 a 10 mil"
1706001;"TO";"Couto Magalhães";1421;25,12;30,26;44,62;"De 5 a 10 mil"
2909505;"BA";"Cravolândia";1464;56,08;22,95;20,97;"De 5 a 10 mil"
