"Codigo";"UF";"Municipio";"Total";"Taxa";"Classe"
2401859;"RN";"Caiçara do Norte";25;21,74;"De 5 a 10 mil"
3509106;"SP";"Caiuá";NA;NA;"De 5 a 10 mil"
3509304;"SP";"Cajobi";3;2,07;"De 5 a 10 mil"
2202083;"PI";"Cajueiro da Praia";21;14;"De 5 a 10 mil"
1600204;"AP";"Calçoene";22;8,33;"De 5 a 10 mil"
2503803;"PB";"Caldas Brandão";22;20,75;"De 5 a 10 mil"
2202091;"PI";"Caldeirão Grande do Piauí";14;10,53;"De 5 a 10 mil"
4103503;"PR";"Califórnia";5;3,36;"De 5 a 10 mil"
2603405;"PE";"Calumbi";18;17,48;"De 5 a 10 mil"
2503902;"PB";"Camalaú";15;11,03;"De 5 a 10 mil"
4303608;"RS";"Cambará do Sul";3;2,48;"De 5 a 10 mil"
4103800;"PR";"Cambira";1;1;"De 5 a 10 mil"
2701357;"AL";"Campestre";58;31,87;"De 5 a 10 mil"
4303707;"RS";"Campina das Missões";1;1,49;"De 5 a 10 mil"
3509452;"SP";"Campina do Monte Alegre";6;6,32;"De 5 a 10 mil"
2202109;"PI";"Campinas do Piauí";24;22,02;"De 5 a 10 mil"
4303806;"RS";"Campinas do Sul";NA;NA;"De 5 a 10 mil"
5204805;"GO";"Campo Alegre de Goiás";4;3,74;"De 5 a 10 mil"
4203402;"SC";"Campo Belo do Sul";8;5,33;"De 5 a 10 mil"
4104105;"PR";"Campo do Tenente";5;3,25;"De 5 a 10 mil"
4203501;"SC";"Campo Erê";10;5,1;"De 5 a 10 mil"
3111408;"MG";"Campo Florido";1;0,69;"De 5 a 10 mil"
2701506;"AL";"Campo Grande";53;25,24;"De 5 a 10 mil"
2202133;"PI";"Campo Grande do Piauí";21;18,1;"De 5 a 10 mil"
2202174;"PI";"Campo Largo do Piauí";38;26,21;"De 5 a 10 mil"
5204854;"GO";"Campo Limpo de Goiás";2;1,46;"De 5 a 10 mil"
4304002;"RS";"Campo Novo";4;4,17;"De 5 a 10 mil"
5102686;"MT";"Campos de Júlio";3;2,44;"De 5 a 10 mil"
1703842;"TO";"Campos Lindos";33;12,74;"De 5 a 10 mil"
5204953;"GO";"Campos Verdes";5;4,72;"De 5 a 10 mil"
2603603;"PE";"Camutanga";14;9,52;"De 5 a 10 mil"
3111903;"MG";"Cana Verde";NA;NA;"De 5 a 10 mil"
2906105;"BA";"Canápolis";17;8,59;"De 5 a 10 mil"
2906402;"BA";"Candeal";17;9,83;"De 5 a 10 mil"
4304309;"RS";"Cândido Godói";NA;NA;"De 5 a 10 mil"
4304358;"RS";"Candiota";3;1,71;"De 5 a 10 mil"
3112109;"MG";"Caparaó";2;1,75;"De 5 a 10 mil"
3112406;"MG";"Capetinga";7;6,48;"De 5 a 10 mil"
2504033;"PB";"Capim";26;25,49;"De 5 a 10 mil"
3112505;"MG";"Capim Branco";3;1,9;"De 5 a 10 mil"
3112802;"MG";"Capitólio";2;1,74;"De 5 a 10 mil"
1200179;"AC";"Capixaba";30;11,86;"De 5 a 10 mil"
3112901;"MG";"Caputira";7;3,54;"De 5 a 10 mil"
4304713;"RS";"Caraá";3;2,52;"De 5 a 10 mil"
5002803;"MS";"Caracol";4;3,25;"De 5 a 10 mil"
2202539;"PI";"Caraúbas do Piauí";50;38,76;"De 5 a 10 mil"
3113503;"MG";"Carbonita";1;0,55;"De 5 a 10 mil"
2907004;"BA";"Cardeal da Silva";44;16,73;"De 5 a 10 mil"
3113602;"MG";"Careaçu";2;1,87;"De 5 a 10 mil"
5205000;"GO";"Carmo do Rio Verde";3;2;"De 5 a 10 mil"
2402402;"RN";"Carnaúba dos Dantas";7;5,65;"De 5 a 10 mil"
2402501;"RN";"Carnaubais";29;16,2;"De 5 a 10 mil"
3114550;"MG";"Carneirinho";NA;NA;"De 5 a 10 mil"
2701803;"AL";"Carneiros";63;27,63;"De 5 a 10 mil"
1400233;"RR";"Caroebe";15;7,73;"De 5 a 10 mil"
4304903;"RS";"Casca";1;0,92;"De 5 a 10 mil"
2504157;"PB";"Casserengue";22;14,29;"De 5 a 10 mil"
5102850;"MT";"Castanheira";5;3,33;"De 5 a 10 mil"
4204004;"SC";"Catanduvas";4;2,19;"De 5 a 10 mil"
3511201;"SP";"Catiguá";2;1,87;"De 5 a 10 mil"
4305009;"RS";"Catuípe";2;1,41;"De 5 a 10 mil"
3115458;"MG";"Catuji";19;12,42;"De 5 a 10 mil"
2303659;"CE";"Catunda";18;8,91;"De 5 a 10 mil"
2907558;"BA";"Caturama";19;11,88;"De 5 a 10 mil"
3115474;"MG";"Catuti";1;0,87;"De 5 a 10 mil"
5205307;"GO";"Cavalcante";33;14,41;"De 5 a 10 mil"
2202653;"PI";"Caxingó";43;38,05;"De 5 a 10 mil"
3511300;"SP";"Cedral";3;2,54;"De 5 a 10 mil"
2801603;"SE";"Cedro de São João";10;9,8;"De 5 a 10 mil"
3115706;"MG";"Central de Minas";3;2,5;"De 5 a 10 mil"
2103125;"MA";"Central do Maranhão";42;19,35;"De 5 a 10 mil"
4305124;"RS";"Cerrito";3;3,16;"De 5 a 10 mil"
5205455;"GO";"Cezarina";2;1,61;"De 5 a 10 mil"
2701902;"AL";"Chã Preta";33;18,13;"De 5 a 10 mil"
3116001;"MG";"Chalé";5;5,32;"De 5 a 10 mil"
4305306;"RS";"Chapada";4;3,74;"De 5 a 10 mil"
5205471;"GO";"Chapadão do Céu";4;2,99;"De 5 a 10 mil"
4305439;"RS";"Chuí";3;2,59;"De 5 a 10 mil"
1100924;"RO";"Chupinguaia";3;1,69;"De 5 a 10 mil"
3116308;"MG";"Cipotânea";3;2,42;"De 5 a 10 mil"
3116506;"MG";"Claro dos Poções";6;4,2;"De 5 a 10 mil"
3511904;"SP";"Clementina";4;4;"De 5 a 10 mil"
2202729;"PI";"Cocal dos Alves";12;10,43;"De 5 a 10 mil"
5103106;"MT";"Cocalinho";3;2,83;"De 5 a 10 mil"
3116704;"MG";"Coimbra";2;1,53;"De 5 a 10 mil"
1716703;"TO";"Colméia";8;4,44;"De 5 a 10 mil"
3512100;"SP";"Colômbia";1;1,08;"De 5 a 10 mil"
2202752;"PI";"Colônia do Gurguéia";16;10,26;"De 5 a 10 mil"
2202778;"PI";"Colônia do Piauí";28;16,09;"De 5 a 10 mil"
3116803;"MG";"Coluna";8;4,02;"De 5 a 10 mil"
3300951;"RJ";"Comendador Levy Gasparian";NA;NA;"De 5 a 10 mil"
3117009;"MG";"Comercinho";2;1,2;"De 5 a 10 mil"
3117108;"MG";"Conceição da Aparecida";7;4,19;"De 5 a 10 mil"
3117603;"MG";"Conceição do Pará";NA;NA;"De 5 a 10 mil"
2504504;"PB";"Condado";17;17,53;"De 5 a 10 mil"
4305702;"RS";"Condor";2;2,22;"De 5 a 10 mil"
3117836;"MG";"Cônego Marinho";13;8,61;"De 5 a 10 mil"
3117876;"MG";"Confins";NA;NA;"De 5 a 10 mil"
4106001;"PR";"Congonhinhas";7;4,67;"De 5 a 10 mil"
3118205;"MG";"Conquista";6;6,06;"De 5 a 10 mil"
4305801;"RS";"Constantina";7;4,4;"De 5 a 10 mil"
3118700;"MG";"Coqueiral";2;1,18;"De 5 a 10 mil"
2702207;"AL";"Coqueiro Seco";22;18,18;"De 5 a 10 mil"
2909000;"BA";"Cordeiros";7;4,14;"De 5 a 10 mil"
3118908;"MG";"Cordisburgo";4;2,84;"De 5 a 10 mil"
3512506;"SP";"Coroados";1;1,25;"De 5 a 10 mil"
4305900;"RS";"Coronel Bicaco";2;1,27;"De 5 a 10 mil"
4106456;"PR";"Coronel Domingos Soares";9;5,36;"De 5 a 10 mil"
2402808;"RN";"Coronel Ezequiel";15;15,96;"De 5 a 10 mil"
3512605;"SP";"Coronel Macedo";4;4,55;"De 5 a 10 mil"
3119500;"MG";"Coronel Murta";4;2,33;"De 5 a 10 mil"
3119955;"MG";"Córrego Fundo";NA;NA;"De 5 a 10 mil"
5205901;"GO";"Corumbaíba";3;2,36;"De 5 a 10 mil"
1100072;"RO";"Corumbiara";7;3,74;"De 5 a 10 mil"
3512902;"SP";"Cosmorama";1;1,15;"De 5 a 10 mil"
1706001;"TO";"Couto Magalhães";11;9,91;"De 5 a 10 mil"
2909505;"BA";"Cravolândia";7;7,29;"De 5 a 10 mil"
3120151;"MG";"Crisólita";17;11,18;"De 5 a 10 mil"
3513207;"SP";"Cristais Paulista";5;3,97;"De 5 a 10 mil"
4306056;"RS";"Cristal";3;2,05;"De 5 a 10 mil"
1706100;"TO";"Cristalândia";6;4,48;"De 5 a 10 mil"
2203008;"PI";"Cristalândia do Piauí";52;33,77;"De 5 a 10 mil"
3120300;"MG";"Cristália";9;6,38;"De 5 a 10 mil"
3120409;"MG";"Cristiano Otoni";3;3,09;"De 5 a 10 mil"
2203107;"PI";"Cristino Castro";50;20,33;"De 5 a 10 mil"
2403004;"RN";"Cruzeta";7;6,03;"De 5 a 10 mil"
2505006;"PB";"Cubati";13;9,63;"De 5 a 10 mil"
2505238;"PB";"Cuité de Mamanguape";29;22,31;"De 5 a 10 mil"
2505204;"PB";"Cuitegi";19;11,24;"De 5 a 10 mil"
2505279;"PB";"Curral de Cima";12;12,5;"De 5 a 10 mil"
3120870;"MG";"Curral de Dentro";10;6,85;"De 5 a 10 mil"
1706506;"TO";"Darcinópolis";16;12,7;"De 5 a 10 mil"
3121001;"MG";"Datas";4;4;"De 5 a 10 mil"
3121100;"MG";"Delfim Moreira";3;2,01;"De 5 a 10 mil"
3121209;"MG";"Delfinópolis";NA;NA;"De 5 a 10 mil"
3121258;"MG";"Delta";14;10,94;"De 5 a 10 mil"
5103452;"MT";"Denise";1;0,6;"De 5 a 10 mil"
2304269;"CE";"Deputado Irapuan Pinheiro";10;6,29;"De 5 a 10 mil"
4204905;"SC";"Descanso";1;0,79;"De 5 a 10 mil"
2505402;"PB";"Desterro";6;3,87;"De 5 a 10 mil"
3121407;"MG";"Desterro de Entre Rios";8;8,25;"De 5 a 10 mil"
2505600;"PB";"Diamante";23;20,35;"De 5 a 10 mil"
4107108;"PR";"Diamante do Norte";1;1,41;"De 5 a 10 mil"
4107157;"PR";"Diamante D'Oeste";3;2,83;"De 5 a 10 mil"
3121803;"MG";"Dionísio";3;1,99;"De 5 a 10 mil"
2203354;"PI";"Dirceu Arcoverde";19;14,62;"De 5 a 10 mil"
3122207;"MG";"Divinolândia de Minas";4;2,88;"De 5 a 10 mil"
1707108;"TO";"Divinópolis do Tocantins";8;6,06;"De 5 a 10 mil"
3122355;"MG";"Divisa Alegre";12;9,92;"De 5 a 10 mil"
3122405;"MG";"Divisa Nova";8;7,62;"De 5 a 10 mil"
3122454;"MG";"Divisópolis";9;5,23;"De 5 a 10 mil"
3514007;"SP";"Dobrada";13;10,32;"De 5 a 10 mil"
1707207;"TO";"Dois Irmãos do Tocantins";6;3,92;"De 5 a 10 mil"
5103601;"MT";"Dom Aquino";2;1,45;"De 5 a 10 mil"
3122504;"MG";"Dom Cavati";3;2,7;"De 5 a 10 mil"
2203404;"PI";"Dom Expedito Lopes";4;3,81;"De 5 a 10 mil"
2203453;"PI";"Dom Inocêncio";21;11,86;"De 5 a 10 mil"
3122702;"MG";"Dom Silvério";2;2,25;"De 5 a 10 mil"
3122900;"MG";"Dona Eusébia";2;2,38;"De 5 a 10 mil"
3123007;"MG";"Dores de Campos";1;0,78;"De 5 a 10 mil"
3123106;"MG";"Dores de Guanhães";6;6,12;"De 5 a 10 mil"
3202009;"ES";"Dores do Rio Preto";3;2,63;"De 5 a 10 mil"
4107256;"PR";"Douradina";1;0,78;"De 5 a 10 mil"
5003504;"MS";"Douradina";3;2,5;"De 5 a 10 mil"
3514304;"SP";"Dourado";2;1,71;"De 5 a 10 mil"
4107306;"PR";"Doutor Camargo";1;1,37;"De 5 a 10 mil"
4306734;"RS";"Doutor Maurício Cardoso";NA;NA;"De 5 a 10 mil"
2403202;"RN";"Doutor Severiano";9;7,96;"De 5 a 10 mil"
4128633;"PR";"Doutor Ulysses";3;2,08;"De 5 a 10 mil"
5207253;"GO";"Doverlândia";4;2,92;"De 5 a 10 mil"
3514601;"SP";"Dumont";5;4,24;"De 5 a 10 mil"
3123528;"MG";"Durandé";6;3,64;"De 5 a 10 mil"
3514700;"SP";"Echaporã";4;3,45;"De 5 a 10 mil"
2910305;"BA";"Elísio Medrado";10;7,58;"De 5 a 10 mil"
2403301;"RN";"Encanto";4;4,12;"De 5 a 10 mil"
4107405;"PR";"Enéas Marques";NA;NA;"De 5 a 10 mil"
3123809;"MG";"Engenheiro Navarro";6;4,38;"De 5 a 10 mil"
3123858;"MG";"Entre Folhas";1;1,06;"De 5 a 10 mil"
4306932;"RS";"Entre-Ijuís";1;0,71;"De 5 a 10 mil"
2403400;"RN";"Equador";5;4,46;"De 5 a 10 mil"
2304277;"CE";"Ererê";21;16,8;"De 5 a 10 mil"
4307203;"RS";"Erval Grande";1;1,1;"De 5 a 10 mil"
4307302;"RS";"Erval Seco";7;4,55;"De 5 a 10 mil"
1707405;"TO";"Esperantina";17;6,61;"De 5 a 10 mil"
4307559;"RS";"Estação";2;2,22;"De 5 a 10 mil"
3124807;"MG";"Estrela do Sul";4;3,05;"De 5 a 10 mil"
3515202;"SP";"Estrela d'Oeste";1;0,96;"De 5 a 10 mil"
3515350;"SP";"Euclides da Cunha Paulista";3;1,91;"De 5 a 10 mil"
5207535;"GO";"Faina";3;2,31;"De 5 a 10 mil"
1503002;"PA";"Faro";29;13,74;"De 5 a 10 mil"
2203750;"PI";"Fartura do Piauí";30;28,3;"De 5 a 10 mil"
4308003;"RS";"Faxinal do Soturno";2;1,82;"De 5 a 10 mil"
5207600;"GO";"Fazenda Nova";1;1,08;"De 5 a 10 mil"
2910776;"BA";"Feira da Mata";9;7,56;"De 5 a 10 mil"
2802205;"SE";"Feira Nova";19;15,83;"De 5 a 10 mil"
2104073;"MA";"Feira Nova do Maranhão";20;8,26;"De 5 a 10 mil"
3125408;"MG";"Felício dos Santos";4;3,51;"De 5 a 10 mil"
2403707;"RN";"Felipe Guerra";7;8,43;"De 5 a 10 mil"
3125606;"MG";"Felisburgo";10;6,41;"De 5 a 10 mil"
4107736;"PR";"Fernandes Pinheiro";1;0,89;"De 5 a 10 mil"
2104081;"MA";"Fernando Falcão";70;25,74;"De 5 a 10 mil"
3515608;"SP";"Fernando Prestes";NA;NA;"De 5 a 10 mil"
1600238;"AP";"Ferreira Gomes";24;13,79;"De 5 a 10 mil"
4107751;"PR";"Figueira";NA;NA;"De 5 a 10 mil"
1707652;"TO";"Figueirópolis";6;5,88;"De 5 a 10 mil"
1707702;"TO";"Filadélfia";24;12,18;"De 5 a 10 mil"
2910909;"BA";"Firmino Alves";5;4,24;"De 5 a 10 mil"
4107801;"PR";"Floraí";NA;NA;"De 5 a 10 mil"
2403806;"RN";"Florânia";10;7,25;"De 5 a 10 mil"
4107900;"PR";"Floresta";2;2,63;"De 5 a 10 mil"
3126000;"MG";"Florestal";1;1,03;"De 5 a 10 mil"
4308409;"RS";"Formigueiro";3;2,86;"De 5 a 10 mil"
4108205;"PR";"Formosa do Oeste";2;2;"De 5 a 10 mil"
3126208;"MG";"Formoso";7;4,22;"De 5 a 10 mil"
4108452;"PR";"Foz do Jordão";2;1,42;"De 5 a 10 mil"
2204006;"PI";"Francinópolis";17;13,49;"De 5 a 10 mil"
4108320;"PR";"Francisco Alves";3;3,23;"De 5 a 10 mil"
2204204;"PI";"Francisco Santos";21;12;"De 5 a 10 mil"
3126752;"MG";"Franciscópolis";6;4,11;"De 5 a 10 mil"
3126802;"MG";"Frei Gaspar";13;10,4;"De 5 a 10 mil"
3126901;"MG";"Frei Inocêncio";8;4,15;"De 5 a 10 mil"
3127073;"MG";"Fruta de Leite";9;6,67;"De 5 a 10 mil"
2506251;"PB";"Gado Bravo";40;21,98;"De 5 a 10 mil"
3516606;"SP";"Gália";3;3,23;"De 5 a 10 mil"
3127305;"MG";"Galiléia";8;5,19;"De 5 a 10 mil"
3127339;"MG";"Gameleiras";2;2,27;"De 5 a 10 mil"
5103858;"MT";"Gaúcha do Norte";61;37,65;"De 5 a 10 mil"
4308706;"RS";"Gaurama";2;2,35;"De 5 a 10 mil"
2204352;"PI";"Geminiano";18;13,24;"De 5 a 10 mil"
4308805;"RS";"General Câmara";7;4,49;"De 5 a 10 mil"
5103908;"MT";"General Carneiro";1;0,88;"De 5 a 10 mil"
2304608;"CE";"General Sampaio";26;16,77;"De 5 a 10 mil"
5004007;"MS";"Glória de Dourados";3;1,88;"De 5 a 10 mil"
4309050;"RS";"Glorinha";4;3,31;"De 5 a 10 mil"
5208509;"GO";"Goiandira";2;3,08;"De 5 a 10 mil"
4108650;"PR";"Goioxim";4;2,01;"De 5 a 10 mil"
2911501;"BA";"Gongogi";27;14,44;"De 5 a 10 mil"
3127503;"MG";"Gonzaga";4;2,99;"De 5 a 10 mil"
2104628;"MA";"Governador Luiz Rocha";30;16,3;"De 5 a 10 mil"
2104701;"MA";"Graça Aranha";17;13,08;"De 5 a 10 mil"
2802601;"SE";"Gracho Cardoso";12;9,84;"De 5 a 10 mil"
4108700;"PR";"Grandes Rios";10;7,41;"De 5 a 10 mil"
2606309;"PE";"Granito";25;15,43;"De 5 a 10 mil"
4206108;"SC";"Grão Pará";1;0,83;"De 5 a 10 mil"
2404408;"RN";"Grossos";27;19,01;"De 5 a 10 mil"
3517307;"SP";"Guaimbê";1;0,98;"De 5 a 10 mil"
4108908;"PR";"Guairaçá";2;2,5;"De 5 a 10 mil"
4108957;"PR";"Guamiranga";3;2,03;"De 5 a 10 mil"
3517802;"SP";"Guaraçaí";3;2,46;"De 5 a 10 mil"
3517901;"SP";"Guaraci";5;3,16;"De 5 a 10 mil"
4109203;"PR";"Guaraci";NA;NA;"De 5 a 10 mil"
3128402;"MG";"Guarani";2;1,87;"De 5 a 10 mil"
4309506;"RS";"Guarani das Missões";2;1,65;"De 5 a 10 mil"
3518107;"SP";"Guarantã";7;4,96;"De 5 a 10 mil"
4109500;"PR";"Guaraqueçaba";7;3,98;"De 5 a 10 mil"
3128600;"MG";"Guarda-Mor";4;3,25;"De 5 a 10 mil"
3518859;"SP";"Guatapará";8;6,78;"De 5 a 10 mil"
3128808;"MG";"Guidoval";2;1,8;"De 5 a 10 mil"
3128907;"MG";"Guimarânia";4;3,28;"De 5 a 10 mil"
3129004;"MG";"Guiricema";2;1,5;"De 5 a 10 mil"
3129103;"MG";"Gurinhatã";3;3,23;"De 5 a 10 mil"
3129202;"MG";"Heliodora";2;1,8;"De 5 a 10 mil"
3519006;"SP";"Herculândia";2;1,25;"De 5 a 10 mil"
4307104;"RS";"Herval";NA;NA;"De 5 a 10 mil"
4109658;"PR";"Honório Serpa";2;1,61;"De 5 a 10 mil"
4309654;"RS";"Hulha Negra";2;1,45;"De 5 a 10 mil"
3519204;"SP";"Iacri";1;0,98;"De 5 a 10 mil"
3519253;"SP";"Iaras";1;0,96;"De 5 a 10 mil"
4109757;"PR";"Ibema";5;4,39;"De 5 a 10 mil"
3129400;"MG";"Ibertioga";NA;NA;"De 5 a 10 mil"
3129608;"MG";"Ibiaí";6;3,85;"De 5 a 10 mil"
2506608;"PB";"Ibiara";15;14,15;"De 5 a 10 mil"
3129657;"MG";"Ibiracatu";8;5,3;"De 5 a 10 mil"
4309902;"RS";"Ibiraiaras";6;4,92;"De 5 a 10 mil"
2606705;"PE";"Ibirajuba";14;9,27;"De 5 a 10 mil"
2912806;"BA";"Ibirapuã";14;8,92;"De 5 a 10 mil"
3519501;"SP";"Ibirarema";3;3;"De 5 a 10 mil"
3202553;"ES";"Ibitirama";18;8,78;"De 5 a 10 mil"
4109906;"PR";"Icaraíma";4;2,74;"De 5 a 10 mil"
3519808;"SP";"Icém";3;2,52;"De 5 a 10 mil"
2913309;"BA";"Ichu";10;10,42;"De 5 a 10 mil"
3519907;"SP";"Iepê";3;2,33;"De 5 a 10 mil"
2502607;"PB";"Igaracy";20;15,5;"De 5 a 10 mil"
3520202;"SP";"Igaratá";5;2,99;"De 5 a 10 mil"
3130200;"MG";"Igaratinga";4;2,34;"De 5 a 10 mil"
3130309;"MG";"Iguatama";NA;NA;"De 5 a 10 mil"
3130408;"MG";"Ijaci";1;0,98;"De 5 a 10 mil"
3520426;"SP";"Ilha Comprida";12;7,27;"De 5 a 10 mil"
2802700;"SE";"Ilha das Flores";47;21,08;"De 5 a 10 mil"
2204659;"PI";"Ilha Grande";31;15,42;"De 5 a 10 mil"
3130556;"MG";"Imbé de Minas";4;3,1;"De 5 a 10 mil"
4207403;"SC";"Imbuia";2;1,77;"De 5 a 10 mil"
5209937;"GO";"Inaciolândia";4;3,51;"De 5 a 10 mil"
3130606;"MG";"Inconfidentes";1;0,95;"De 5 a 10 mil"
3130655;"MG";"Indaiabira";10;5,81;"De 5 a 10 mil"
4310405;"RS";"Independência";1;0,87;"De 5 a 10 mil"
3130705;"MG";"Indianópolis";2;1,72;"De 5 a 10 mil"
3131000;"MG";"Inhaúma";4;3,42;"De 5 a 10 mil"
3131109;"MG";"Inimutaba";2;1,42;"De 5 a 10 mil"
5004403;"MS";"Inocência";6;3,85;"De 5 a 10 mil"
4310439;"RS";"Ipê";NA;NA;"De 5 a 10 mil"
3521101;"SP";"Ipeúna";4;3,25;"De 5 a 10 mil"
5104526;"MT";"Ipiranga do Norte";2;1,94;"De 5 a 10 mil"
2204808;"PI";"Ipiranga do Piauí";16;9,64;"De 5 a 10 mil"
4207650;"SC";"Iporã do Oeste";1;0,77;"De 5 a 10 mil"
4207684;"SC";"Ipuaçu";10;5,46;"De 5 a 10 mil"
3131505;"MG";"Ipuiúna";5;3,25;"De 5 a 10 mil"
4207700;"SC";"Ipumirim";NA;NA;"De 5 a 10 mil"
2914109;"BA";"Ipupiara";7;3,85;"De 5 a 10 mil"
1400282;"RR";"Iracema";75;30,74;"De 5 a 10 mil"
4310504;"RS";"Iraí";6;4,65;"De 5 a 10 mil"
3131604;"MG";"Iraí de Minas";1;0,82;"De 5 a 10 mil"
2914208;"BA";"Irajuba";23;16,67;"De 5 a 10 mil"
4207809;"SC";"Irani";6;3,19;"De 5 a 10 mil"
3521507;"SP";"Irapuã";2;1,98;"De 5 a 10 mil"
3521606;"SP";"Irapuru";2;2,08;"De 5 a 10 mil"
2204907;"PI";"Isaías Coelho";51;25,5;"De 5 a 10 mil"
4208005;"SC";"Itá";1;1,06;"De 5 a 10 mil"
4310538;"RS";"Itaara";1;1,16;"De 5 a 10 mil"
1710508;"TO";"Itacajá";36;22,78;"De 5 a 10 mil"
2915304;"BA";"Itagimirim";21;14,89;"De 5 a 10 mil"
5210604;"GO";"Itaguaru";1;1,25;"De 5 a 10 mil"
1710706;"TO";"Itaguatins";22;14,38;"De 5 a 10 mil"
2306207;"CE";"Itaiçaba";8;7,84;"De 5 a 10 mil"
4110953;"PR";"Itaipulândia";2;1,04;"De 5 a 10 mil"
2404853;"RN";"Itajá";23;17,97;"De 5 a 10 mil"
5210802;"GO";"Itajá";2;2,06;"De 5 a 10 mil"
2915403;"BA";"Itaju do Colônia";20;14,49;"De 5 a 10 mil"
1301951;"AM";"Itamarati";112;41,79;"De 5 a 10 mil"
2915700;"BA";"Itamari";20;13,16;"De 5 a 10 mil"
4111001;"PR";"Itambaracá";1;0,7;"De 5 a 10 mil"
4111100;"PR";"Itambé";2;2,08;"De 5 a 10 mil"
2915908;"BA";"Itanagra";24;13,11;"De 5 a 10 mil"
5104542;"MT";"Itanhangá";3;2,8;"De 5 a 10 mil"
3133600;"MG";"Itapeva";4;2,55;"De 5 a 10 mil"
1302009;"AM";"Itapiranga";26;11,4;"De 5 a 10 mil"
5211008;"GO";"Itapirapuã";5;3,31;"De 5 a 10 mil"
1101104;"RO";"Itapuã do Oeste";10;4,61;"De 5 a 10 mil"
2916708;"BA";"Itaquara";30;18,63;"De 5 a 10 mil"
5211305;"GO";"Itarumã";4;4,08;"De 5 a 10 mil"
3133709;"MG";"Itatiaiuçu";3;1,6;"De 5 a 10 mil"
2404903;"RN";"Itaú";5;5,81;"De 5 a 10 mil"
5211404;"GO";"Itauçu";3;2,36;"De 5 a 10 mil"
3133907;"MG";"Itaverava";3;2,7;"De 5 a 10 mil"
3523701;"SP";"Itirapuã";2;1,72;"De 5 a 10 mil"
3523800;"SP";"Itobi";3;2,38;"De 5 a 10 mil"
3134103;"MG";"Itueta";3;2,83;"De 5 a 10 mil"
3134301;"MG";"Itumirim";1;0,93;"De 5 a 10 mil"
4111555;"PR";"Ivaté";1;0,83;"De 5 a 10 mil"
2917359;"BA";"Jaborandi";21;10,19;"De 5 a 10 mil"
3524204;"SP";"Jaborandi";2;2,11;"De 5 a 10 mil"
2405009;"RN";"Jaçanã";16;10,39;"De 5 a 10 mil"
2703403;"AL";"Jacaré dos Homens";22;18,49;"De 5 a 10 mil"
3524501;"SP";"Jaci";NA;NA;"De 5 a 10 mil"
2205151;"PI";"Jacobina do Piauí";22;19,3;"De 5 a 10 mil"
3134806;"MG";"Jacuí";3;2,24;"De 5 a 10 mil"
2703502;"AL";"Jacuípe";38;18,91;"De 5 a 10 mil"
3524907;"SP";"Jambeiro";1;1,08;"De 5 a 10 mil"
3135076;"MG";"Jampruca";9;9,38;"De 5 a 10 mil"
5211701;"GO";"Jandaia";NA;NA;"De 5 a 10 mil"
2405108;"RN";"Jandaíra";33;22,15;"De 5 a 10 mil"
2405207;"RN";"Janduís";11;12,64;"De 5 a 10 mil"
5104906;"MT";"Jangada";7;3,47;"De 5 a 10 mil"
4112207;"PR";"Janiópolis";2;1,8;"De 5 a 10 mil"
2405306;"RN";"Januário Cicco";46;25,56;"De 5 a 10 mil"
2703601;"AL";"Japaratinga";38;23,46;"De 5 a 10 mil"
2405405;"RN";"Japi";55;41,35;"De 5 a 10 mil"
3135357;"MG";"Japonvar";2;1,14;"De 5 a 10 mil"
5004809;"MS";"Japorã";23;11;"De 5 a 10 mil"
1302108;"AM";"Japurá";90;36,73;"De 5 a 10 mil"
4112405;"PR";"Japurá";NA;NA;"De 5 a 10 mil"
5004908;"MS";"Jaraguari";1;0,85;"De 5 a 10 mil"
2703700;"AL";"Jaramataia";25;26,04;"De 5 a 10 mil"
2307205;"CE";"Jati";19;14,96;"De 5 a 10 mil"
2105450;"MA";"Jatobá";46;20,81;"De 5 a 10 mil"
3135407;"MG";"Jeceaba";NA;NA;"De 5 a 10 mil"
3135456;"MG";"Jenipapo de Minas";10;6,29;"De 5 a 10 mil"
3135605;"MG";"Jequitaí";6;4,11;"De 5 a 10 mil"
3135704;"MG";"Jequitibá";2;2,17;"De 5 a 10 mil"
2507408;"PB";"Jericó";13;9,03;"De 5 a 10 mil"
4112751;"PR";"Jesuítas";4;3,13;"De 5 a 10 mil"
3136108;"MG";"Joanésia";5;5,49;"De 5 a 10 mil"
2205458;"PI";"Joca Marques";19;19,79;"De 5 a 10 mil"
4311155;"RS";"Jóia";3;2,19;"De 5 a 10 mil"
1200328;"AC";"Jordão";74;37,19;"De 5 a 10 mil"
2406007;"RN";"José da Penha";11;12,64;"De 5 a 10 mil"
5212105;"GO";"Joviânia";2;1,71;"De 5 a 10 mil"
2507606;"PB";"Juarez Távora";27;18;"De 5 a 10 mil"
2205524;"PI";"Júlio Borges";25;20,66;"De 5 a 10 mil"
2507804;"PB";"Junco do Seridó";15;13,64;"De 5 a 10 mil"
4112959;"PR";"Juranda";3;2,54;"De 5 a 10 mil"
2508000;"PB";"Juru";22;12,5;"De 5 a 10 mil"
3136900;"MG";"Juruaia";NA;NA;"De 5 a 10 mil"
4113007;"PR";"Jussara";1;0,96;"De 5 a 10 mil"
2918555;"BA";"Jussari";42;25,77;"De 5 a 10 mil"
2918605;"BA";"Jussiape";11;9,57;"De 5 a 10 mil"
