"Codigo";"UF";"Municipio";"Total";"Taxa";"Classe"
2305654;"CE";"Ipaporanga";26;10,24;"De 10 a 20 mil"
2305704;"CE";"Ipaumirim";33;13,69;"De 10 a 20 mil"
3520905;"SP";"Ipaussu";4;1,69;"De 10 a 20 mil"
2913804;"BA";"Ipecaetá";50;13,4;"De 10 a 20 mil"
4110508;"PR";"Ipiranga";11;3,56;"De 10 a 20 mil"
4110607;"PR";"Iporã";6;2,38;"De 10 a 20 mil"
3521309;"SP";"Ipuã";7;3,07;"De 10 a 20 mil"
2306009;"CE";"Iracema";35;13,67;"De 10 a 20 mil"
2914307;"BA";"Iramaia";46;16,2;"De 10 a 20 mil"
4110805;"PR";"Iretama";7;3,72;"De 10 a 20 mil"
4207908;"SC";"Irineópolis";3;1,32;"De 10 a 20 mil"
3202652;"ES";"Irupi";16;5,95;"De 10 a 20 mil"
3521705;"SP";"Itaberá";6;1,8;"De 10 a 20 mil"
3131802;"MG";"Itabirinha";7;3,13;"De 10 a 20 mil"
3132107;"MG";"Itacarambi";25;5,88;"De 10 a 20 mil"
2915007;"BA";"Itaeté";29;7,97;"De 10 a 20 mil"
2915106;"BA";"Itagi";40;14,6;"De 10 a 20 mil"
2915205;"BA";"Itagibá";44;15,33;"De 10 a 20 mil"
3202702;"ES";"Itaguaçu";6;2,74;"De 10 a 20 mil"
2915353;"BA";"Itaguaçu da Bahia";57;18,51;"De 10 a 20 mil"
3132206;"MG";"Itaguara";3;1,54;"De 10 a 20 mil"
2205003;"PI";"Itainópolis";29;14,08;"De 10 a 20 mil"
2105351;"MA";"Itaipava do Grajaú";109;27,18;"De 10 a 20 mil"
3132305;"MG";"Itaipé";40;13,89;"De 10 a 20 mil"
3521903;"SP";"Itajobi";3;1,53;"De 10 a 20 mil"
3302056;"RJ";"Italva";3;1,38;"De 10 a 20 mil"
3132909;"MG";"Itamogi";2;1,2;"De 10 a 20 mil"
3133006;"MG";"Itamonte";1;0,47;"De 10 a 20 mil"
3133105;"MG";"Itanhandu";3;1,44;"De 10 a 20 mil"
3133204;"MG";"Itanhomi";4;1,67;"De 10 a 20 mil"
5210901;"GO";"Itapaci";7;2,07;"De 10 a 20 mil"
3133402;"MG";"Itapagipe";3;1,53;"De 10 a 20 mil"
2916203;"BA";"Itapé";21;11,48;"De 10 a 20 mil"
2916302;"BA";"Itapebi";42;14,89;"De 10 a 20 mil"
4111209;"PR";"Itapejara d'Oeste";3;1,75;"De 10 a 20 mil"
2607703;"PE";"Itapetim";24;9,56;"De 10 a 20 mil"
4208401;"SC";"Itapiranga";2;0,73;"De 10 a 20 mil"
2916609;"BA";"Itapitanga";26;11,71;"De 10 a 20 mil"
2306504;"CE";"Itapiúna";64;15,88;"De 10 a 20 mil"
4208450;"SC";"Itapoá";7;2,67;"De 10 a 20 mil"
3522802;"SP";"Itaporanga";15;5,91;"De 10 a 20 mil"
2507101;"PB";"Itapororoca";48;14,33;"De 10 a 20 mil"
3522901;"SP";"Itapuí";7;3,65;"De 10 a 20 mil"
5004601;"MS";"Itaquiraí";22;6,09;"De 10 a 20 mil"
2607802;"PE";"Itaquitinga";61;18,71;"De 10 a 20 mil"
3202900;"ES";"Itarana";NA;NA;"De 10 a 20 mil"
2916807;"BA";"Itarantim";32;8,7;"De 10 a 20 mil"
3523305;"SP";"Itariri";11;3,25;"De 10 a 20 mil"
2916856;"BA";"Itatim";30;11,58;"De 10 a 20 mil"
3523503;"SP";"Itatinga";7;2,01;"De 10 a 20 mil"
2306603;"CE";"Itatira";101;19,24;"De 10 a 20 mil"
2507200;"PB";"Itatuba";38;18,72;"De 10 a 20 mil"
3133758;"MG";"Itaú de Minas";1;0,44;"De 10 a 20 mil"
2205102;"PI";"Itaueira";25;11,06;"De 10 a 20 mil"
3134004;"MG";"Itinga";15;4,55;"De 10 a 20 mil"
5104609;"MT";"Itiquira";2;0,96;"De 10 a 20 mil"
3523602;"SP";"Itirapina";5;2,59;"De 10 a 20 mil"
2916906;"BA";"Itiruçu";15;6,2;"De 10 a 20 mil"
2917102;"BA";"Itororó";49;12,5;"De 10 a 20 mil"
2917201;"BA";"Ituaçu";23;6,5;"De 10 a 20 mil"
2917334;"BA";"Iuiú";39;14,94;"De 10 a 20 mil"
4111407;"PR";"Ivaí";1;0,39;"De 10 a 20 mil"
4310801;"RS";"Ivoti";2;0,78;"De 10 a 20 mil"
3134608;"MG";"Jaboticatubas";9;3,07;"De 10 a 20 mil"
2917409;"BA";"Jacaraci";7;2,86;"De 10 a 20 mil"
2507309;"PB";"Jacaraú";43;14,01;"De 10 a 20 mil"
1503754;"PA";"Jacareacanga";83;27,67;"De 10 a 20 mil"
3134707;"MG";"Jacinto";16;7,31;"De 10 a 20 mil"
4208708;"SC";"Jacinto Machado";5;2,89;"De 10 a 20 mil"
3524600;"SP";"Jacupiranga";11;3,25;"De 10 a 20 mil"
4111902;"PR";"Jaguapitã";2;1,12;"De 10 a 20 mil"
2306702;"CE";"Jaguaretama";42;11,76;"De 10 a 20 mil"
4311106;"RS";"Jaguari";1;0,69;"De 10 a 20 mil"
2306801;"CE";"Jaguaribara";14;7,45;"De 10 a 20 mil"
2917805;"BA";"Jaguaripe";72;18,9;"De 10 a 20 mil"
4208807;"SC";"Jaguaruna";5;1,94;"De 10 a 20 mil"
2205201;"PI";"Jaicós";106;27,97;"De 10 a 20 mil"
2917904;"BA";"Jandaíra";32;11,81;"De 10 a 20 mil"
2803302;"SE";"Japaratuba";33;7,71;"De 10 a 20 mil"
2803401;"SE";"Japoatã";64;22,46;"De 10 a 20 mil"
2607950;"PE";"Jaqueira";43;15,47;"De 10 a 20 mil"
4112504;"PR";"Jardim Alegre";6;3,11;"De 10 a 20 mil"
2405603;"RN";"Jardim de Piranhas";13;5,96;"De 10 a 20 mil"
2405702;"RN";"Jardim do Seridó";8;4,06;"De 10 a 20 mil"
4112702;"PR";"Jataizinho";8;3,36;"De 10 a 20 mil"
2608008;"PE";"Jataúba";98;26,13;"De 10 a 20 mil"
2608057;"PE";"Jatobá";55;17,68;"De 10 a 20 mil"
5105002;"MT";"Jauru";6;2,99;"De 10 a 20 mil"
2105476;"MA";"Jenipapo dos Vieiras";124;28,44;"De 10 a 20 mil"
3135506;"MG";"Jequeri";3;1,17;"De 10 a 20 mil"
2703759;"AL";"Jequiá da Praia";36;13,43;"De 10 a 20 mil"
3203106;"ES";"Jerônimo Monteiro";5;3,25;"De 10 a 20 mil"
2307254;"CE";"Jijoca de Jericoacoara";14;4,05;"De 10 a 20 mil"
2918209;"BA";"Jiquiriçá";22;7,41;"De 10 a 20 mil"
2918308;"BA";"Jitaúna";31;10,88;"De 10 a 20 mil"
3136009;"MG";"Joaíma";28;9,4;"De 10 a 20 mil"
3525508;"SP";"Joanópolis";NA;NA;"De 10 a 20 mil"
3203130;"ES";"João Neiva";4;1,78;"De 10 a 20 mil"
2608206;"PE";"Joaquim Nabuco";69;19,01;"De 10 a 20 mil"
2205409;"PI";"Joaquim Pires";40;12,78;"De 10 a 20 mil"
4112801;"PR";"Joaquim Távora";3;1,73;"De 10 a 20 mil"
3136504;"MG";"Jordânia";11;5,45;"De 10 a 20 mil"
2105609;"MA";"Joselândia";87;23,2;"De 10 a 20 mil"
2507705;"PB";"Juazeirinho";47;13,28;"De 10 a 20 mil"
2608255;"PE";"Jucati";20;9,66;"De 10 a 20 mil"
2918456;"BA";"Jucuruçu";37;16,74;"De 10 a 20 mil"
2406106;"RN";"Jucurutu";31;10,13;"De 10 a 20 mil"
4311205;"RS";"Júlio de Castilhos";5;1,33;"De 10 a 20 mil"
3526001;"SP";"Junqueirópolis";1;0,44;"De 10 a 20 mil"
2608305;"PE";"Jupi";38;13,52;"De 10 a 20 mil"
3526100;"SP";"Juquiá";20;4,3;"De 10 a 20 mil"
2608404;"PE";"Jurema";40;11,11;"De 10 a 20 mil"
2507903;"PB";"Juripiranga";30;12,77;"De 10 a 20 mil"
1302207;"AM";"Juruá";132;40,12;"De 10 a 20 mil"
5105176;"MT";"Juruena";12;4,67;"De 10 a 20 mil"
5105200;"MT";"Juscimeira";2;1,09;"De 10 a 20 mil"
2918506;"BA";"Jussara";32;11,35;"De 10 a 20 mil"
5212204;"GO";"Jussara";10;2,98;"De 10 a 20 mil"
1302306;"AM";"Jutaí";223;41,14;"De 10 a 20 mil"
3137007;"MG";"Ladainha";47;11,66;"De 10 a 20 mil"
5005202;"MS";"Ladário";29;5,82;"De 10 a 20 mil"
2105807;"MA";"Lago do Junco";39;16,12;"De 10 a 20 mil"
2105906;"MA";"Lago Verde";74;18,32;"De 10 a 20 mil"
2704104;"AL";"Lagoa da Canoa";142;31,63;"De 10 a 20 mil"
1711902;"TO";"Lagoa da Confusão";30;13,64;"De 10 a 20 mil"
2608453;"PE";"Lagoa do Carro";25;7,62;"De 10 a 20 mil"
2105922;"MA";"Lagoa do Mato";32;12,55;"De 10 a 20 mil"
2608602;"PE";"Lagoa do Ouro";51;18,68;"De 10 a 20 mil"
2608701;"PE";"Lagoa dos Gatos";53;14,56;"De 10 a 20 mil"
3137403;"MG";"Lagoa Dourada";3;1,44;"De 10 a 20 mil"
3137502;"MG";"Lagoa Formosa";6;2,47;"De 10 a 20 mil"
2105963;"MA";"Lagoa Grande do Maranhão";96;32,21;"De 10 a 20 mil"
2406502;"RN";"Lagoa Nova";47;16,43;"De 10 a 20 mil"
2918753;"BA";"Lagoa Real";22;6,71;"De 10 a 20 mil"
2406700;"RN";"Lajes";27;16,17;"De 10 a 20 mil"
3137700;"MG";"Lajinha";10;2,58;"De 10 a 20 mil"
3137809;"MG";"Lambari";3;0,98;"De 10 a 20 mil"
3203163;"ES";"Laranja da Terra";1;0,66;"De 10 a 20 mil"
4209607;"SC";"Lauro Muller";3;1,58;"De 10 a 20 mil"
4209706;"SC";"Lebon Régis";13;4,53;"De 10 a 20 mil"
2919306;"BA";"Lençóis";20;8;"De 10 a 20 mil"
2919405;"BA";"Licínio de Almeida";9;4,09;"De 10 a 20 mil"
2106003;"MA";"Lima Campos";62;23,4;"De 10 a 20 mil"
3138609;"MG";"Lima Duarte";5;1,79;"De 10 a 20 mil"
4209904;"SC";"Lontras";3;1,69;"De 10 a 20 mil"
2106102;"MA";"Loreto";32;12,5;"De 10 a 20 mil"
3527405;"SP";"Lucélia";2;0,76;"De 10 a 20 mil"
2508604;"PB";"Lucena";44;17,19;"De 10 a 20 mil"
3527603;"SP";"Luís Antônio";5;2,11;"De 10 a 20 mil"
4210001;"SC";"Luiz Alves";3;1,96;"De 10 a 20 mil"
3138807;"MG";"Luz";3;1,22;"De 10 a 20 mil"
2919603;"BA";"Macajuba";29;11,65;"De 10 a 20 mil"
2919702;"BA";"Macarani";29;8,17;"De 10 a 20 mil"
3528007;"SP";"Macatuba";3;1,05;"De 10 a 20 mil"
2609105;"PE";"Machados";44;14,57;"De 10 a 20 mil"
2307635;"CE";"Madalena";29;6,86;"De 10 a 20 mil"
2919926;"BA";"Madre de Deus";9;3,08;"De 10 a 20 mil"
2106300;"MA";"Magalhães de Almeida";94;21,27;"De 10 a 20 mil"
2920106;"BA";"Mairi";34;8,54;"De 10 a 20 mil"
2704401;"AL";"Major Isidoro";73;17,1;"De 10 a 20 mil"
3139201;"MG";"Malacacheta";12;2,86;"De 10 a 20 mil"
2920205;"BA";"Malhada";41;11,26;"De 10 a 20 mil"
2803906;"SE";"Malhador";32;12,75;"De 10 a 20 mil"
4113908;"PR";"Mallet";NA;NA;"De 10 a 20 mil"
4114005;"PR";"Mamborê";6;2,42;"De 10 a 20 mil"
2509008;"PB";"Manaíra";59;29,65;"De 10 a 20 mil"
2609154;"PE";"Manari";153;31,29;"De 10 a 20 mil"
1200336;"AC";"Mâncio Lima";77;17,34;"De 10 a 20 mil"
4114104;"PR";"Mandaguaçu";4;1,19;"De 10 a 20 mil"
3139300;"MG";"Manga";44;8,38;"De 10 a 20 mil"
4114401;"PR";"Mangueirinha";7;1,82;"De 10 a 20 mil"
4114500;"PR";"Manoel Ribas";6;2,27;"De 10 a 20 mil"
2920403;"BA";"Manoel Vitorino";53;15,06;"De 10 a 20 mil"
2920452;"BA";"Mansidão";46;15,03;"De 10 a 20 mil"
3203304;"ES";"Mantenópolis";4;1,56;"De 10 a 20 mil"
3139805;"MG";"Mar de Espanha";9;4,64;"De 10 a 20 mil"
5212808;"GO";"Mara Rosa";6;3,03;"De 10 a 20 mil"
1302801;"AM";"Maraã";118;21,07;"De 10 a 20 mil"
2106326;"MA";"Maracaçumé";102;20,94;"De 10 a 20 mil"
3528809;"SP";"Maracaí";4;2,01;"De 10 a 20 mil"
2609204;"PE";"Maraial";111;32,74;"De 10 a 20 mil"
2106375;"MA";"Maranhãozinho";61;17,94;"De 10 a 20 mil"
2920700;"BA";"Maraú";134;28,09;"De 10 a 20 mil"
2704609;"AL";"Maravilha";53;21,63;"De 10 a 20 mil"
5105580;"MT";"Marcelândia";3;1,13;"De 10 a 20 mil"
2920809;"BA";"Marcionílio Souza";36;14,88;"De 10 a 20 mil"
3203346;"ES";"Marechal Floriano";3;1,28;"De 10 a 20 mil"
1200351;"AC";"Marechal Thaumaturgo";153;33,12;"De 10 a 20 mil"
3139904;"MG";"Maria da Fé";8;3,04;"De 10 a 20 mil"
2704807;"AL";"Maribondo";36;13,09;"De 10 a 20 mil"
3203353;"ES";"Marilândia";4;2,9;"De 10 a 20 mil"
4115101;"PR";"Mariluz";4;2,06;"De 10 a 20 mil"
3140159;"MG";"Mário Campos";7;2,66;"De 10 a 20 mil"
4115408;"PR";"Marmeleiro";2;0,74;"De 10 a 20 mil"
3140506;"MG";"Martinho Campos";2;0,83;"De 10 a 20 mil"
2307908;"CE";"Martinópole";24;9,45;"De 10 a 20 mil"
2804003;"SE";"Maruim";49;14,76;"De 10 a 20 mil"
2920908;"BA";"Mascote";68;17,71;"De 10 a 20 mil"
2509206;"PB";"Massaranduba";28;11,11;"De 10 a 20 mil"
4210605;"SC";"Massaranduba";NA;NA;"De 10 a 20 mil"
2106409;"MA";"Mata Roma";100;28,9;"De 10 a 20 mil"
4115606;"PR";"Matelândia";4;1,35;"De 10 a 20 mil"
3140803;"MG";"Matias Barbosa";2;0,87;"De 10 a 20 mil"
2206100;"PI";"Matias Olímpio";46;23;"De 10 a 20 mil"
2921054;"BA";"Matina";31;11,61;"De 10 a 20 mil"
3140902;"MG";"Matipó";10;2,65;"De 10 a 20 mil"
3141009;"MG";"Mato Verde";7;3,66;"De 10 a 20 mil"
2106631;"MA";"Matões do Norte";115;27,25;"De 10 a 20 mil"
5105606;"MT";"Matupá";13;4,23;"De 10 a 20 mil"
5213004;"GO";"Maurilândia";7;3,37;"De 10 a 20 mil"
2407500;"RN";"Maxaranguape";32;13,33;"De 10 a 20 mil"
1600402;"AP";"Mazagão";80;14,76;"De 10 a 20 mil"
3302809;"RJ";"Mendes";7;2,37;"De 10 a 20 mil"
3141603;"MG";"Mercês";4;2,34;"De 10 a 20 mil"
2308203;"CE";"Meruoca";11;3,75;"De 10 a 20 mil"
2705200;"AL";"Messias";75;18,12;"De 10 a 20 mil"
2921302;"BA";"Milagres";9;3,9;"De 10 a 20 mil"
2308351;"CE";"Milhã";30;12,61;"De 10 a 20 mil"
3529807;"SP";"Mineiros do Tietê";2;0,97;"De 10 a 20 mil"
1101203;"RO";"Ministro Andreazza";5;2,15;"De 10 a 20 mil"
3142007;"MG";"Mirabela";15;6,17;"De 10 a 20 mil"
3142106;"MG";"Miradouro";3;1,7;"De 10 a 20 mil"
3142205;"MG";"Miraí";9;4,04;"De 10 a 20 mil"
2308377;"CE";"Miraíma";28;10,07;"De 10 a 20 mil"
2609303;"PE";"Mirandiba";69;20,23;"De 10 a 20 mil"
2921401;"BA";"Mirangaba";36;10,37;"De 10 a 20 mil"
1713304;"TO";"Miranorte";14;5,83;"De 10 a 20 mil"
2921450;"BA";"Mirante";41;17,3;"De 10 a 20 mil"
1101302;"RO";"Mirante da Serra";4;1,61;"De 10 a 20 mil"
3530201;"SP";"Mirante do Paranapanema";7;2,44;"De 10 a 20 mil"
2106805;"MA";"Mirinzal";27;7,52;"De 10 a 20 mil"
4116059;"PR";"Missal";2;1,09;"De 10 a 20 mil"
2509404;"PB";"Mogeiro";48;16,11;"De 10 a 20 mil"
2804102;"SE";"Moita Bonita";18;8,74;"De 10 a 20 mil"
4211009;"SC";"Mondaí";10;6,37;"De 10 a 20 mil"
2206407;"PI";"Monsenhor Gil";14;6,8;"De 10 a 20 mil"
2308609;"CE";"Monsenhor Tabosa";59;17,56;"De 10 a 20 mil"
3142700;"MG";"Montalvânia";18;5,03;"De 10 a 20 mil"
3203502;"ES";"Montanha";5;1,6;"De 10 a 20 mil"
2407708;"RN";"Montanhas";40;14,6;"De 10 a 20 mil"
3142809;"MG";"Monte Alegre de Minas";6;1,72;"De 10 a 20 mil"
2804201;"SE";"Monte Alegre de Sergipe";80;25,89;"De 10 a 20 mil"
2206605;"PI";"Monte Alegre do Piauí";47;20,7;"De 10 a 20 mil"
3531506;"SP";"Monte Azul Paulista";3;1,07;"De 10 a 20 mil"
3143005;"MG";"Monte Belo";2;1;"De 10 a 20 mil"
1101401;"RO";"Monte Negro";16;4,48;"De 10 a 20 mil"
5213756;"GO";"Montividiu";6;3,35;"De 10 a 20 mil"
2614303;"PE";"Moreilândia";23;10,13;"De 10 a 20 mil"
4116109;"PR";"Moreira Sales";7;3,43;"De 10 a 20 mil"
4116208;"PR";"Morretes";14;4,79;"De 10 a 20 mil"
4211207;"SC";"Morro da Fumaça";4;1,47;"De 10 a 20 mil"
2107100;"MA";"Morros";181;34,74;"De 10 a 20 mil"
2921807;"BA";"Mortugaba";7;3,17;"De 10 a 20 mil"
3532009;"SP";"Morungaba";8;3,9;"De 10 a 20 mil"
4312500;"RS";"Mostardas";9;4,13;"De 10 a 20 mil"
5214002;"GO";"Mozarlândia";5;2,09;"De 10 a 20 mil"
1400308;"RR";"Mucajaí";31;8,18;"De 10 a 20 mil"
2309003;"CE";"Mucambo";12;3,97;"De 10 a 20 mil"
2921906;"BA";"Mucugê";25;10,04;"De 10 a 20 mil"
2309102;"CE";"Mulungu";16;6,93;"De 10 a 20 mil"
2922052;"BA";"Mulungu do Morro";55;18,09;"De 10 a 20 mil"
5005681;"MS";"Mundo Novo";9;3,64;"De 10 a 20 mil"
3203700;"ES";"Muniz Freire";15;4,3;"De 10 a 20 mil"
2922250;"BA";"Muquém de São Francisco";48;18,75;"De 10 a 20 mil"
3203809;"ES";"Muqui";9;3,59;"De 10 a 20 mil"
4312658;"RS";"Não-Me-Toque";1;0,44;"De 10 a 20 mil"
3303104;"RJ";"Natividade";11;5,05;"De 10 a 20 mil"
2509909;"PB";"Natuba";41;17,3;"De 10 a 20 mil"
3532405;"SP";"Nazaré Paulista";5;1,73;"De 10 a 20 mil"
2804409;"SE";"Neópolis";81;19,24;"De 10 a 20 mil"
1303007;"AM";"Nhamundá";43;8,32;"De 10 a 20 mil"
3532603;"SP";"Nhandeara";3;2,22;"De 10 a 20 mil"
2922607;"BA";"Nilo Peçanha";54;19,22;"De 10 a 20 mil"
2107209;"MA";"Nina Rodrigues";108;28,8;"De 10 a 20 mil"
5005806;"MS";"Nioaque";9;3,02;"De 10 a 20 mil"
5105903;"MT";"Nobres";7;2,37;"De 10 a 20 mil"
4312708;"RS";"Nonoai";1;0,41;"De 10 a 20 mil"
2922656;"BA";"Nordestina";38;13,62;"De 10 a 20 mil"
5106109;"MT";"Nossa Senhora do Livramento";22;10,63;"De 10 a 20 mil"
5006002;"MS";"Nova Alvorada do Sul";14;4,5;"De 10 a 20 mil"
4116703;"PR";"Nova Aurora";1;0,5;"De 10 a 20 mil"
5106158;"MT";"Nova Bandeirantes";7;2,89;"De 10 a 20 mil"
1100148;"RO";"Nova Brasilândia D'Oeste";12;2,91;"De 10 a 20 mil"
2922706;"BA";"Nova Canaã";47;14,51;"De 10 a 20 mil"
5106216;"MT";"Nova Canaã do Norte";6;2,62;"De 10 a 20 mil"
5214838;"GO";"Nova Crixás";12;5,13;"De 10 a 20 mil"
3144706;"MG";"Nova Era";8;2,68;"De 10 a 20 mil"
2510105;"PB";"Nova Floresta";18;8,49;"De 10 a 20 mil"
3533007;"SP";"Nova Granada";3;0,99;"De 10 a 20 mil"
4313060;"RS";"Nova Hartz";5;1,38;"De 10 a 20 mil"
1504976;"PA";"Nova Ipixuna";63;17,6;"De 10 a 20 mil"
4117057;"PR";"Nova Laranjeiras";3;1,12;"De 10 a 20 mil"
4117107;"PR";"Nova Londrina";1;0,41;"De 10 a 20 mil"
5106232;"MT";"Nova Olímpia";15;3,5;"De 10 a 20 mil"
1714880;"TO";"Nova Olinda";19;8,56;"De 10 a 20 mil"
2309201;"CE";"Nova Olinda";22;7,05;"De 10 a 20 mil"
2107357;"MA";"Nova Olinda do Maranhão";36;7,83;"De 10 a 20 mil"
4313201;"RS";"Nova Petrópolis";2;0,87;"De 10 a 20 mil"
3145000;"MG";"Nova Ponte";4;1,59;"De 10 a 20 mil"
4117255;"PR";"Nova Prata do Iguaçu";2;1,06;"De 10 a 20 mil"
3145109;"MG";"Nova Resende";4;1,53;"De 10 a 20 mil"
1505007;"PA";"Nova Timboteua";43;14,88;"De 10 a 20 mil"
4211504;"SC";"Nova Trento";9;4,57;"De 10 a 20 mil"
4211603;"SC";"Nova Veneza";4;2,08;"De 10 a 20 mil"
5106257;"MT";"Nova Xavantina";11;3,36;"De 10 a 20 mil"
1303205;"AM";"Novo Airão";53;14,44;"De 10 a 20 mil"
2923035;"BA";"Novo Horizonte";10;5,78;"De 10 a 20 mil"
1100502;"RO";"Novo Horizonte do Oeste";5;2,37;"De 10 a 20 mil"
2705606;"AL";"Novo Lino";67;23,84;"De 10 a 20 mil"
3145356;"MG";"Novo Oriente de Minas";19;8,23;"De 10 a 20 mil"
2923050;"BA";"Novo Triunfo";43;9,86;"De 10 a 20 mil"
2107407;"MA";"Olho d'Água das Cunhãs";91;23,1;"De 10 a 20 mil"
2107456;"MA";"Olinda Nova do Maranhão";57;18,39;"De 10 a 20 mil"
2706000;"AL";"Olivença";58;20,49;"De 10 a 20 mil"
5215306;"GO";"Orizona";3;1,32;"De 10 a 20 mil"
2609808;"PE";"Orocó";43;14,01;"De 10 a 20 mil"
4211751;"SC";"Otacílio Costa";9;2,79;"De 10 a 20 mil"
1505403;"PA";"Ourém";71;17,27;"De 10 a 20 mil"
2706109;"AL";"Ouro Branco";59;23,79;"De 10 a 20 mil"
2923357;"BA";"Ourolândia";50;12,59;"De 10 a 20 mil"
3534906;"SP";"Pacaembu";3;1,78;"De 10 a 20 mil"
1400456;"RR";"Pacaraima";25;8,17;"De 10 a 20 mil"
2804904;"SE";"Pacatuba";74;21,76;"De 10 a 20 mil"
2309805;"CE";"Pacoti";11;4,2;"De 10 a 20 mil"
3146305;"MG";"Padre Paraíso";21;4,6;"De 10 a 20 mil"
3535002;"SP";"Palestina";7;4,61;"De 10 a 20 mil"
2310100;"CE";"Palmácia";24;7,92;"De 10 a 20 mil"
4313656;"RS";"Palmares do Sul";6;3,33;"De 10 a 20 mil"
3535101;"SP";"Palmares Paulista";4;2,27;"De 10 a 20 mil"
2207504;"PI";"Palmeirais";71;26,1;"De 10 a 20 mil"
2107605;"MA";"Palmeirândia";60;13,76;"De 10 a 20 mil"
4117800;"PR";"Palmital";11;3,28;"De 10 a 20 mil"
4212106;"SC";"Palmitos";4;1,65;"De 10 a 20 mil"
3535408;"SP";"Panorama";7;3,07;"De 10 a 20 mil"
3146909;"MG";"Papagaios";2;0,69;"De 10 a 20 mil"
4212205;"SC";"Papanduva";9;2,53;"De 10 a 20 mil"
3535606;"SP";"Paraibuna";7;2,19;"De 10 a 20 mil"
4118006;"PR";"Paraíso do Norte";6;3,45;"De 10 a 20 mil"
3147303;"MG";"Paraisópolis";NA;NA;"De 10 a 20 mil"
2310407;"CE";"Paramoti";34;11,04;"De 10 a 20 mil"
1716208;"TO";"Paranã";25;10,46;"De 10 a 20 mil"
4118105;"PR";"Paranacity";6;3,31;"De 10 a 20 mil"
5106299;"MT";"Paranaíta";NA;NA;"De 10 a 20 mil"
3535804;"SP";"Paranapanema";7;1,86;"De 10 a 20 mil"
2610301;"PE";"Paranatama";44;17,25;"De 10 a 20 mil"
5106307;"MT";"Paranatinga";16;4,42;"De 10 a 20 mil"
5006358;"MS";"Paranhos";22;6,73;"De 10 a 20 mil"
3536000;"SP";"Parapuã";3;1,9;"De 10 a 20 mil"
5216403;"GO";"Paraúna";2;1,08;"De 10 a 20 mil"
2706422;"AL";"Pariconha";45;18,6;"De 10 a 20 mil"
2706448;"AL";"Paripueira";65;25,19;"De 10 a 20 mil"
3536208;"SP";"Pariquera-Açu";13;3,59;"De 10 a 20 mil"
2207603;"PI";"Parnaguá";69;25,27;"De 10 a 20 mil"
2409100;"RN";"Passa e Fica";45;18,29;"De 10 a 20 mil"
3147600;"MG";"Passa Quatro";2;0,72;"De 10 a 20 mil"
2107902;"MA";"Passagem Franca";95;22,51;"De 10 a 20 mil"
2706505;"AL";"Passo de Camaragibe";63;17,85;"De 10 a 20 mil"
2108009;"MA";"Pastos Bons";40;10;"De 10 a 20 mil"
3536307;"SP";"Patrocínio Paulista";8;3,72;"De 10 a 20 mil"
2409308;"RN";"Patu";39;16,18;"De 10 a 20 mil"
2923902;"BA";"Pau Brasil";40;15,56;"De 10 a 20 mil"
1303502;"AM";"Pauini";178;31,5;"De 10 a 20 mil"
2108058;"MA";"Paulino Neves";97;24,37;"De 10 a 20 mil"
2510907;"PB";"Paulista";15;7,46;"De 10 a 20 mil"
2207801;"PI";"Paulistana";70;17,2;"De 10 a 20 mil"
2924058;"BA";"Pé de Serra";19;7,48;"De 10 a 20 mil"
4118808;"PR";"Peabiru";7;3,2;"De 10 a 20 mil"
3148608;"MG";"Peçanha";13;3,61;"De 10 a 20 mil"
1600154;"AP";"Pedra Branca do Amapari";56;18,3;"De 10 a 20 mil"
5106372;"MT";"Pedra Preta";8;3,05;"De 10 a 20 mil"
3149101;"MG";"Pedralva";4;1,75;"De 10 a 20 mil"
3149150;"MG";"Pedras de Maria da Cruz";23;9,39;"De 10 a 20 mil"
3537008;"SP";"Pedregulho";9;3,46;"De 10 a 20 mil"
1716505;"TO";"Pedro Afonso";14;6,48;"De 10 a 20 mil"
2924207;"BA";"Pedro Alexandre";172;38,65;"De 10 a 20 mil"
3537206;"SP";"Pedro de Toledo";7;2,81;"De 10 a 20 mil"
2409803;"RN";"Pedro Velho";56;18,06;"De 10 a 20 mil"
1716604;"TO";"Peixe";7;3,18;"De 10 a 20 mil"
2409902;"RN";"Pendências";35;14,71;"De 10 a 20 mil"
3149804;"MG";"Perdizes";9;3,38;"De 10 a 20 mil"
2310803;"CE";"Pereiro";36;11,01;"De 10 a 20 mil"
2108405;"MA";"Peri Mirim";35;11,71;"De 10 a 20 mil"
4118907;"PR";"Pérola";NA;NA;"De 10 a 20 mil"
5216809;"GO";"Petrolina de Goiás";2;1,33;"De 10 a 20 mil"
2706802;"AL";"Piaçabuçu";86;20,82;"De 10 a 20 mil"
2511301;"PB";"Piancó";33;13,36;"De 10 a 20 mil"
2924306;"BA";"Piatã";26;6,9;"De 10 a 20 mil"
1505635;"PA";"Piçarra";53;16,01;"De 10 a 20 mil"
2511400;"PB";"Picuí";19;5,32;"De 10 a 20 mil"
4119103;"PR";"Piên";3;1,33;"De 10 a 20 mil"
2511509;"PB";"Pilar";37;17,37;"De 10 a 20 mil"
2208106;"PI";"Pimenteiras";55;20,52;"De 10 a 20 mil"
2924504;"BA";"Pindaí";22;7,46;"De 10 a 20 mil"
3538105;"SP";"Pindorama";1;0,52;"De 10 a 20 mil"
